HPO.Accession,HPO.Term,Gene.Symbol,Source,Source.ID
HP:0001273,abnormal corpus callosum morphology,ATP13A2,orphadata,ORPHA:513436
HP:0001273,abnormal corpus callosum morphology,B9D1,orphadata,ORPHA:475
HP:0001273,abnormal corpus callosum morphology,MYT1L,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,L1CAM,orphadata,ORPHA:2182
HP:0001273,abnormal corpus callosum morphology,MTRFR,orphadata,ORPHA:320375
HP:0001273,abnormal corpus callosum morphology,DLL1,orphadata,ORPHA:280195
HP:0001273,abnormal corpus callosum morphology,RNASEH2A,orphadata,ORPHA:51
HP:0001273,abnormal corpus callosum morphology,EHMT1,orphadata,ORPHA:261652
HP:0001273,abnormal corpus callosum morphology,OFD1,orphadata,ORPHA:2750
HP:0001273,abnormal corpus callosum morphology,FGFR1,orphadata,ORPHA:280200
HP:0001273,abnormal corpus callosum morphology,TDGF1,orphadata,ORPHA:93925
HP:0001273,abnormal corpus callosum morphology,EP300,orphadata,ORPHA:353284
HP:0001273,abnormal corpus callosum morphology,MKS1,orphadata,ORPHA:475
HP:0001273,abnormal corpus callosum morphology,NUS1,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,TRAPPC4,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,TCTN2,orphadata,ORPHA:475
HP:0001273,abnormal corpus callosum morphology,TDGF1,orphadata,ORPHA:220386
HP:0001273,abnormal corpus callosum morphology,LRP2,orphadata,ORPHA:2143
HP:0001273,abnormal corpus callosum morphology,GLI3,orphadata,ORPHA:672
HP:0001273,abnormal corpus callosum morphology,B4GAT1,orphadata,ORPHA:899
HP:0001273,abnormal corpus callosum morphology,USP9X,orphadata,ORPHA:480880
HP:0001273,abnormal corpus callosum morphology,TRAK1,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,DDX59,orphadata,ORPHA:2919
HP:0001273,abnormal corpus callosum morphology,PRRX1,orphadata,ORPHA:990
HP:0001273,abnormal corpus callosum morphology,ND5,orphadata,ORPHA:550
HP:0001273,abnormal corpus callosum morphology,PPP2R5D,orphadata,ORPHA:457279
HP:0001273,abnormal corpus callosum morphology,PTCH1,orphadata,ORPHA:280195
HP:0001273,abnormal corpus callosum morphology,MAN1B1,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,RBM10,orphadata,ORPHA:2886
HP:0001273,abnormal corpus callosum morphology,ZFYVE26,orphadata,ORPHA:100996
HP:0001273,abnormal corpus callosum morphology,PRPS1,orphadata,ORPHA:423479
HP:0001273,abnormal corpus callosum morphology,FGFR1,orphadata,ORPHA:2117
HP:0001273,abnormal corpus callosum morphology,SZT2,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,AP4M1,orphadata,ORPHA:280763
HP:0001273,abnormal corpus callosum morphology,OPA1,orphadata,ORPHA:98673
HP:0001273,abnormal corpus callosum morphology,SETD2,orphadata,ORPHA:821
HP:0001273,abnormal corpus callosum morphology,PRKCZ,orphadata,ORPHA:1606
HP:0001273,abnormal corpus callosum morphology,LUZP1,orphadata,ORPHA:1606
HP:0001273,abnormal corpus callosum morphology,OTX2,orphadata,ORPHA:990
HP:0001273,abnormal corpus callosum morphology,GABRB2,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,SASS6,orphadata,ORPHA:2512
HP:0001273,abnormal corpus callosum morphology,KIF1A,orphadata,ORPHA:178469
HP:0001273,abnormal corpus callosum morphology,MED25,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,GLI2,orphadata,ORPHA:95494
HP:0001273,abnormal corpus callosum morphology,DLL1,orphadata,ORPHA:220386
HP:0001273,abnormal corpus callosum morphology,CCDC32,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,DDX6,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,MCPH1,orphadata,ORPHA:2512
HP:0001273,abnormal corpus callosum morphology,NRAS,orphadata,ORPHA:2612
HP:0001273,abnormal corpus callosum morphology,ALG8,orphadata,ORPHA:79325
HP:0001273,abnormal corpus callosum morphology,TECR,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,FAR1,orphadata,ORPHA:447753
HP:0001273,abnormal corpus callosum morphology,KATNB1,orphadata,ORPHA:1083
HP:0001273,abnormal corpus callosum morphology,WASF1,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,DALRD3,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,BMP4,orphadata,ORPHA:139471
HP:0001273,abnormal corpus callosum morphology,PPP3CA,orphadata,ORPHA:178469
HP:0001273,abnormal corpus callosum morphology,ANKLE2,orphadata,ORPHA:2512
HP:0001273,abnormal corpus callosum morphology,COG2,orphadata,ORPHA:435934
HP:0001273,abnormal corpus callosum morphology,FGF8,orphadata,ORPHA:2162
HP:0001273,abnormal corpus callosum morphology,TRIP13,orphadata,ORPHA:1052
HP:0001273,abnormal corpus callosum morphology,WASHC4,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,SATB1,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,DLL1,orphadata,ORPHA:178469
HP:0001273,abnormal corpus callosum morphology,UPF3B,orphadata,ORPHA:776
HP:0001273,abnormal corpus callosum morphology,ARSI,orphadata,ORPHA:401815
HP:0001273,abnormal corpus callosum morphology,HSPG2,orphadata,ORPHA:1606
HP:0001273,abnormal corpus callosum morphology,SLC13A5,orphadata,ORPHA:3006
HP:0001273,abnormal corpus callosum morphology,FIG4,orphadata,ORPHA:3472
HP:0001273,abnormal corpus callosum morphology,OSTM1,orphadata,ORPHA:85179
HP:0001273,abnormal corpus callosum morphology,GPKOW,orphadata,ORPHA:2570
HP:0001273,abnormal corpus callosum morphology,COX1,orphadata,ORPHA:550
HP:0001273,abnormal corpus callosum morphology,KANSL1,orphadata,ORPHA:363965
HP:0001273,abnormal corpus callosum morphology,ALDH18A1,orphadata,ORPHA:447753
HP:0001273,abnormal corpus callosum morphology,ARID2,orphadata,ORPHA:1465
HP:0001273,abnormal corpus callosum morphology,PROP1,orphadata,ORPHA:95494
HP:0001273,abnormal corpus callosum morphology,FMN2,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,TSEN15,orphadata,ORPHA:2524
HP:0001273,abnormal corpus callosum morphology,POU1F1,orphadata,ORPHA:95494
HP:0001273,abnormal corpus callosum morphology,FGFR1,orphadata,ORPHA:2162
HP:0001273,abnormal corpus callosum morphology,FGFR3,orphadata,ORPHA:85165
HP:0001273,abnormal corpus callosum morphology,STIL,orphadata,ORPHA:2512
HP:0001273,abnormal corpus callosum morphology,ARX,orphadata,ORPHA:2508
HP:0001273,abnormal corpus callosum morphology,DNM1L,orphadata,ORPHA:98673
HP:0001273,abnormal corpus callosum morphology,SCN1B,orphadata,ORPHA:1934
HP:0001273,abnormal corpus callosum morphology,TBC1D20,orphadata,ORPHA:2510
HP:0001273,abnormal corpus callosum morphology,PIBF1,orphadata,ORPHA:475
HP:0001273,abnormal corpus callosum morphology,NSUN2,orphadata,ORPHA:235
HP:0001273,abnormal corpus callosum morphology,EFNB1,orphadata,ORPHA:1520
HP:0001273,abnormal corpus callosum morphology,SVBP,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,EHMT1,orphadata,ORPHA:96147
HP:0001273,abnormal corpus callosum morphology,GBA,orphadata,ORPHA:2072
HP:0001273,abnormal corpus callosum morphology,TTI2,orphadata,ORPHA:391307
HP:0001273,abnormal corpus callosum morphology,USP7,orphadata,ORPHA:500055
HP:0001273,abnormal corpus callosum morphology,GLI2,orphadata,ORPHA:93925
HP:0001273,abnormal corpus callosum morphology,GAS1,orphadata,ORPHA:93926
HP:0001273,abnormal corpus callosum morphology,ARMC9,orphadata,ORPHA:475
HP:0001273,abnormal corpus callosum morphology,TRAPPC9,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,ARL13B,orphadata,ORPHA:475
HP:0001273,abnormal corpus callosum morphology,LMBR1,orphadata,ORPHA:2378
HP:0001273,abnormal corpus callosum morphology,AP3B2,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,CSPP1,orphadata,ORPHA:564
HP:0001273,abnormal corpus callosum morphology,SOX4,orphadata,ORPHA:1465
HP:0001273,abnormal corpus callosum morphology,MKS1,orphadata,ORPHA:564
HP:0001273,abnormal corpus callosum morphology,GRIN2D,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,MYT1L,orphadata,ORPHA:178469
HP:0001273,abnormal corpus callosum morphology,MMP23B,orphadata,ORPHA:1606
HP:0001273,abnormal corpus callosum morphology,DAG1,orphadata,ORPHA:370997
HP:0001273,abnormal corpus callosum morphology,AIMP1,orphadata,ORPHA:88616
HP:0001273,abnormal corpus callosum morphology,RNASEH2B,orphadata,ORPHA:51
HP:0001273,abnormal corpus callosum morphology,GRIN1,orphadata,ORPHA:208447
HP:0001273,abnormal corpus callosum morphology,GLI2,orphadata,ORPHA:93924
HP:0001273,abnormal corpus callosum morphology,GMPPB,orphadata,ORPHA:370968
HP:0001273,abnormal corpus callosum morphology,TSEN54,orphadata,ORPHA:2524
HP:0001273,abnormal corpus callosum morphology,GRIN2A,orphadata,ORPHA:289266
HP:0001273,abnormal corpus callosum morphology,HUWE1,orphadata,ORPHA:528084
HP:0001273,abnormal corpus callosum morphology,DLL1,orphadata,ORPHA:93924
HP:0001273,abnormal corpus callosum morphology,KNL1,orphadata,ORPHA:2512
HP:0001273,abnormal corpus callosum morphology,GFM2,orphadata,ORPHA:565624
HP:0001273,abnormal corpus callosum morphology,PPP3CA,orphadata,ORPHA:442835
HP:0001273,abnormal corpus callosum morphology,SHANK3,orphadata,ORPHA:48652
HP:0001317,abnormal cerebellum morphology,RPL10,orphadata,ORPHA:459070
HP:0001317,abnormal cerebellum morphology,HTT,orphadata,ORPHA:248111
HP:0001317,abnormal cerebellum morphology,TBC1D24,orphadata,ORPHA:352596
HP:0001317,abnormal cerebellum morphology,PDE6D,orphadata,ORPHA:2754
HP:0001317,abnormal cerebellum morphology,AP4B1,orphadata,ORPHA:280763
HP:0001317,abnormal cerebellum morphology,LHX4,orphadata,ORPHA:226307
HP:0001317,abnormal cerebellum morphology,FGFR2,orphadata,ORPHA:87
HP:0001317,abnormal cerebellum morphology,CPLX1,orphadata,ORPHA:280
HP:0001317,abnormal cerebellum morphology,IFT80,orphadata,ORPHA:93271
HP:0001317,abnormal cerebellum morphology,CTBP1,orphadata,ORPHA:280
HP:0001317,abnormal cerebellum morphology,HYLS1,orphadata,ORPHA:475
HP:0001317,abnormal cerebellum morphology,HDAC8,orphadata,ORPHA:199
HP:0001317,abnormal cerebellum morphology,SLC18A3,orphadata,ORPHA:994
HP:0001317,abnormal cerebellum morphology,TRNL1,orphadata,ORPHA:225
HP:0001317,abnormal cerebellum morphology,GTF2IRD1,orphadata,ORPHA:904
HP:0001317,abnormal cerebellum morphology,TBC1D24,orphadata,ORPHA:79500
HP:0001317,abnormal cerebellum morphology,GNAQ,orphadata,ORPHA:3205
HP:0001317,abnormal cerebellum morphology,DACT1,orphadata,ORPHA:857
HP:0001317,abnormal cerebellum morphology,CYTB,orphadata,ORPHA:137675
HP:0001317,abnormal cerebellum morphology,WDR45,orphadata,ORPHA:329284
HP:0001317,abnormal cerebellum morphology,ATP6AP2,orphadata,ORPHA:93952
HP:0001317,abnormal cerebellum morphology,DCHS1,orphadata,ORPHA:314679
HP:0001317,abnormal cerebellum morphology,BUB3,orphadata,ORPHA:1052
HP:0001317,abnormal cerebellum morphology,APC2,orphadata,ORPHA:821
HP:0001317,abnormal cerebellum morphology,GJB1,orphadata,ORPHA:1175
HP:0001317,abnormal cerebellum morphology,RPGRIP1L,orphadata,ORPHA:564
HP:0001317,abnormal cerebellum morphology,KANSL1,orphadata,ORPHA:363958
HP:0001317,abnormal cerebellum morphology,DISP1,orphadata,ORPHA:2162
HP:0001317,abnormal cerebellum morphology,KMT2C,orphadata,ORPHA:261652
HP:0001317,abnormal cerebellum morphology,DISC1,orphadata,ORPHA:171703
HP:0001317,abnormal cerebellum morphology,ERMARD,orphadata,ORPHA:75857
HP:0001317,abnormal cerebellum morphology,KCNC3,orphadata,ORPHA:98768
HP:0001317,abnormal cerebellum morphology,THOC2,orphadata,ORPHA:457240
HP:0001317,abnormal cerebellum morphology,LMX1B,orphadata,ORPHA:495818
HP:0001317,abnormal cerebellum morphology,CRPPA,orphadata,ORPHA:899
HP:0001317,abnormal cerebellum morphology,PTEN,orphadata,ORPHA:201
HP:0001317,abnormal cerebellum morphology,CYP27A1,orphadata,ORPHA:909
HP:0001317,abnormal cerebellum morphology,RXYLT1,orphadata,ORPHA:899
HP:0001317,abnormal cerebellum morphology,ELN,orphadata,ORPHA:904
HP:0001317,abnormal cerebellum morphology,PTRH2,orphadata,ORPHA:456312
HP:0001317,abnormal cerebellum morphology,RTTN,orphadata,ORPHA:468631
HP:0001317,abnormal cerebellum morphology,POMT2,orphadata,ORPHA:899
HP:0001317,abnormal cerebellum morphology,TCTN2,orphadata,ORPHA:564
HP:0001317,abnormal cerebellum morphology,PSAT1,orphadata,ORPHA:2671
HP:0001317,abnormal cerebellum morphology,DLL1,orphadata,ORPHA:280195
HP:0001317,abnormal cerebellum morphology,CEP290,orphadata,ORPHA:2318
HP:0001317,abnormal cerebellum morphology,RAB3GAP2,orphadata,ORPHA:2510
HP:0001317,abnormal cerebellum morphology,SETX,orphadata,ORPHA:64753
HP:0001317,abnormal cerebellum morphology,SH2B1,orphadata,ORPHA:261197
HP:0001317,abnormal cerebellum morphology,EP300,orphadata,ORPHA:353284
HP:0001317,abnormal cerebellum morphology,SDHB,orphadata,ORPHA:201
HP:0001317,abnormal cerebellum morphology,IQCB1,orphadata,ORPHA:65
HP:0001317,abnormal cerebellum morphology,FGFR1,orphadata,ORPHA:3157
HP:0001317,abnormal cerebellum morphology,CPLANE1,orphadata,ORPHA:475
HP:0001317,abnormal cerebellum morphology,POMGNT1,orphadata,ORPHA:899
HP:0001317,abnormal cerebellum morphology,TRAPPC9,orphadata,ORPHA:352530
HP:0001317,abnormal cerebellum morphology,ALS2,orphadata,ORPHA:300605
HP:0001317,abnormal cerebellum morphology,GBA2,orphadata,ORPHA:320391
HP:0001317,abnormal cerebellum morphology,ERCC5,orphadata,ORPHA:1466
HP:0001317,abnormal cerebellum morphology,PGAP1,orphadata,ORPHA:401820
HP:0001317,abnormal cerebellum morphology,POMT2,orphadata,ORPHA:588
HP:0001317,abnormal cerebellum morphology,PMPCA,orphadata,ORPHA:1170
HP:0001317,abnormal cerebellum morphology,POMK,orphadata,ORPHA:899
HP:0001317,abnormal cerebellum morphology,TUBGCP6,orphadata,ORPHA:2518
HP:0001317,abnormal cerebellum morphology,FAR1,orphadata,ORPHA:438178
HP:0001317,abnormal cerebellum morphology,FAR1,orphadata,ORPHA:447753
HP:0001317,abnormal cerebellum morphology,ACD,orphadata,ORPHA:3322
HP:0001317,abnormal cerebellum morphology,GTF2I,orphadata,ORPHA:904
HP:0001317,abnormal cerebellum morphology,PARN,orphadata,ORPHA:3322
HP:0001317,abnormal cerebellum morphology,GLI3,orphadata,ORPHA:672
HP:0001317,abnormal cerebellum morphology,USP45,orphadata,ORPHA:65
HP:0001317,abnormal cerebellum morphology,OTX2,orphadata,ORPHA:3157
HP:0001317,abnormal cerebellum morphology,SCYL1,orphadata,ORPHA:466794
HP:0001317,abnormal cerebellum morphology,DAG1,orphadata,ORPHA:899
HP:0001317,abnormal cerebellum morphology,GRIA3,orphadata,ORPHA:364028
HP:0001317,abnormal cerebellum morphology,FGFR2,orphadata,ORPHA:207
HP:0001317,abnormal cerebellum morphology,AKT1,orphadata,ORPHA:2495
HP:0001317,abnormal cerebellum morphology,NDE1,orphadata,ORPHA:1083
HP:0001317,abnormal cerebellum morphology,ADGRV1,orphadata,ORPHA:231178
HP:0001317,abnormal cerebellum morphology,POLG,orphadata,ORPHA:254886
HP:0001317,abnormal cerebellum morphology,FUZ,orphadata,ORPHA:3027
HP:0001317,abnormal cerebellum morphology,TOE1,orphadata,ORPHA:284339
HP:0001317,abnormal cerebellum morphology,AHDC1,orphadata,ORPHA:412069
HP:0001317,abnormal cerebellum morphology,LAMB1,orphadata,ORPHA:352682
HP:0001317,abnormal cerebellum morphology,NAGA,orphadata,ORPHA:79279
HP:0001317,abnormal cerebellum morphology,ATXN3,orphadata,ORPHA:276241
HP:0001317,abnormal cerebellum morphology,GMPPB,orphadata,ORPHA:588
HP:0001317,abnormal cerebellum morphology,FKTN,orphadata,ORPHA:588
HP:0001317,abnormal cerebellum morphology,CCDC22,orphadata,ORPHA:7
HP:0001317,abnormal cerebellum morphology,PTCH1,orphadata,ORPHA:280195
HP:0001317,abnormal cerebellum morphology,TRMT10A,orphadata,ORPHA:391408
HP:0001317,abnormal cerebellum morphology,STIL,orphadata,ORPHA:2162
HP:0001317,abnormal cerebellum morphology,MYO7A,orphadata,ORPHA:231169
HP:0001317,abnormal cerebellum morphology,AP4M1,orphadata,ORPHA:280763
HP:0001317,abnormal cerebellum morphology,LHX3,orphadata,ORPHA:226307
HP:0001317,abnormal cerebellum morphology,ATP6V0A2,orphadata,ORPHA:357074
HP:0001317,abnormal cerebellum morphology,SMC1A,orphadata,ORPHA:199
HP:0001317,abnormal cerebellum morphology,ZNF592,orphadata,ORPHA:83472
HP:0001317,abnormal cerebellum morphology,NKX6-2,orphadata,ORPHA:527497
HP:0001317,abnormal cerebellum morphology,CPLANE1,orphadata,ORPHA:2754
HP:0001317,abnormal cerebellum morphology,CDKL5,orphadata,ORPHA:1934
HP:0001317,abnormal cerebellum morphology,TMEM67,orphadata,ORPHA:475
HP:0001317,abnormal cerebellum morphology,PLAA,orphadata,ORPHA:521426
HP:0001317,abnormal cerebellum morphology,POU1F1,orphadata,ORPHA:226307
HP:0001317,abnormal cerebellum morphology,NF2,orphadata,ORPHA:2495
HP:0001317,abnormal cerebellum morphology,TMEM240,orphadata,ORPHA:98773
HP:0001317,abnormal cerebellum morphology,LONP1,orphadata,ORPHA:79243
HP:0001317,abnormal cerebellum morphology,NOP56,orphadata,ORPHA:276198
HP:0001317,abnormal cerebellum morphology,AIPL1,orphadata,ORPHA:65
HP:0001317,abnormal cerebellum morphology,SIX3,orphadata,ORPHA:2162
HP:0001317,abnormal cerebellum morphology,SUFU,orphadata,ORPHA:475
HP:0001317,abnormal cerebellum morphology,DNMT1,orphadata,ORPHA:314404
HP:0001317,abnormal cerebellum morphology,CEP104,orphadata,ORPHA:475
HP:0001317,abnormal cerebellum morphology,ATXN1,orphadata,ORPHA:98755
HP:0001317,abnormal cerebellum morphology,NONO,orphadata,ORPHA:466791
HP:0001317,abnormal cerebellum morphology,PDZD7,orphadata,ORPHA:231178
HP:0001317,abnormal cerebellum morphology,TBC1D20,orphadata,ORPHA:2510
HP:0001317,abnormal cerebellum morphology,AHI1,orphadata,ORPHA:220493
HP:0001317,abnormal cerebellum morphology,LARGE1,orphadata,ORPHA:899
HP:0001317,abnormal cerebellum morphology,ARL 3.00,orphadata,ORPHA:475
HP:0001317,abnormal cerebellum morphology,NODAL,orphadata,ORPHA:280195
HP:0001317,abnormal cerebellum morphology,B4GALT1,orphadata,ORPHA:79332
HP:0001317,abnormal cerebellum morphology,HMGA2,orphadata,ORPHA:94063
HP:0001317,abnormal cerebellum morphology,FGFR3,orphadata,ORPHA:93262
HP:0001317,abnormal cerebellum morphology,ZIC1,orphadata,ORPHA:63440
HP:0001317,abnormal cerebellum morphology,FLNA,orphadata,ORPHA:1826
HP:0001317,abnormal cerebellum morphology,FAM149B1,orphadata,ORPHA:2754
HP:0001317,abnormal cerebellum morphology,TDP1,orphadata,ORPHA:94124
HP:0001317,abnormal cerebellum morphology,SPG7,orphadata,ORPHA:99013
HP:0001317,abnormal cerebellum morphology,WDR26,orphadata,ORPHA:513456
HP:0001317,abnormal cerebellum morphology,SRPX2,orphadata,ORPHA:98889
HP:0001317,abnormal cerebellum morphology,FLI1,orphadata,ORPHA:370348
HP:0001317,abnormal cerebellum morphology,ATXN3,orphadata,ORPHA:276244
HP:0001317,abnormal cerebellum morphology,RNF113A,orphadata,ORPHA:33364
HP:0001317,abnormal cerebellum morphology,CLN8,orphadata,ORPHA:1947
HP:0001317,abnormal cerebellum morphology,CYP7B1,orphadata,ORPHA:100986
HP:0001317,abnormal cerebellum morphology,BUD23,orphadata,ORPHA:904
HP:0001317,abnormal cerebellum morphology,PRNP,orphadata,ORPHA:157941
HP:0001317,abnormal cerebellum morphology,B9D1,orphadata,ORPHA:475
HP:0001317,abnormal cerebellum morphology,POLG,orphadata,ORPHA:254892
HP:0001317,abnormal cerebellum morphology,CEP57,orphadata,ORPHA:1052
HP:0001317,abnormal cerebellum morphology,SLC39A8,orphadata,ORPHA:468699
HP:0001317,abnormal cerebellum morphology,DPH1,orphadata,ORPHA:459061
HP:0001317,abnormal cerebellum morphology,MME,orphadata,ORPHA:497764
HP:0001317,abnormal cerebellum morphology,TMEM216,orphadata,ORPHA:2754
HP:0001317,abnormal cerebellum morphology,CASK,orphadata,ORPHA:163937
HP:0001317,abnormal cerebellum morphology,SRD5A3,orphadata,ORPHA:324737
HP:0001317,abnormal cerebellum morphology,KCNA1,orphadata,ORPHA:37612
HP:0001317,abnormal cerebellum morphology,CCDC88C,orphadata,ORPHA:423275
HP:0001317,abnormal cerebellum morphology,PIK3R5,orphadata,ORPHA:64753
HP:0001317,abnormal cerebellum morphology,ATXN2,orphadata,ORPHA:98756
HP:0001317,abnormal cerebellum morphology,CSPP1,orphadata,ORPHA:475
HP:0001317,abnormal cerebellum morphology,CEP290,orphadata,ORPHA:564
HP:0001317,abnormal cerebellum morphology,CEP290,orphadata,ORPHA:65
HP:0001317,abnormal cerebellum morphology,DNM1L,orphadata,ORPHA:98673
HP:0001317,abnormal cerebellum morphology,SHANK3,orphadata,ORPHA:48652
HP:0001317,abnormal cerebellum morphology,PTEN,orphadata,ORPHA:65285
HP:0001317,abnormal cerebellum morphology,GAN,orphadata,ORPHA:643
HP:0001317,abnormal cerebellum morphology,B9D2,orphadata,ORPHA:564
HP:0001317,abnormal cerebellum morphology,TERT,orphadata,ORPHA:2495
HP:0001317,abnormal cerebellum morphology,ZNHIT3,orphadata,ORPHA:2836
HP:0001317,abnormal cerebellum morphology,SH3TC2,orphadata,ORPHA:99949
HP:0001317,abnormal cerebellum morphology,FAM126A,orphadata,ORPHA:85163
HP:0001317,abnormal cerebellum morphology,CLPB,orphadata,ORPHA:445038
HP:0001317,abnormal cerebellum morphology,ASXL3,orphadata,ORPHA:352577
HP:0001317,abnormal cerebellum morphology,DNM1L,orphadata,ORPHA:330050
HP:0001317,abnormal cerebellum morphology,PROKR2,orphadata,ORPHA:3157
HP:0001317,abnormal cerebellum morphology,TMEM237,orphadata,ORPHA:2318
HP:0001317,abnormal cerebellum morphology,TULP1,orphadata,ORPHA:65
HP:0001317,abnormal cerebellum morphology,KCNA1,orphadata,ORPHA:1934
HP:0001317,abnormal cerebellum morphology,RAB18,orphadata,ORPHA:2510
HP:0001317,abnormal cerebellum morphology,DYNC2H1,orphadata,ORPHA:93271
HP:0001317,abnormal cerebellum morphology,TMEM237,orphadata,ORPHA:220497
HP:0001317,abnormal cerebellum morphology,INPP5K,orphadata,ORPHA:559
HP:0001317,abnormal cerebellum morphology,SKI,orphadata,ORPHA:2462
HP:0001317,abnormal cerebellum morphology,KIAA0586,orphadata,ORPHA:475
HP:0001317,abnormal cerebellum morphology,POLG,orphadata,ORPHA:70595
HP:0001317,abnormal cerebellum morphology,KCNJ13,orphadata,ORPHA:65
HP:0001317,abnormal cerebellum morphology,EHMT1,orphadata,ORPHA:261652
HP:0001317,abnormal cerebellum morphology,CRPPA,orphadata,ORPHA:370980
HP:0001317,abnormal cerebellum morphology,WDR35,orphadata,ORPHA:93271
HP:0001317,abnormal cerebellum morphology,CYB5R3,orphadata,ORPHA:621
HP:0001317,abnormal cerebellum morphology,SLC25A19,orphadata,ORPHA:99742
HP:0001317,abnormal cerebellum morphology,NRAS,orphadata,ORPHA:2612
HP:0001317,abnormal cerebellum morphology,ATCAY,orphadata,ORPHA:94122
HP:0001317,abnormal cerebellum morphology,SMO,orphadata,ORPHA:2495
HP:0001317,abnormal cerebellum morphology,GLI2,orphadata,ORPHA:280195
HP:0001317,abnormal cerebellum morphology,KANSL1,orphadata,ORPHA:363965
HP:0001317,abnormal cerebellum morphology,POMT1,orphadata,ORPHA:370980
HP:0001317,abnormal cerebellum morphology,NADK2,orphadata,ORPHA:431361
HP:0001317,abnormal cerebellum morphology,GLI3,orphadata,ORPHA:36
HP:0001317,abnormal cerebellum morphology,PIEZO2,orphadata,ORPHA:2461
HP:0001317,abnormal cerebellum morphology,IFT140,orphadata,ORPHA:65
HP:0001317,abnormal cerebellum morphology,KATNB1,orphadata,ORPHA:1083
HP:0001317,abnormal cerebellum morphology,TRPC3,orphadata,ORPHA:458798
HP:0001317,abnormal cerebellum morphology,GAS1,orphadata,ORPHA:280195
HP:0001317,abnormal cerebellum morphology,SUFU,orphadata,ORPHA:2495
HP:0001317,abnormal cerebellum morphology,DNMT3A,orphadata,ORPHA:404443
HP:0001317,abnormal cerebellum morphology,INPP5E,orphadata,ORPHA:475
HP:0001317,abnormal cerebellum morphology,RD3,orphadata,ORPHA:65
HP:0001317,abnormal cerebellum morphology,COL4A1,orphadata,ORPHA:899
HP:0001317,abnormal cerebellum morphology,TMEM216,orphadata,ORPHA:564
HP:0001317,abnormal cerebellum morphology,STX1A,orphadata,ORPHA:904
HP:0001317,abnormal cerebellum morphology,TERT,orphadata,ORPHA:3322
HP:0001317,abnormal cerebellum morphology,CC2D2A,orphadata,ORPHA:2318
HP:0001317,abnormal cerebellum morphology,POMGNT1,orphadata,ORPHA:370959
HP:0001317,abnormal cerebellum morphology,ZNF335,orphadata,ORPHA:329228
HP:0001317,abnormal cerebellum morphology,MAP3K7,orphadata,ORPHA:1826
HP:0001317,abnormal cerebellum morphology,TXNDC15,orphadata,ORPHA:564
HP:0001317,abnormal cerebellum morphology,ESPN,orphadata,ORPHA:231169
HP:0001317,abnormal cerebellum morphology,FUS,orphadata,ORPHA:300605
HP:0001317,abnormal cerebellum morphology,SON,orphadata,ORPHA:500150
HP:0001317,abnormal cerebellum morphology,POMT1,orphadata,ORPHA:588
HP:0001317,abnormal cerebellum morphology,DISP1,orphadata,ORPHA:280195
HP:0001317,abnormal cerebellum morphology,CWF19L1,orphadata,ORPHA:453521
HP:0001317,abnormal cerebellum morphology,SPATA7,orphadata,ORPHA:65
HP:0001317,abnormal cerebellum morphology,PIK3CA,orphadata,ORPHA:2495
HP:0001317,abnormal cerebellum morphology,ALG6,orphadata,ORPHA:79320
HP:0001317,abnormal cerebellum morphology,HESX1,orphadata,ORPHA:226307
HP:0001317,abnormal cerebellum morphology,PIGT,orphadata,ORPHA:369837
HP:0001317,abnormal cerebellum morphology,EPG5,orphadata,ORPHA:1493
HP:0001317,abnormal cerebellum morphology,WHRN,orphadata,ORPHA:231178
HP:0001317,abnormal cerebellum morphology,SIK1,orphadata,ORPHA:1934
HP:0001317,abnormal cerebellum morphology,VPS37D,orphadata,ORPHA:904
HP:0001317,abnormal cerebellum morphology,RRM2B,orphadata,ORPHA:254892
HP:0001317,abnormal cerebellum morphology,TSEN54,orphadata,ORPHA:166063
HP:0001317,abnormal cerebellum morphology,EEF2,orphadata,ORPHA:101112
HP:0001317,abnormal cerebellum morphology,FLNA,orphadata,ORPHA:90652
HP:0001317,abnormal cerebellum morphology,ADGRG1,orphadata,ORPHA:98889
HP:0001317,abnormal cerebellum morphology,PLG,orphadata,ORPHA:722
