HPO.Accession,HPO.Term,Gene.Symbol,Source,Source.ID
HP:0002060,abnormal cerebral morphology,FANCE,mim2gene,OMIM:600901
HP:0002060,abnormal cerebral morphology,TBCK,mim2gene,OMIM:616900
HP:0002060,abnormal cerebral morphology,THOC2,mim2gene,OMIM:300957
HP:0002060,abnormal cerebral morphology,UBA5,mim2gene,OMIM:617132
HP:0002060,abnormal cerebral morphology,NDUFAF2,mim2gene,OMIM:618233
HP:0002060,abnormal cerebral morphology,SGPL1,mim2gene,OMIM:617575
HP:0002060,abnormal cerebral morphology,SUFU,mim2gene,OMIM:617757
HP:0002060,abnormal cerebral morphology,SIX6,mim2gene,OMIM:206900
HP:0002060,abnormal cerebral morphology,PIGY,mim2gene,OMIM:616809
HP:0002060,abnormal cerebral morphology,TMEM106B,mim2gene,OMIM:617964
HP:0002060,abnormal cerebral morphology,STAG2,mim2gene,OMIM:301022
HP:0002060,abnormal cerebral morphology,TMEM216,mim2gene,OMIM:608091
HP:0002060,abnormal cerebral morphology,POMT2,mim2gene,OMIM:613150
HP:0002060,abnormal cerebral morphology,ALG12,mim2gene,OMIM:607143
HP:0002060,abnormal cerebral morphology,DYNC2H1,mim2gene,OMIM:613091
HP:0002060,abnormal cerebral morphology,RPS23,mim2gene,OMIM:617412
HP:0002060,abnormal cerebral morphology,SCYL2,mim2gene,OMIM:618766
HP:0002060,abnormal cerebral morphology,NHP2,mim2gene,OMIM:224230
HP:0002060,abnormal cerebral morphology,METTL5,mim2gene,OMIM:618665
HP:0002060,abnormal cerebral morphology,ZC4H2,mim2gene,OMIM:301041
HP:0002060,abnormal cerebral morphology,VARS1,mim2gene,OMIM:617802
HP:0002060,abnormal cerebral morphology,SLC35A2,mim2gene,OMIM:300896
HP:0002060,abnormal cerebral morphology,UBE3B,mim2gene,OMIM:244450
HP:0002060,abnormal cerebral morphology,RAB39B,mim2gene,OMIM:311510
HP:0002060,abnormal cerebral morphology,EXOSC1,mim2gene,OMIM:619304
HP:0002060,abnormal cerebral morphology,BUB1B,mim2gene,OMIM:257300
HP:0002060,abnormal cerebral morphology,LTC4S,mim2gene,OMIM:614037
HP:0002060,abnormal cerebral morphology,TSEN54,mim2gene,OMIM:610204
HP:0002060,abnormal cerebral morphology,VPS33B,mim2gene,OMIM:208085
HP:0002060,abnormal cerebral morphology,HTRA1,mim2gene,OMIM:600142
HP:0002060,abnormal cerebral morphology,DGCR2,mim2gene,OMIM:192430
HP:0002060,abnormal cerebral morphology,TBC1D20,mim2gene,OMIM:615663
HP:0002060,abnormal cerebral morphology,DPYS,mim2gene,OMIM:222748
HP:0002060,abnormal cerebral morphology,PEX5,mim2gene,OMIM:616716
HP:0002060,abnormal cerebral morphology,ERCC4,mim2gene,OMIM:278760
HP:0002060,abnormal cerebral morphology,SURF1,mim2gene,OMIM:220110
HP:0002060,abnormal cerebral morphology,KMT2B,mim2gene,OMIM:617284
HP:0002060,abnormal cerebral morphology,GDAP2,mim2gene,OMIM:618369
HP:0002060,abnormal cerebral morphology,DHX37,mim2gene,OMIM:618731
HP:0002060,abnormal cerebral morphology,KIF5A,mim2gene,OMIM:617235
HP:0002060,abnormal cerebral morphology,PARN,mim2gene,OMIM:616353
HP:0002060,abnormal cerebral morphology,BCOR,mim2gene,OMIM:309800
HP:0002060,abnormal cerebral morphology,TUBGCP6,mim2gene,OMIM:251270
HP:0002060,abnormal cerebral morphology,ALDH18A1,mim2gene,OMIM:616586
HP:0002060,abnormal cerebral morphology,SHANK3,mim2gene,OMIM:606232
HP:0002060,abnormal cerebral morphology,CAMK2B,mim2gene,OMIM:617799
HP:0002060,abnormal cerebral morphology,PIGL,mim2gene,OMIM:280000
HP:0002060,abnormal cerebral morphology,HTT,mim2gene,OMIM:617435
HP:0002060,abnormal cerebral morphology,DCC,mim2gene,OMIM:617542
HP:0002060,abnormal cerebral morphology,IGF1,mim2gene,OMIM:608747
HP:0002060,abnormal cerebral morphology,CYFIP2,mim2gene,OMIM:618008
HP:0002060,abnormal cerebral morphology,ESCO2,mim2gene,OMIM:216100
HP:0002060,abnormal cerebral morphology,DCHS1,mim2gene,OMIM:601390
HP:0002060,abnormal cerebral morphology,GLYCTK,mim2gene,OMIM:220120
HP:0002060,abnormal cerebral morphology,GLS,mim2gene,OMIM:618339
HP:0002060,abnormal cerebral morphology,TOP3A,mim2gene,OMIM:618097
HP:0002060,abnormal cerebral morphology,TRMT1,mim2gene,OMIM:618302
HP:0002060,abnormal cerebral morphology,SDHB,mim2gene,OMIM:619224
HP:0002060,abnormal cerebral morphology,RNF168,mim2gene,OMIM:611943
HP:0002060,abnormal cerebral morphology,ACE,mim2gene,OMIM:267430
HP:0002060,abnormal cerebral morphology,DCX,mim2gene,OMIM:300067
HP:0002060,abnormal cerebral morphology,DHCR7,mim2gene,OMIM:270400
HP:0002060,abnormal cerebral morphology,KARS1,mim2gene,OMIM:619147
HP:0002060,abnormal cerebral morphology,CDCA7,mim2gene,OMIM:616910
HP:0002060,abnormal cerebral morphology,DNAJC21,mim2gene,OMIM:617052
HP:0002060,abnormal cerebral morphology,YY1,mim2gene,OMIM:617557
HP:0002060,abnormal cerebral morphology,WDR4,mim2gene,OMIM:618347
HP:0002060,abnormal cerebral morphology,SPG11,mim2gene,OMIM:604360
HP:0002060,abnormal cerebral morphology,IQSEC2,mim2gene,OMIM:309530
HP:0002060,abnormal cerebral morphology,MTRFR,mim2gene,OMIM:615035
HP:0002060,abnormal cerebral morphology,SLC39A8,mim2gene,OMIM:616721
HP:0002060,abnormal cerebral morphology,GRIN2B,mim2gene,OMIM:613970
HP:0002060,abnormal cerebral morphology,OTUD6B,mim2gene,OMIM:617452
HP:0002060,abnormal cerebral morphology,TUFM,mim2gene,OMIM:610678
HP:0002060,abnormal cerebral morphology,FGF13,mim2gene,OMIM:301058
HP:0002060,abnormal cerebral morphology,SLC35C1,mim2gene,OMIM:266265
HP:0002060,abnormal cerebral morphology,ZNF699,mim2gene,OMIM:619488
HP:0002060,abnormal cerebral morphology,NANS,mim2gene,OMIM:610442
HP:0002060,abnormal cerebral morphology,RAC1,mim2gene,OMIM:617751
HP:0002060,abnormal cerebral morphology,TRAIP,mim2gene,OMIM:616777
HP:0002060,abnormal cerebral morphology,HNRNPU,mim2gene,OMIM:617391
HP:0002060,abnormal cerebral morphology,MPO,mim2gene,OMIM:104300
HP:0002060,abnormal cerebral morphology,PPP1R12A,mim2gene,OMIM:618820
HP:0002060,abnormal cerebral morphology,DNA2,mim2gene,OMIM:615807
HP:0002060,abnormal cerebral morphology,PTPN23,mim2gene,OMIM:618890
HP:0002060,abnormal cerebral morphology,CC2D2A,mim2gene,OMIM:619111
HP:0002060,abnormal cerebral morphology,VLDLR,mim2gene,OMIM:224050
HP:0002060,abnormal cerebral morphology,NACC1,mim2gene,OMIM:617393
HP:0002060,abnormal cerebral morphology,NDUFB11,mim2gene,OMIM:300952
HP:0002060,abnormal cerebral morphology,COG2,mim2gene,OMIM:617395
HP:0002060,abnormal cerebral morphology,SNCA,mim2gene,OMIM:168601
HP:0002060,abnormal cerebral morphology,FKRP,mim2gene,OMIM:613153
HP:0002060,abnormal cerebral morphology,MYH3,mim2gene,OMIM:178110
HP:0002060,abnormal cerebral morphology,ADARB1,mim2gene,OMIM:618862
HP:0002060,abnormal cerebral morphology,SNORD118,mim2gene,OMIM:614561
HP:0002060,abnormal cerebral morphology,MBD5,mim2gene,OMIM:156200
HP:0002060,abnormal cerebral morphology,AKT3,mim2gene,OMIM:615937
HP:0002060,abnormal cerebral morphology,DKC1,mim2gene,OMIM:305000
HP:0002060,abnormal cerebral morphology,MECP2,mim2gene,OMIM:312750
HP:0002060,abnormal cerebral morphology,KAT6B,mim2gene,OMIM:606170
HP:0002060,abnormal cerebral morphology,AIMP1,mim2gene,OMIM:260600
HP:0002060,abnormal cerebral morphology,DGUOK,mim2gene,OMIM:251880
HP:0002060,abnormal cerebral morphology,D2HGDH,mim2gene,OMIM:600721
HP:0002060,abnormal cerebral morphology,MAF,mim2gene,OMIM:601088
HP:0002060,abnormal cerebral morphology,ESS2,mim2gene,OMIM:192430
HP:0002060,abnormal cerebral morphology,MFF,mim2gene,OMIM:617086
HP:0002060,abnormal cerebral morphology,ASL,mim2gene,OMIM:207900
HP:0002060,abnormal cerebral morphology,CTU2,mim2gene,OMIM:618142
HP:0002060,abnormal cerebral morphology,CRIPT,mim2gene,OMIM:615789
HP:0002060,abnormal cerebral morphology,PRUNE1,mim2gene,OMIM:617481
HP:0002060,abnormal cerebral morphology,FAT4,mim2gene,OMIM:615546
HP:0002060,abnormal cerebral morphology,L1CAM,mim2gene,OMIM:303350
HP:0002060,abnormal cerebral morphology,B3GALNT2,mim2gene,OMIM:615181
HP:0002060,abnormal cerebral morphology,GBA,mim2gene,OMIM:608013
HP:0002060,abnormal cerebral morphology,AIFM1,mim2gene,OMIM:300816
HP:0002060,abnormal cerebral morphology,CCL2,mim2gene,OMIM:182940
HP:0002060,abnormal cerebral morphology,KAT6B,mim2gene,OMIM:603736
HP:0002060,abnormal cerebral morphology,EIF2B2,mim2gene,OMIM:603896
HP:0002060,abnormal cerebral morphology,GNAQ,mim2gene,OMIM:185300
HP:0002060,abnormal cerebral morphology,GRM7,mim2gene,OMIM:618922
HP:0002060,abnormal cerebral morphology,NSF,mim2gene,OMIM:619340
HP:0002060,abnormal cerebral morphology,ADSL,mim2gene,OMIM:103050
HP:0002060,abnormal cerebral morphology,PCGF2,mim2gene,OMIM:618371
HP:0002060,abnormal cerebral morphology,SMC3,mim2gene,OMIM:610759
HP:0002060,abnormal cerebral morphology,FANCI,mim2gene,OMIM:609053
HP:0002060,abnormal cerebral morphology,RAB3GAP1,mim2gene,OMIM:600118
HP:0002060,abnormal cerebral morphology,WDFY3,mim2gene,OMIM:617520
HP:0002060,abnormal cerebral morphology,IFT52,mim2gene,OMIM:617102
HP:0002060,abnormal cerebral morphology,SMPD4,mim2gene,OMIM:618622
HP:0002060,abnormal cerebral morphology,LINS1,mim2gene,OMIM:614340
HP:0002060,abnormal cerebral morphology,GM2A,mim2gene,OMIM:272750
HP:0002060,abnormal cerebral morphology,VPS13C,mim2gene,OMIM:616840
HP:0002060,abnormal cerebral morphology,GMPPB,mim2gene,OMIM:615351
HP:0002060,abnormal cerebral morphology,DDX59,mim2gene,OMIM:174300
HP:0002060,abnormal cerebral morphology,FGFR1,mim2gene,OMIM:147950
HP:0002060,abnormal cerebral morphology,NRAS,mim2gene,OMIM:163200
HP:0002060,abnormal cerebral morphology,SMARCB1,mim2gene,OMIM:614608
HP:0002060,abnormal cerebral morphology,MYO18B,mim2gene,OMIM:616549
HP:0002060,abnormal cerebral morphology,REN,mim2gene,OMIM:267430
HP:0002060,abnormal cerebral morphology,DPYSL5,mim2gene,OMIM:619435
HP:0002060,abnormal cerebral morphology,TMEM70,mim2gene,OMIM:614052
HP:0002060,abnormal cerebral morphology,EXOC7,mim2gene,OMIM:619072
HP:0002060,abnormal cerebral morphology,HSPA9,mim2gene,OMIM:616854
HP:0002060,abnormal cerebral morphology,GABRB2,mim2gene,OMIM:617829
HP:0002060,abnormal cerebral morphology,RAD50,mim2gene,OMIM:613078
HP:0002060,abnormal cerebral morphology,STAMBP,mim2gene,OMIM:614261
HP:0002060,abnormal cerebral morphology,RELN,mim2gene,OMIM:257320
HP:0002060,abnormal cerebral morphology,GRIN1,mim2gene,OMIM:617820
HP:0002060,abnormal cerebral morphology,EPRS1,mim2gene,OMIM:617951
HP:0002060,abnormal cerebral morphology,PEX7,mim2gene,OMIM:215100
HP:0002060,abnormal cerebral morphology,CHCHD10,mim2gene,OMIM:615911
HP:0002060,abnormal cerebral morphology,PUS7,mim2gene,OMIM:618342
HP:0002060,abnormal cerebral morphology,NEXMIF,mim2gene,OMIM:300912
HP:0002060,abnormal cerebral morphology,TUBG1,mim2gene,OMIM:615412
HP:0002060,abnormal cerebral morphology,EIF2AK3,mim2gene,OMIM:226980
HP:0002060,abnormal cerebral morphology,SLC20A2,mim2gene,OMIM:213600
HP:0002060,abnormal cerebral morphology,CSGALNACT1,mim2gene,OMIM:618870
HP:0002060,abnormal cerebral morphology,NPRL3,mim2gene,OMIM:617118
HP:0002060,abnormal cerebral morphology,TM4SF20,mim2gene,OMIM:615432
HP:0002060,abnormal cerebral morphology,ARF1,mim2gene,OMIM:618185
HP:0002060,abnormal cerebral morphology,ERLIN2,mim2gene,OMIM:611225
HP:0002060,abnormal cerebral morphology,PRKDC,mim2gene,OMIM:615966
HP:0002060,abnormal cerebral morphology,RPL10,mim2gene,OMIM:300998
HP:0002060,abnormal cerebral morphology,SQSTM1,mim2gene,OMIM:616437
HP:0002060,abnormal cerebral morphology,DGUOK,mim2gene,OMIM:617070
HP:0002060,abnormal cerebral morphology,LARGE1,mim2gene,OMIM:236670
HP:0002060,abnormal cerebral morphology,KAT6A,mim2gene,OMIM:616268
HP:0002060,abnormal cerebral morphology,NDUFA11,mim2gene,OMIM:618236
HP:0002060,abnormal cerebral morphology,SIN3A,mim2gene,OMIM:613406
HP:0002060,abnormal cerebral morphology,LIPT1,mim2gene,OMIM:616299
HP:0002060,abnormal cerebral morphology,NUP107,mim2gene,OMIM:618348
HP:0002060,abnormal cerebral morphology,PARS2,mim2gene,OMIM:618437
HP:0002060,abnormal cerebral morphology,GNPAT,mim2gene,OMIM:222765
HP:0002060,abnormal cerebral morphology,LYRM7,mim2gene,OMIM:615838
HP:0002060,abnormal cerebral morphology,TRAK1,mim2gene,OMIM:618201
HP:0002060,abnormal cerebral morphology,MPC1,mim2gene,OMIM:614741
HP:0002060,abnormal cerebral morphology,NUP214,mim2gene,OMIM:618426
HP:0002060,abnormal cerebral morphology,KARS1,mim2gene,OMIM:619196
HP:0002060,abnormal cerebral morphology,PLP1,mim2gene,OMIM:312080
HP:0002060,abnormal cerebral morphology,CIT,mim2gene,OMIM:617090
HP:0002060,abnormal cerebral morphology,AGT,mim2gene,OMIM:267430
HP:0002060,abnormal cerebral morphology,EIF2B3,mim2gene,OMIM:603896
HP:0002060,abnormal cerebral morphology,ABCA7,mim2gene,OMIM:608907
HP:0002060,abnormal cerebral morphology,PDHB,mim2gene,OMIM:614111
HP:0002060,abnormal cerebral morphology,RAC3,mim2gene,OMIM:618577
HP:0002060,abnormal cerebral morphology,MARS2,mim2gene,OMIM:611390
HP:0002060,abnormal cerebral morphology,NSDHL,mim2gene,OMIM:300831
HP:0002060,abnormal cerebral morphology,ADH5,mim2gene,OMIM:619151
HP:0002060,abnormal cerebral morphology,VPS13A,mim2gene,OMIM:200150
HP:0002060,abnormal cerebral morphology,FUCA1,mim2gene,OMIM:230000
HP:0002060,abnormal cerebral morphology,PTCH1,mim2gene,OMIM:109400
HP:0002060,abnormal cerebral morphology,CD96,mim2gene,OMIM:211750
HP:0002060,abnormal cerebral morphology,IGF1R,mim2gene,OMIM:270450
HP:0002060,abnormal cerebral morphology,DYM,mim2gene,OMIM:223800
HP:0002060,abnormal cerebral morphology,NBN,mim2gene,OMIM:251260
HP:0002060,abnormal cerebral morphology,PNPO,mim2gene,OMIM:610090
HP:0002060,abnormal cerebral morphology,MECP2,mim2gene,OMIM:300260
HP:0002060,abnormal cerebral morphology,GAD1,mim2gene,OMIM:619124
HP:0002060,abnormal cerebral morphology,SPATA5,mim2gene,OMIM:616577
HP:0002060,abnormal cerebral morphology,ERCC8,mim2gene,OMIM:216400
HP:0002060,abnormal cerebral morphology,MAPK1,mim2gene,OMIM:619087
HP:0002060,abnormal cerebral morphology,TRIO,mim2gene,OMIM:617061
HP:0002060,abnormal cerebral morphology,GALNT2,mim2gene,OMIM:618885
HP:0002060,abnormal cerebral morphology,TUBB,mim2gene,OMIM:615771
HP:0002060,abnormal cerebral morphology,CEP120,mim2gene,OMIM:617761
HP:0002060,abnormal cerebral morphology,DOCK7,mim2gene,OMIM:615859
HP:0002060,abnormal cerebral morphology,COPB2,mim2gene,OMIM:617800
HP:0002060,abnormal cerebral morphology,CLP 1,mim2gene,OMIM:615803
HP:0002060,abnormal cerebral morphology,DENND5A,mim2gene,OMIM:617281
HP:0002060,abnormal cerebral morphology,CSF1R,mim2gene,OMIM:618476
HP:0002060,abnormal cerebral morphology,AGTPBP1,mim2gene,OMIM:618276
HP:0002060,abnormal cerebral morphology,YARS1,mim2gene,OMIM:619418
HP:0002060,abnormal cerebral morphology,ARID1A,mim2gene,OMIM:614607
HP:0002060,abnormal cerebral morphology,ACADM,mim2gene,OMIM:201450
HP:0002060,abnormal cerebral morphology,ADH1C,mim2gene,OMIM:168600
HP:0002060,abnormal cerebral morphology,EMC1,mim2gene,OMIM:616875
HP:0002060,abnormal cerebral morphology,TRIO,mim2gene,OMIM:618825
HP:0002060,abnormal cerebral morphology,RNU4ATAC,mim2gene,OMIM:210710
HP:0002060,abnormal cerebral morphology,COL4A1,mim2gene,OMIM:611773
HP:0002060,abnormal cerebral morphology,MTR,mim2gene,OMIM:250940
HP:0002060,abnormal cerebral morphology,RUSC2,mim2gene,OMIM:617773
HP:0002060,abnormal cerebral morphology,XRCC4,mim2gene,OMIM:616541
HP:0002060,abnormal cerebral morphology,UFC1,mim2gene,OMIM:618076
HP:0002060,abnormal cerebral morphology,DLAT,mim2gene,OMIM:245348
HP:0002060,abnormal cerebral morphology,TRAF7,mim2gene,OMIM:618164
HP:0002060,abnormal cerebral morphology,SERPINI1,mim2gene,OMIM:604218
HP:0002060,abnormal cerebral morphology,STAG1,mim2gene,OMIM:617635
HP:0002060,abnormal cerebral morphology,SMO,mim2gene,OMIM:601707
HP:0002060,abnormal cerebral morphology,DDHD2,mim2gene,OMIM:615033
HP:0002060,abnormal cerebral morphology,FDFT1,mim2gene,OMIM:618156
HP:0002060,abnormal cerebral morphology,ROGDI,mim2gene,OMIM:226750
HP:0002060,abnormal cerebral morphology,KIDINS220,mim2gene,OMIM:619501
HP:0002060,abnormal cerebral morphology,EIF2B5,mim2gene,OMIM:603896
HP:0002060,abnormal cerebral morphology,FBXO11,mim2gene,OMIM:618089
HP:0002060,abnormal cerebral morphology,CACNA1E,mim2gene,OMIM:618285
HP:0002060,abnormal cerebral morphology,ATR,mim2gene,OMIM:210600
HP:0002060,abnormal cerebral morphology,SPECC1L,mim2gene,OMIM:145410
HP:0002060,abnormal cerebral morphology,HECW2,mim2gene,OMIM:617268
HP:0002060,abnormal cerebral morphology,INPP5E,mim2gene,OMIM:213300
HP:0002060,abnormal cerebral morphology,IFT74,mim2gene,OMIM:617119
HP:0002060,abnormal cerebral morphology,PAFAH1B1,mim2gene,OMIM:607432
HP:0002060,abnormal cerebral morphology,VANGL2,mim2gene,OMIM:182940
HP:0002060,abnormal cerebral morphology,UQCRC1,mim2gene,OMIM:619279
HP:0002060,abnormal cerebral morphology,ACOX1,mim2gene,OMIM:618960
HP:0002060,abnormal cerebral morphology,TRAPPC12,mim2gene,OMIM:617669
HP:0002060,abnormal cerebral morphology,TBC1D24,mim2gene,OMIM:220500
HP:0002060,abnormal cerebral morphology,DNM1,mim2gene,OMIM:616346
HP:0002060,abnormal cerebral morphology,NCAPD2,mim2gene,OMIM:617983
HP:0002060,abnormal cerebral morphology,CDK10,mim2gene,OMIM:617694
HP:0002060,abnormal cerebral morphology,NTRK2,mim2gene,OMIM:617830
HP:0002060,abnormal cerebral morphology,TAPT1,mim2gene,OMIM:616897
HP:0002060,abnormal cerebral morphology,GABRA2,mim2gene,OMIM:618557
HP:0002060,abnormal cerebral morphology,CTC1,mim2gene,OMIM:612199
HP:0002060,abnormal cerebral morphology,SEPSECS,mim2gene,OMIM:613811
HP:0002060,abnormal cerebral morphology,SUFU,mim2gene,OMIM:109400
HP:0002060,abnormal cerebral morphology,RTEL1,mim2gene,OMIM:615190
HP:0002060,abnormal cerebral morphology,DALRD3,mim2gene,OMIM:618910
HP:0002060,abnormal cerebral morphology,DEPDC5,mim2gene,OMIM:604364
HP:0002060,abnormal cerebral morphology,LARGE1,mim2gene,OMIM:608840
HP:0002060,abnormal cerebral morphology,GJB1,mim2gene,OMIM:302800
HP:0002060,abnormal cerebral morphology,SMARCA4,mim2gene,OMIM:614609
HP:0002060,abnormal cerebral morphology,FRMD4A,mim2gene,OMIM:616819
HP:0002060,abnormal cerebral morphology,LRP5,mim2gene,OMIM:259770
HP:0002060,abnormal cerebral morphology,KDM6A,mim2gene,OMIM:300867
HP:0002060,abnormal cerebral morphology,KDM1A,mim2gene,OMIM:616728
HP:0002060,abnormal cerebral morphology,DSTYK,mim2gene,OMIM:270750
HP:0002060,abnormal cerebral morphology,COL4A1,mim2gene,OMIM:175780
HP:0002060,abnormal cerebral morphology,MAG,mim2gene,OMIM:616680
HP:0002060,abnormal cerebral morphology,DHCR24,mim2gene,OMIM:602398
HP:0002060,abnormal cerebral morphology,RHOBTB2,mim2gene,OMIM:618004
HP:0002060,abnormal cerebral morphology,ZMIZ1,mim2gene,OMIM:618659
HP:0002060,abnormal cerebral morphology,ZFYVE26,mim2gene,OMIM:270700
HP:0002060,abnormal cerebral morphology,POLG2,mim2gene,OMIM:619425
HP:0002060,abnormal cerebral morphology,ACSL4,mim2gene,OMIM:300387
HP:0002060,abnormal cerebral morphology,NCAPH,mim2gene,OMIM:617985
HP:0002060,abnormal cerebral morphology,AGA,mim2gene,OMIM:208400
HP:0002060,abnormal cerebral morphology,SH3PXD2B,mim2gene,OMIM:249420
HP:0002060,abnormal cerebral morphology,MEIS2,mim2gene,OMIM:600987
HP:0002060,abnormal cerebral morphology,FRMPD4,mim2gene,OMIM:300983
HP:0002060,abnormal cerebral morphology,TBCE,mim2gene,OMIM:241410
HP:0002060,abnormal cerebral morphology,BCKDHB,mim2gene,OMIM:248600
HP:0002060,abnormal cerebral morphology,PAK1,mim2gene,OMIM:618158
HP:0002060,abnormal cerebral morphology,EXOSC8,mim2gene,OMIM:616081
HP:0002060,abnormal cerebral morphology,CLPB,mim2gene,OMIM:616271
HP:0002060,abnormal cerebral morphology,IARS1,mim2gene,OMIM:617093
HP:0002060,abnormal cerebral morphology,PEX19,mim2gene,OMIM:614886
HP:0002060,abnormal cerebral morphology,PDGFB,mim2gene,OMIM:213600
HP:0002060,abnormal cerebral morphology,COQ9,mim2gene,OMIM:614654
HP:0002060,abnormal cerebral morphology,BRAT1,mim2gene,OMIM:614498
HP:0002060,abnormal cerebral morphology,CA2,mim2gene,OMIM:259730
HP:0002060,abnormal cerebral morphology,CRPPA,mim2gene,OMIM:614643
HP:0002060,abnormal cerebral morphology,ORC1,mim2gene,OMIM:224690
HP:0002060,abnormal cerebral morphology,MED12,mim2gene,OMIM:309520
HP:0002060,abnormal cerebral morphology,EPG5,mim2gene,OMIM:242840
HP:0002060,abnormal cerebral morphology,TLK2,mim2gene,OMIM:618050
HP:0002060,abnormal cerebral morphology,MYL9,mim2gene,OMIM:619365
HP:0002060,abnormal cerebral morphology,DNM1L,mim2gene,OMIM:614388
HP:0002060,abnormal cerebral morphology,UBR1,mim2gene,OMIM:243800
HP:0002060,abnormal cerebral morphology,GRIA2,mim2gene,OMIM:618917
HP:0002060,abnormal cerebral morphology,SRD5A3,mim2gene,OMIM:612379
HP:0002060,abnormal cerebral morphology,MTRR,mim2gene,OMIM:236270
HP:0002060,abnormal cerebral morphology,MLYCD,mim2gene,OMIM:248360
HP:0002060,abnormal cerebral morphology,GEMIN4,mim2gene,OMIM:617913
HP:0002060,abnormal cerebral morphology,MKS1,mim2gene,OMIM:249000
HP:0002060,abnormal cerebral morphology,SHROOM4,mim2gene,OMIM:300434
HP:0002060,abnormal cerebral morphology,DNMT1,mim2gene,OMIM:614116
HP:0002060,abnormal cerebral morphology,FTL,mim2gene,OMIM:606159
HP:0002060,abnormal cerebral morphology,CENPE,mim2gene,OMIM:616051
HP:0002060,abnormal cerebral morphology,ACADSB,mim2gene,OMIM:610006
HP:0002060,abnormal cerebral morphology,PANK2,mim2gene,OMIM:607236
HP:0002060,abnormal cerebral morphology,PAK3,mim2gene,OMIM:300558
HP:0002060,abnormal cerebral morphology,PDYN,mim2gene,OMIM:610245
HP:0002060,abnormal cerebral morphology,APOE,mim2gene,OMIM:607822
HP:0002060,abnormal cerebral morphology,PLAU,mim2gene,OMIM:104300
HP:0002060,abnormal cerebral morphology,SDHD,mim2gene,OMIM:619167
HP:0002060,abnormal cerebral morphology,GTF2E2,mim2gene,OMIM:616943
HP:0002060,abnormal cerebral morphology,SMARCE1,mim2gene,OMIM:616938
HP:0002060,abnormal cerebral morphology,MGAT2,mim2gene,OMIM:212066
HP:0002060,abnormal cerebral morphology,VPS41,mim2gene,OMIM:619389
HP:0002060,abnormal cerebral morphology,EXOC8,mim2gene,OMIM:619076
HP:0002060,abnormal cerebral morphology,NFIA,mim2gene,OMIM:613735
HP:0002060,abnormal cerebral morphology,ATPAF2,mim2gene,OMIM:604273
HP:0002060,abnormal cerebral morphology,ATXN2,mim2gene,OMIM:168600
HP:0002060,abnormal cerebral morphology,CCBE1,mim2gene,OMIM:235510
HP:0002060,abnormal cerebral morphology,KCNQ2,mim2gene,OMIM:613720
HP:0002060,abnormal cerebral morphology,PTCD3,mim2gene,OMIM:619057
HP:0002060,abnormal cerebral morphology,FGF12,mim2gene,OMIM:617166
HP:0002060,abnormal cerebral morphology,SNIP1,mim2gene,OMIM:614501
HP:0002060,abnormal cerebral morphology,SMC1A,mim2gene,OMIM:300590
HP:0002060,abnormal cerebral morphology,AP1S2,mim2gene,OMIM:304340
HP:0002060,abnormal cerebral morphology,ALDH18A1,mim2gene,OMIM:616603
HP:0002060,abnormal cerebral morphology,SPR,mim2gene,OMIM:612716
HP:0002060,abnormal cerebral morphology,KMT2D,mim2gene,OMIM:147920
HP:0002060,abnormal cerebral morphology,SASS6,mim2gene,OMIM:616402
HP:0002060,abnormal cerebral morphology,SIX3,mim2gene,OMIM:157170
HP:0002060,abnormal cerebral morphology,FLCN,mim2gene,OMIM:610883
HP:0002060,abnormal cerebral morphology,ATP6V1A,mim2gene,OMIM:618012
HP:0002060,abnormal cerebral morphology,TIMM50,mim2gene,OMIM:617698
HP:0002060,abnormal cerebral morphology,CNNM2,mim2gene,OMIM:616418
HP:0002060,abnormal cerebral morphology,IFIH1,mim2gene,OMIM:615846
HP:0002060,abnormal cerebral morphology,PSAP,mim2gene,OMIM:249900
HP:0002060,abnormal cerebral morphology,SLC2A1,mim2gene,OMIM:608885
HP:0002060,abnormal cerebral morphology,HLA-DQA1,mim2gene,OMIM:212750
HP:0002060,abnormal cerebral morphology,SDHA,mim2gene,OMIM:252011
HP:0002060,abnormal cerebral morphology,CNP,mim2gene,OMIM:619071
HP:0002060,abnormal cerebral morphology,KIDINS220,mim2gene,OMIM:617296
HP:0002060,abnormal cerebral morphology,NDUFC2,mim2gene,OMIM:619170
HP:0002060,abnormal cerebral morphology,COL3A1,mim2gene,OMIM:618343
HP:0002060,abnormal cerebral morphology,FA2H,mim2gene,OMIM:612319
HP:0002060,abnormal cerebral morphology,ERCC1,mim2gene,OMIM:610758
HP:0002060,abnormal cerebral morphology,HERC1,mim2gene,OMIM:617011
HP:0002060,abnormal cerebral morphology,RPIA,mim2gene,OMIM:608611
HP:0002060,abnormal cerebral morphology,FANCD2,mim2gene,OMIM:227646
HP:0002060,abnormal cerebral morphology,GLI2,mim2gene,OMIM:610829
HP:0002060,abnormal cerebral morphology,SMARCA2,mim2gene,OMIM:601358
HP:0002060,abnormal cerebral morphology,CERT1,mim2gene,OMIM:616351
HP:0002060,abnormal cerebral morphology,CPLX1,mim2gene,OMIM:194190
HP:0002060,abnormal cerebral morphology,GATA3,mim2gene,OMIM:146255
HP:0002060,abnormal cerebral morphology,EMG1,mim2gene,OMIM:211180
HP:0002060,abnormal cerebral morphology,B3GLCT,mim2gene,OMIM:261540
