gene_short_name,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
CACNA1B,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",14,7.55359E-07,,,
CACNA1C,HP:0012759,1,6.51199E-06,,,
CACNA1D,"HP:0002011, HP:0012443, HP:0012639, HP:0012759, HP:0100659",5,0.006829342,,,
CACNA1E,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0007371, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0012762, HP:0100547",17,4.9269E-10,,,
CACNA1F,,,,5.89398E-07,,
CACNA1G,"HP:0001272, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002334, HP:0002363, HP:0002500, HP:0002977, HP:0006855, HP:0007360, HP:0007364, HP:0007366, HP:0007367, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",20,0.000904501,,,
CACNA1I,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100547",23,0.006749255,,,
CACNA2D1,,,0.000242854,,,
CACNA2D2,"HP:0001272, HP:0001317, HP:0002011, HP:0002334, HP:0006855, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",10,0.004320251,,"carbamazepine, floxuridine",
CACNA2D4,,,,6.41438E-07,,
CACNB1,,,2.55639E-05,,,
CACNB2,,,0.003012288,,,
CACNB4,HP:0006919,1,1.75946E-09,,,
CACNG2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100547",23,2.63001E-07,,,
CACNG3,,,0.000195804,,,
CACNG4,,,1.89231E-06,,,
CACNG6,,,,2.49964E-05,,
CACNG7,,,5.72025E-10,,,
CACNG8,,,4.48444E-11,,,
CACTIN,,,,4.36008E-05,,
CAD,"HP:0002011, HP:0007367, HP:0012443, HP:0012444, HP:0012639, HP:0012759",6,,4.33649E-07,,
CADM1,,,0.004102739,,"caffeine, dexamethasone, fumonisin-b1, haloperidol, hexachlorophene, primidone, vidarabine",
CADM2,,,5.15009E-08,,,
CADM3,"HP:0012639, HP:0012759",2,4.3897E-09,,,
CADM4,,,3.28408E-08,,,
CADPS,,,1.90957E-06,,,
CAGE1,,,,0.000317391,,
CALB1,,,0.000913357,,,
CALB2,,,0.03077871,,,
CALCA,,,,2.26021E-07,,"aspirin, busulfan, lonidamine, tianeptine"
CALCOCO1,,,,1.40815E-06,,
CALCOCO2,,,,2.18506E-08,,
CALCR,,,,0.000954615,,
CALHM2,,,,6.00073E-05,,
CALM3,,,,0.000268569,,"phensuximide, TTNPB"
CALML3,,,,0.000237993,,"corynanthine, menadione"
CALML4,,,,1.1993E-05,,
CALML6,,,,6.18998E-07,,
CALN1,,,0.00163951,,,
CALU,,,,1.03548E-05,,
CALY,,,0.000334794,,,
CAMK2A,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100547",23,0.014895398,,,
CAMK2B,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100547",23,3.44369E-05,,,
CAMK2D,,,0.023924209,,,
CAMK2N1,,,0.025888031,,"acebutolol, fenoterol, floxuridine, ketoprofen, lonidamine, trimethadione",
CAMK2N2,,,3.68998E-05,,,
CAMK4,,,2.12271E-05,,,
CAMKK1,,,0.033791078,,,
CAMKV,,,3.1732E-06,,,
CAMP,,,,0.000175604,,
CAMSAP1,,,4.47987E-06,,,
CAMSAP2,,,1.40464E-12,,,
CAMSAP3,,,0.004282573,,,
CAMTA1,"HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002538, HP:0002977, HP:0006919, HP:0007112, HP:0007343, HP:0007360, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0025100, HP:0025517, HP:0100547, HP:0410170",24,6.4058E-07,,,
CAP2,,,0.022080262,,"metrifonate, parbendazole",
CAPG,,,,2.45842E-06,,sulfadiazine
CAPN1,HP:0012639,1,,0.000573223,,bupivacaine
CAPN11,,,,3.2342E-07,,
CAPN12,,,,0.000181655,,
CAPN15,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,0.000861884,,
CAPN3,HP:0012639,1,,6.92688E-07,,trimethadione
CAPN6,,,,1.04592E-25,,etoposide
CAPN8,,,,9.03193E-09,,
CAPN9,,,,3.09795E-09,,
CAPNS1,,,,1.83534E-05,,
CAPS,,,,3.17119E-05,,
CAPS2,,,0.005189833,,,
CAPZA1,,,,0.000329932,,
CARD10,,,,0.000452177,,lynestrenol
CARD11,,,,0.000285909,,
CARD16,,,,9.972E-08,,
CARD17,,,,5.02561E-05,,
CARD6,,,,0.000334939,,
CARD9,"HP:0002011, HP:0012639",2,,0.000367316,,
CARNS1,,,,5.72606E-11,,
CARTPT,,,,0.000696671,,
CASC10,,,,1.23527E-06,,
CASC4,,,1.76645E-05,,,
CASD1,,,0.000807499,,,
CASK,"HP:0001272, HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002363, HP:0002365, HP:0002500, HP:0002506, HP:0002538, HP:0002977, HP:0006919, HP:0007360, HP:0007361, HP:0007362, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",33,3.95277E-05,,,
CASKIN1,,,2.21914E-05,,,
CASP1,,,,6.89155E-06,,
CASP10,,,,0.000495525,,"etretinate, floxuridine, nicotine, propranolol, prostaglandin-e1, teniposide"
CASP14,,,,0.000468189,,
CASP16,,,,1.04329E-11,,
CASP2,,,,0.00047268,,"clomipramine, ethotoin, ribavirin, vidarabine, vinblastine"
CASP4,,,,6.01109E-06,,
CASP6,,,,0.000179041,,
CASP7,,,,7.73543E-06,,
CASP8,,,,1.62689E-06,,acyclovir
CASP9,,,,1.19624E-07,,
CASQ1,,,,5.53647E-07,,
CASQ2,,,,5.74661E-09,,
CASR,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0100547",5,,5.43273E-10,,
CAST,,,,5.64935E-06,,"cyclophosphamide, depomedrol, exemestane"
CASZ1,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,,1.10036E-11,,
CAT,,,,1.86028E-06,,
CATSPER1,,,,1.84018E-06,,
CATSPER2,,,0.004383809,,,
CATSPERG,,,0.001359745,,,
CAV1,HP:0012759,1,,5.50329E-05,,"acyclovir, caffeine, chloramphenicol, chlordiazepoxide, methotrexate, thalidomide"
CAV2,,,,0.000104254,,"BRD-A66861218, chloramphenicol, isoxsuprine"
CBL,HP:0012759,1,0.016009608,,,
CBLC,,,,2.60483E-05,,
CBLN1,,,6.53872E-06,,,
CBLN2,,,0.03001932,,,
CBLN3,,,,9.1605E-07,,
CBR1,,,,6.84186E-05,,
CBS,"HP:0002011, HP:0012443, HP:0012639, HP:0012759, HP:0100659",5,0.000452836,,,
CBWD5,,,0.005961174,,,
CBWD6,,,0.000779699,,,
CBX6,,,,7.15717E-07,,
CC2D1A,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007375, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,0.000810263,,,
CC2D1B,,,,1.55452E-07,,
CC2D2A,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002418, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",22,0.00866677,,,
CC2D2B,,,0.035151618,,,
CCAR1,,,,1.01901E-06,,
CCDC102A,,,,1.14803E-05,,
CCDC103,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,4.04573E-05,,
CCDC107,,,,0.00062935,,
CCDC112,,,7.62261E-07,,,
CCDC115,HP:0012759,1,,0.000236602,,
CCDC116,,,,0.000327117,,
CCDC117,,,,1.2674E-06,,
CCDC12,,,,2.3772E-07,,
CCDC121,,,,2.95556E-05,,
CCDC124,,,,0.000130051,,
CCDC126,,,0.016323016,,,
CCDC132,,,0.004004157,,,
CCDC136,,,2.05877E-05,,,
CCDC137,,,,2.34753E-05,,
CCDC138,,,0.004169085,,,
CCDC140,,,0.000198549,,,
CCDC141,"HP:0002011, HP:0010662, HP:0012443, HP:0012503, HP:0012639, HP:0100547",6,,0.000838798,,
CCDC144A,,,0.00010106,,,
CCDC144NL,,,0.012034309,,,
CCDC147,,,,0.000623222,,
CCDC148,,,0.000676005,,,
CCDC153,,,,5.25788E-06,,
CCDC159,,,,0.000216964,,
CCDC160,,,0.02751685,,,
CCDC163P,,,,2.03834E-06,,
CCDC17,,,,2.43169E-07,,
CCDC172,,,,0.000164801,,
CCDC174,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",14,,6.46903E-07,,
CCDC175,,,1.25516E-05,,,
CCDC180,,,1.59085E-05,,,
CCDC22,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002118, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",15,,0.000826826,,
CCDC25,,,,1.24201E-05,,
CCDC27,,,,3.91534E-07,,
CCDC28A,,,,3.29515E-08,,
CCDC28B,HP:0012759,1,,0.000551005,,
CCDC3,,,0.009295665,,,
CCDC30,,,0.001481143,,,
CCDC33,,,,1.66976E-05,,
CCDC34,,,,1.05832E-06,,
CCDC37,,,0.001545765,,,
CCDC38,,,,2.47366E-05,,
CCDC40,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,0.007967531,,,
CCDC43,,,,7.13925E-07,,
CCDC51,,,,0.000726326,,
CCDC59,,,,3.16866E-07,,
CCDC60,,,,1.58604E-06,,
CCDC62,,,0.008681491,,,
CCDC63,,,,1.25491E-06,,
CCDC64B,,,,7.31059E-12,,
CCDC65,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,0.003486864,,,
CCDC68,,,,2.3774E-08,,
CCDC69,,,,1.83915E-08,,
CCDC7,,,0.000571975,,,
CCDC71,,,,2.08436E-06,,
CCDC77,,,0.036050466,,,
CCDC8,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0100547, HP:0100659",8,,3.54073E-07,,
CCDC80,,,,0.000870154,,
CCDC82,,,6.16024E-06,,,
CCDC83,,,,0.00033174,,
CCDC85B,,,,0.000275006,,"mephenytoin, thalidomide"
CCDC86,,,,5.38386E-06,,"benzo(a)pyrene, epinephrine, estradiol-benzoate, ketoprofen, phenytoin"
CCDC88A,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",18,2.25991E-11,,,
CCDC88B,,,,0.000160198,,
CCDC89,,,,3.16342E-05,,
CCDC9,,,,1.06266E-06,,
CCDC90B,,,0.003916463,,,
CCDC92,,,9.57138E-08,,"carbamazepine, metrifonate",
CCDC94,,,,5.40767E-05,,
CCER1,,,,4.9806E-05,,
CCHCR1,,,,2.61551E-13,,
CCKAR,,,,0.000478272,,
CCL11,,,,2.62494E-08,,
CCL14,,,,5.11278E-14,,
CCL15,,,,2.54678E-09,,
CCL16,,,,2.04263E-09,,
CCL17,,,,2.35118E-07,,
CCL18,,,,5.59628E-10,,
CCL19,,,,9.16896E-06,,"androstenedione, bupivacaine, metronidazole, pyrimethamine, tolmetin, warfarin"
CCL2,"HP:0002011, HP:0002060, HP:0002118, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0010651, HP:0012443, HP:0012639, HP:0100547, HP:0410043",13,,9.04898E-05,,"chlormadinone, idoxuridine, levisoprenaline"
CCL20,,,,8.22845E-06,,"epinephrine, genistein, propranolol"
CCL21,,,,1.37823E-28,,
CCL22,,,,9.33422E-12,,
CCL23,,,,1.30548E-07,,
CCL24,,,,1.74814E-07,,
CCL25,,,,3.46125E-06,,
CCL26,,,,1.10388E-08,,
CCL28,,,,3.48967E-10,,
CCL5,,,,0.000132999,,"doxorubicin, idoxuridine"
CCNA2,,,,1.33597E-05,,"chloramphenicol, flurbiprofen"
CCNB1,,,,3.88957E-06,,"carbamazepine, CD-437, cyclophosphamide, ethinylestradiol, mebendazole"
CCNB1IP1,,,,7.07233E-09,,"cyclopamine, hexachlorophene"
CCNB2,,,,3.63126E-05,,"diethylstilbestrol, etoposide, indometacin, reserpine"
CCND1,"HP:0001317, HP:0002011, HP:0002143, HP:0002176, HP:0009713, HP:0010302, HP:0011282, HP:0011283, HP:0012443, HP:0012639",10,,7.47069E-05,,"bupivacaine, lamotrigine"
CCND3,,,,2.68761E-06,,
CCNDBP1,,,,1.35985E-05,,
CCNE1,,,,1.12186E-09,,
CCNF,"HP:0002011, HP:0002180, HP:0007367, HP:0012639, HP:0012757",5,,3.34811E-06,,"parbendazole, reserpine"
CCNG1,,,,1.604E-05,,
CCNI,,,,0.000183048,,
CCNJ,,,0.000692481,,,
CCNK,HP:0012759,1,,9.33255E-08,,
CCNL1,,,,0.000136919,,
CCNL2,,,,1.39092E-07,,
CCNO,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,7.60526E-05,,
CCNT1,,,,3.91102E-08,,
CCNT2,,,0.012674244,,,
CCP110,,,0.031597437,,,
CCR1,"HP:0002011, HP:0012639, HP:0012759",3,,0.000339429,,
CCR10,,,,0.000106373,,
CCR2,,,,1.01528E-07,,"floxuridine, propylthiouracil"
CCR3,,,,4.09697E-05,,
CCR4,,,,6.43133E-07,,
CCR5,,,,1.8464E-06,,
CCR6,,,,9.27962E-09,,
CCR7,,,,1.2962E-14,,"estradiol-benzoate, hexachlorophene"
CCR9,,,,5.34488E-07,,
CCS,,,,0.000375925,,
CCSAP,,,0.000141804,,,
CCSER1,,,0.000184742,,,
CCSER2,,,4.94388E-06,,,
CCT3,,,,8.58039E-07,,
CCT5,"HP:0002011, HP:0002143, HP:0006827, HP:0007344, HP:0007367, HP:0012639",6,,0.000317027,,
CCT6A,,,,6.22343E-06,,
CCT6B,,,,0.000162495,,
CCT7,,,,0.000281549,,
CCT8,,,,3.43165E-05,,
CCZ1B,,,0.016599307,,,
CD109,"HP:0002011, HP:0012443, HP:0012639, HP:0012703, HP:0012759, HP:0100659",6,,0.000291389,,
CD151,,,,8.37991E-05,,
CD160,,,,0.000146282,,
CD163,,,,0.000409921,,"acebutolol, domperidone, doxorubicin, imipramine, mometasone"
CD164,,,,3.84872E-06,,lidocaine
CD1A,,,,6.49719E-07,,
CD1B,,,,1.21559E-07,,digoxin
CD1C,,,,1.28163E-15,,
CD1D,,,,9.53677E-08,,
CD1E,,,,1.23614E-10,,"digoxin, fenoterol, ochratoxin-a"
CD2,,,,1.92735E-16,,etidronic-acid
CD200,,,0.000555524,,"AM-580, ephedrine, hydrocortisone, metronidazole, mometasone, reserpine",
CD200R1,,,,6.49697E-05,,
CD200R1L,,,,0.000230089,,
CD207,,,,4.08066E-06,,
CD209,,,,8.92159E-11,,exemestane
CD22,,,,1.07592E-08,,
CD244,,,,4.86282E-09,,
CD248,,,,8.51385E-05,,
CD28,,,,9.92562E-07,,
CD2BP2,,,,1.15587E-05,,
CD300E,,,,7.13667E-06,,
CD300LB,,,,2.3514E-06,,
CD300LF,,,,0.00076322,,
CD300LG,,,,2.21114E-06,,
CD302,,,,0.000982335,,
CD33,,,,0.000165819,,
CD34,,,,9.43138E-05,,methyldopa
CD37,,,,0.00028528,,
CD38,,,,8.64048E-07,,"propranolol, solanine"
CD3D,,,,2.68763E-10,,"daunorubicin, propylthiouracil"
CD3E,,,,9.393E-18,,daunorubicin
CD3EAP,,,,1.68583E-07,,
CD3G,,,,9.4733E-12,,
CD4,,,,0.000493341,,
CD40,,,,0.000741196,,"androstenedione, cortisone, haloperidol, ifosfamide, reserpine, sparfloxacin, triamcinolone, zonisamide"
CD40LG,"HP:0002011, HP:0012639",2,,0.000116921,,
CD44,,,,5.9327E-09,,"phensuximide, reserpine, ribavirin, sertaconazole"
CD48,,,,9.77379E-06,,vidarabine
CD5,,,,1.63342E-11,,
CD52,,,,6.12001E-21,,"acetazolamide, cyclopamine, decitabine, etidronic-acid, pseudoephedrine, sertaconazole, zidovudine"
CD55,,,,3.45842E-07,,"estradiol, etretinate, haloperidol, mifepristone"
CD59,"HP:0002011, HP:0012639",2,,0.000866094,,"decitabine, methyldopa, pseudoephedrine"
CD6,,,,8.87419E-07,,
CD63,,,,8.93821E-06,,
CD69,,,,2.39576E-05,,"chlorcyclizine, cyclophosphamide, cyclosporin-a, fluorouracil, nifedipine, thalidomide"
CD7,,,,4.22772E-10,,
CD70,,,,9.29283E-06,,reserpine
CD72,,,,7.35385E-09,,
CD74,,,,4.66041E-07,,"esmolol, flutamide, ibuprofen, vigabatrin"
CD79A,"HP:0002011, HP:0012639",2,,7.16234E-11,,valproic-acid
CD79B,"HP:0002011, HP:0012639",2,,3.70515E-06,,
CD80,,,,8.2116E-09,,
CD8B,,,,0.000189945,,
CD93,,,,0.000627427,,"acyclovir, ethinyl-estradiol, flubendazole, methotrexate, thiotepa, tolbutamide"
CD97,,,,4.31175E-07,,
CD99,,,,0.000551207,,"cyclopamine, daunorubicin, propylthiouracil, ribavirin, vinblastine"
CDA,,,,0.000387196,,mebendazole
CDC16,,,,1.07004E-07,,
CDC20,,,,1.40161E-06,,"alitretinoin, chlorambucil, diazepam, hydrocortisone, mebendazole, primidone, trimethadione, vidarabine, zonisamide"
CDC20B,,,,6.10714E-05,,
CDC25A,,,,1.08299E-06,,
CDC25B,,,,4.81057E-12,,"dexamethasone, isosorbide, lynestrenol, menadione, mepireserpate, mifepristone, progesterone, retinol"
CDC25C,,,,0.000604049,,
CDC26,,,0.032458298,,,
CDC34,,,,0.000297051,,
CDC37,,,,1.68665E-05,,
CDC42,"HP:0001272, HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002334, HP:0002500, HP:0002518, HP:0002538, HP:0002977, HP:0006817, HP:0007033, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",31,,0.000133123,,cycloheximide
CDC42BPA,,,0.036924347,,,
CDC42BPG,,,,1.43716E-13,,
CDC42EP1,,,,0.00039897,,
CDC42EP2,,,,0.000302407,,
CDC42EP5,,,,1.1086E-08,,
CDC5L,,,,7.8262E-05,,
CDC6,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,0.000135679,,
CDCA2,,,,0.000614726,,
CDCA3,,,,1.88955E-06,,
CDCA4,,,,5.16256E-08,,"quercetin, solanine, vincristine"
CDCA5,,,,5.37792E-06,,
CDCA8,,,,0.000174877,,
CDCP1,,,,7.55424E-06,,
CDH1,"HP:0002011, HP:0012639, HP:0012759, HP:0410043",4,,4.6712E-09,,"heliotrine, lidocaine, perphenazine"
CDH10,,,6.59563E-06,,,
CDH11,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,0.004268383,,ethionamide,
CDH12,,,0.000159909,,,
CDH13,,,0.003061826,,,
CDH16,,,,1.44845E-18,,
CDH17,,,,3.64134E-07,,
CDH18,,,9.42344E-06,,,
CDH19,,,,3.54252E-07,,"nifedipine, tianeptine"
CDH2,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0006919, HP:0007364, HP:0007370, HP:0010662, HP:0012286, HP:0012443, HP:0012639, HP:0012703, HP:0012759, HP:0100547",15,3.65093E-09,,"caffeine, chlormadinone, cortisone, diphenhydramine, heliotrine, primidone",
CDH20,,,0.000428524,,,
CDH22,,,0.001106996,,,
CDH4,,,2.43098E-06,,,
CDH5,,,,0.000314572,,tolbutamide
CDH8,,,4.70743E-05,,,
CDH9,,,0.004553659,,,
CDHR4,,,,0.000409809,,
CDHR5,,,,7.39462E-13,,
CDK1,,,,7.94593E-05,,alpha-estradiol
CDK10,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,,3.86702E-06,,
CDK11A,,,,2.9635E-06,,
CDK14,,,0.003196883,,CD-437,
CDK15,,,,0.000310155,,
CDK16,,,,0.000139524,,
CDK19,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",14,0.041377662,,,
CDK2,,,,5.17444E-05,,terbutaline
CDK2AP1,,,,0.000825331,,
CDK2AP2,,,,9.56701E-05,,
CDK3,,,,2.03601E-05,,
CDK4,,,,1.971E-05,,retinol
CDK5R1,,,9.3165E-10,,,
CDK5R2,,,0.001771359,,,
CDK6,"HP:0001273, HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006872, HP:0007333, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",15,,0.000342635,,"dichloroacetic-acid, metronidazole, valproic-acid"
CDK9,,,,7.34605E-05,,
CDKL1,,,0.047040261,,,
CDKL2,,,0.01046151,,,
CDKL3,,,0.00032246,,,
CDKL5,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002506, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",23,0.000103511,,,
CDKN1A,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0100705",5,,7.74857E-06,,doxorubicin
CDKN1B,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0100705",5,,0.00015791,,"mepireserpate, retinol"
CDKN1C,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002118, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012503, HP:0012639, HP:0012759",16,,1.95622E-09,,
CDKN2A,"HP:0002011, HP:0002118, HP:0007376, HP:0012443, HP:0012639, HP:0100705, HP:0100707",7,,0.000792832,,fenoterol
CDKN2AIPNL,,,,7.24552E-07,,
CDKN2C,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0100705",5,,5.22542E-05,,thiotepa
CDKN3,,,,6.6829E-06,,
CDNF,,,,5.57247E-08,,
CDPF1,,,,2.89696E-07,,
CDS2,,,0.000333994,,,
CDT1,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,3.54393E-08,,
CDV3,,,,1.84435E-06,,
CDX1,,,,5.01919E-06,,
CDX2,,,,2.68148E-08,,
CEA,,,,1.70444E-05,,
CEACAM1,,,,8.27608E-21,,"androstenedione, lithocholic-acid, perphenazine, pseudoephedrine, selegiline"
CEACAM16,,,,1.8395E-06,,
CEACAM18,,,,3.3986E-08,,
CEACAM3,,,,5.71378E-06,,
CEACAM5,,,,8.91463E-07,,"estradiol-benzoate, ethotoin, etretinate, lamotrigine, lynestrenol, resveratrol, solanine"
CEACAM6,,,,2.11311E-08,,"androstenedione, betamethasone, cyclosporin-a, daunorubicin, estradiol-benzoate, methotrexate, procarbazine, pseudoephedrine, resveratrol, warfarin"
CEACAM7,,,,4.38177E-08,,"diflorasone, lithocholic-acid"
CEBPA,,,,6.84669E-06,,doxorubicin
CEBPB,,,,9.54948E-07,,nicotine
CEBPD,,,,2.6674E-07,,
CEBPZ,,,,1.475E-05,,chlorpromazine
CECR2,,,0.012402703,,,
CECR6,,,9.6114E-11,,,
CEL,,,,6.68342E-31,,
CELA1,,,,0.000338052,,
CELA2A,,,,1.21384E-08,,
CELA3A,,,,1.17346E-12,,
CELA3B,,,,0.000221075,,
CELF2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",15,1.37188E-08,,,
CELF3,,,0.000175254,,,
CELF4,,,1.62767E-06,,,
CELF5,,,1.56292E-09,,,
CELSR2,,,1.32945E-08,,,
CELSR3,,,1.01273E-05,,,
CEMP1,,,,5.20847E-06,,
CEND1,,,0.000797431,,,
CENPA,,,,0.000258666,,
CENPBD1,,,,3.82303E-06,,
CENPE,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002500, HP:0002538, HP:0002977, HP:0007360, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",17,,0.000182647,,BRD-A66861218
CENPF,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0100547",19,,0.000958359,,
CENPJ,"HP:0001273, HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006872, HP:0007333, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",15,0.016763417,,,
CENPL,,,,0.00012268,,
CENPM,,,,2.85094E-05,,
CENPN,,,,3.13301E-05,,
CENPV,,,0.006639303,,,
CENPW,,,,1.28868E-10,,
CEP112,,,0.000781678,,,
CEP128,,,0.020998263,,,
CEP170,,,7.99892E-09,,hydrocortisone,
