gene_short_name,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
FLNA,"HP:0001317, HP:0001321, HP:0002011, HP:0002118, HP:0002143, HP:0002414, HP:0002977, HP:0007360, HP:0010301, HP:0010651, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100659, HP:0410043",17,,0.00030248,,"aspirin, diethylstilbestrol, fluconazole, mephenytoin, tretinoin"
FLNC,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,0.000646783,,"daunorubicin, nicotine"
FOLR1,"HP:0002011, HP:0002180, HP:0007367, HP:0012639, HP:0012759",5,,0.000389179,,"AM-580, cytochalasin-b, ethinylestradiol, nicotine, vinblastine"
FOXC1,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639",12,,0.000354654,,"diethylstilbestrol, nicotine"
FOXF1,"HP:0001317, HP:0002011, HP:0002118, HP:0002143, HP:0007376, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100561",11,,0.000305544,,"chlorcyclizine, fluconazole, nifedipine"
FOXG1,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",13,0.037866848,,methotrexate,
FUS,"HP:0001317, HP:0002011, HP:0002060, HP:0002062, HP:0002180, HP:0002283, HP:0002314, HP:0002492, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007372, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012757, HP:0012759, HP:0100547, HP:0100705",22,,2.22919E-06,,tretinoin
FUT8,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,8.73325E-05,,"cortisol, progesterone",
GAS1,"HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002118, HP:0002363, HP:0002418, HP:0002500, HP:0002538, HP:0002977, HP:0007361, HP:0007364, HP:0007370, HP:0007375, HP:0010651, HP:0010652, HP:0010653, HP:0010662, HP:0011282, HP:0011283, HP:0011751, HP:0012110, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0040327, HP:0100547, HP:0410043",29,,6.45018E-05,,"androstenedione, azacitidine, dexamethasone, doxorubicin, genistein, isoreserpine, lonidamine, naproxen, perphenazine, phenylbutazone, propylthiouracil, tolmetin, TTNPB"
GATA3,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0100547",5,,5.09115E-07,,diphenhydramine
GATA6,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547, HP:0100659",10,,9.66928E-35,,"busulfan, fenoterol, idoxuridine, phenytoin, warfarin"
GCH1,"HP:0002011, HP:0002060, HP:0002418, HP:0012443, HP:0012639, HP:0012759, HP:0045007, HP:0100547",8,,2.45314E-05,,"acetazolamide, etretinate, flurbiprofen, haloperidol, tolbutamide, warfarin"
GFAP,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,2.07519E-07,,androstenedione,
GJA1,"HP:0001317, HP:0002011, HP:0002060, HP:0002143, HP:0002414, HP:0002500, HP:0002977, HP:0007360, HP:0007364, HP:0010301, HP:0010651, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",18,,0.000638261,,"beclometasone, cortisone, cyclopamine, ethotoin, levisoprenaline"
GLDC,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0006919, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,0.011382287,,progesterone,
GNAS,"HP:0002011, HP:0002060, HP:0002118, HP:0002143, HP:0002176, HP:0007376, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",11,,3.0272E-05,,"aspirin, calcipotriol, chlorambucil, cyproterone, cytarabine, diflorasone, dimethadione, ethinyl-estradiol, ethinylestradiol, etretinate, flurbiprofen, haloperidol, ifosfamide, mebendazole, mitotane, nifedipine, phenylbutazone, primidone, propranolol, pseudoephedrine, tolbutamide, verapamil, zonisamide"
GNB2,"HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002518, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547, HP:0100659",11,,0.000538939,,heliotrine
GNPTAB,"HP:0002011, HP:0002143, HP:0012639, HP:0012759",4,4.68033E-05,,"diethylstilbestrol, mestinon, progesterone",
GPC3,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",21,,7.98934E-06,,"AM-580, cyclophosphamide, ketoprofen, levisoprenaline, methyldopa, naproxen, teniposide"
GRIA2,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",17,1.80176E-09,,"busulfan, cortisol, esmolol, sertaconazole, sulfasalazine, teniposide, thalidomide",
GRN,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006892, HP:0006919, HP:0007112, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012757, HP:0012759, HP:0030047, HP:0100547, HP:0100705, HP:0100707",26,,0.000662337,,domperidone
HADHB,HP:0012759,1,,7.34493E-05,,"chlorcyclizine, cyclosporin-a"
HAL,HP:0012759,1,,3.46666E-08,,"ethionamide, etidronic-acid, isoxsuprine, ochratoxin-a"
HBB,"HP:0002011, HP:0002143, HP:0002176, HP:0012443, HP:0012503, HP:0012639, HP:0100659",7,,8.53192E-07,,"acetazolamide, beclometasone, chlorpromazine, clomipramine, cyclopamine, cyclosporin-a, diazepam, domperidone, indometacin, isosorbide, phensuximide, prednisolone, terbutaline, vinblastine"
HINT1,"HP:0012639, HP:0012759",2,,1.39818E-05,,decitabine
HLA-B,"HP:0002011, HP:0012639, HP:0012759",3,,4.95177E-05,,"domperidone, doxorubicin, naproxen, procarbazine"
HLA-DPA1,"HP:0002011, HP:0012639",2,,2.20614E-08,,ibuprofen
HLA-DPB1,"HP:0002011, HP:0012639",2,,2.54177E-11,,"flutamide, nimodipine"
HLA-DQA1,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0100547",5,,7.16298E-15,,"epinephrine, fluorouracil, haloperidol, phenylbutazone, primidone"
HLA-DQB1,"HP:0001317, HP:0002011, HP:0002060, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0100547",8,,2.64366E-11,,"acebutolol, flutamide, vincristine"
HLA-DRB1,"HP:0002011, HP:0012639",2,,4.38097E-08,,ibuprofen
HPGD,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,6.50827E-06,,"benzo(a)pyrene, CD-437, cycloheximide, dexamethasone, dichloroacetic-acid, ephedrine, estradiol, estradiol-benzoate, ethionamide, etidronic-acid, flecainide, heliotrine, pseudoephedrine, pyrimethamine, retinol, ritodrine, zidovudine"
HPRT1,"HP:0006919, HP:0012759",2,0.008777598,,"dexamethasone, flecainide, ibuprofen, mephenytoin, metronidazole",
HSD3B2,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,4.59943E-05,,digoxin
HSPB1,HP:0012639,1,,7.00798E-08,,"cyclosporin-a, racephedrine"
HSPB8,HP:0012639,1,,6.27723E-12,,"acyclovir, cilostazol, ethinyl-estradiol, ethionamide, ochratoxin-a, tianeptine, valproic-acid"
HSPD1,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,3.51716E-11,,ethosuximide
IARS2,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012503, HP:0012639, HP:0012759, HP:0100547",14,,2.10884E-08,,"fluconazole, imipramine"
ICOS,"HP:0002011, HP:0012639",2,,3.94201E-08,,busulfan
IL1RN,HP:0012759,1,,1.79202E-05,,haloperidol
IL2RG,"HP:0002011, HP:0012639",2,,1.31297E-06,,"daunorubicin, TTNPB"
IL6,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,0.000714794,,"acebutolol, levisoprenaline, valproic-acid, vigabatrin"
IL6ST,HP:0012759,1,,0.000780367,,"beclometasone, depomedrol, mometasone"
IRF4,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,4.26515E-16,,estradiol
ISG15,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0100547",5,,4.20778E-05,,"caffeine, carbamazepine, chlorcyclizine, corynanthine, procarbazine, reserpine, teniposide"
JAM3,"HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007360, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",14,1.48503E-07,,domperidone,
KDM6B,HP:0012759,1,,0.000192922,,mestinon
KEAP1,"HP:0002011, HP:0012639",2,,9.5948E-06,,bupivacaine
KIAA0753,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002418, HP:0002500, HP:0002977, HP:0006817, HP:0007036, HP:0007068, HP:0007360, HP:0007364, HP:0007370, HP:0010662, HP:0011282, HP:0011283, HP:0011751, HP:0012286, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0030047, HP:0100547",29,0.017775418,,"cycloheximide, ethinylestradiol, fenoterol",
KIF1B,"HP:0002011, HP:0002143, HP:0002176, HP:0012443, HP:0012639, HP:0100659",6,5.72074E-07,,decitabine,
KIF20A,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,6.87205E-06,,"BRD-A66861218, caffeine, carbamazepine, chlorcyclizine, flurbiprofen, ifosfamide, lithocholic-acid, parbendazole, retinol"
KIF5C,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0006919, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",15,6.30429E-12,,fluconazole,
KRT5,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,5.73639E-13,,"corynanthine, cytarabine, depomedrol, dexketoprofen, flutamide, menadione, naproxen, primidone, progesterone, sulfasalazine, verapamil"
KYNU,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,3.76559E-15,,"chlorpromazine, decitabine, diphenhydramine, epinephrine, ethionamide, flubendazole, imipramine, isotretinoin, nifedipine, phenytoin, ritodrine, sertaconazole, verapamil"
L1CAM,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002062, HP:0002118, HP:0002334, HP:0002492, HP:0002500, HP:0002977, HP:0006817, HP:0007016, HP:0007068, HP:0007360, HP:0007364, HP:0007365, HP:0007370, HP:0007375, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012703, HP:0012759, HP:0100547",27,5.86593E-07,,"bupivacaine, resveratrol",
LAGE3,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",18,,4.06189E-06,,"doxorubicin, phensuximide"
LITAF,HP:0012639,1,,0.000315887,,"floxuridine, heliotrine, lithocholic-acid, vidarabine"
LOX,"HP:0002011, HP:0002143, HP:0009145, HP:0010303, HP:0010651, HP:0012443, HP:0012639, HP:0012703, HP:0100659",9,,5.29324E-05,,"clomipramine, diflorasone, leflunomide"
LRP12,"HP:0002011, HP:0002060, HP:0002500, HP:0007367, HP:0012443, HP:0012444, HP:0012639, HP:0100547",8,5.62466E-06,,menadione,
LTBP3,HP:0012639,1,,0.0001326,,"mephenytoin, oxaprozin, sertaconazole, tretinoin"
MAB21L2,HP:0012759,1,,0.00079074,,calcipotriol
MACF1,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0007360, HP:0007362, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",21,2.72359E-09,,"pseudoephedrine, vinblastine",
MAFB,"HP:0002011, HP:0002060, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",12,,0.000136199,,"etretinate, imipramine, methimazole, mometasone, quinidine, retinol"
MFAP5,"HP:0002011, HP:0002143, HP:0009145, HP:0010303, HP:0010651, HP:0012443, HP:0012639, HP:0012703, HP:0100659",9,,6.85823E-13,,"flurbiprofen, isoreserpine, isosorbide, mifepristone, thiotepa, TTNPB"
MGP,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0012759, HP:0100547",6,,1.2809E-07,,"calcipotriol, CD-437, clomipramine, cortisol, dexketoprofen, fenoterol, imipramine, isotretinoin, levodopa, phenylbutazone, prednisolone, progesterone, resveratrol, trimethadione, warfarin, yohimbine"
MME,"HP:0001272, HP:0001317, HP:0002011, HP:0002334, HP:0006855, HP:0011282, HP:0011283, HP:0012443, HP:0012639",9,,1.33074E-08,,"isosorbide, perphenazine, propylthiouracil, selegiline"
MN1,"HP:0002011, HP:0002060, HP:0002538, HP:0012443, HP:0012639, HP:0012759, HP:0100547",7,7.27565E-06,,metronidazole,
MOCS2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0100547, HP:0100705",17,,0.000190679,,decitabine
MPO,"HP:0002011, HP:0002060, HP:0002143, HP:0012443, HP:0012639, HP:0100547",6,,1.30169E-08,,"cortisol, metronidazole"
MRPS16,"HP:0001273, HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0100547",11,,6.84741E-05,,"acetazolamide, azacitidine, calcipotriol, CD-437, chlormadinone, ethosuximide, indometacin, methyldopa, resveratrol"
MSMO1,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,0.005406655,,"alitretinoin, BRD-A66861218, dichloroacetic-acid, ethinylestradiol, nifedipine, selegiline",
MYH11,"HP:0002011, HP:0002143, HP:0009145, HP:0010303, HP:0010651, HP:0012443, HP:0012639, HP:0012703, HP:0100659",9,,7.2634E-09,,"albendazole, AM-580, androstenedione, oxaprozin"
MYL2,"HP:0012639, HP:0012759",2,,1.30876E-11,,progesterone
MYL9,"HP:0002011, HP:0002060, HP:0002500, HP:0012443, HP:0012639, HP:0012762, HP:0100547",7,,3.35435E-07,,mometasone
MYLK,"HP:0002011, HP:0002143, HP:0009145, HP:0010303, HP:0010651, HP:0012443, HP:0012639, HP:0012703, HP:0100659",9,,0.000302292,,"albendazole, ephedrine, flutamide, nicotine, valproic-acid"
NBEA,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100547",23,9.61029E-07,,naproxen,
NCAPD2,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,3.1172E-05,,clorgiline
NDRG1,"HP:0012639, HP:0012759",2,,2.57727E-07,,"exemestane, heliotrine, idoxuridine"
NEFH,"HP:0002011, HP:0002062, HP:0002180, HP:0002314, HP:0002492, HP:0007367, HP:0007372, HP:0012639, HP:0012757",9,,2.95566E-12,,"busulfan, corticosterone, ethinylestradiol, idoxuridine, isoxsuprine, ketoprofen, lynestrenol, reserpine, tianeptine"
NFKB2,"HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012503, HP:0012639, HP:0012759",8,,5.15053E-07,,"cortisone, ethosuximide, flutamide, vinblastine"
NKX2-1,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0007375, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",13,,0.000236282,,etretinate
NLGN4X,HP:0012759,1,0.000208661,,menadione,
NOS3,"HP:0002011, HP:0002060, HP:0002143, HP:0012443, HP:0012639, HP:0100547, HP:0100659",7,,0.000149019,,vigabatrin
NR2F1,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007343, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0025100, HP:0100547",14,1.15192E-05,,"azacitidine, diflunisal, etoposide, lonidamine, mifepristone",
NTRK2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",14,0.000207449,,"carbamazepine, cyproterone, fumonisin-b1, idoxuridine, lynestrenol, solanine",
NUP85,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,0.000239998,,"acyclovir, carbamazepine, chlordiazepoxide, diazepam, methotrexate"
OBSL1,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,0.000581983,,"diphenhydramine, fluconazole"
ODC1,"HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002500, HP:0002518, HP:0002538, HP:0006919, HP:0006989, HP:0010951, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547, HP:0100659",20,,1.17444E-07,,"diethylstilbestrol, etidronic-acid, methimazole"
OPHN1,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002334, HP:0002339, HP:0002340, HP:0002538, HP:0002977, HP:0006817, HP:0006913, HP:0006919, HP:0007112, HP:0007360, HP:0007367, HP:0007369, HP:0007374, HP:0010994, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",29,0.000289976,,"chlorambucil, cilostazol, cytochalasin-b, estradiol, fluorouracil, oxaprozin, TTNPB",
ORC1,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,2.03258E-05,,androstenedione
OSMR,HP:0012639,1,,0.000206761,,doxorubicin
P4HA2,"HP:0002011, HP:0012639",2,,5.6771E-05,,"etoposide, valproic-acid"
PAFAH1B1,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002334, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0007360, HP:0007362, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007375, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100659",32,3.88526E-05,,lynestrenol,
PAK1,"HP:0002011, HP:0002060, HP:0002500, HP:0002518, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,0.020129495,,"benzo(a)pyrene, isoreserpine, misoprostol, prostaglandin-e1",
PAX8,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0012759",5,,5.50205E-06,,"etoposide, trimethadione"
PCCA,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100659",12,0.036109375,,thiotepa,
PCK1,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",11,,3.34216E-08,,"diazepam, zonisamide"
PCNA,"HP:0001272, HP:0001317, HP:0002011, HP:0002060, HP:0002180, HP:0002977, HP:0007364, HP:0007367, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",14,,1.00526E-05,,"AM-580, cyclophosphamide, dacarbazine, isoreserpine, primidone, thalidomide, TTNPB"
PDE10A,"HP:0002011, HP:0002060, HP:0010994, HP:0012443, HP:0012639, HP:0012759, HP:0100547",7,0.007291612,,"cilostazol, menadione",
PDE4D,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0012759",5,0.000105851,,verapamil,
PDE8B,"HP:0002011, HP:0002060, HP:0002180, HP:0007367, HP:0010994, HP:0012443, HP:0012503, HP:0012639, HP:0040140, HP:0100547",10,0.003458662,,fluorouracil,
PEX2,"HP:0001272, HP:0001317, HP:0002011, HP:0002060, HP:0002538, HP:0002977, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",13,,0.000990663,,chlorcyclizine
PFN1,"HP:0002011, HP:0002180, HP:0007367, HP:0012639, HP:0012757",5,,1.7477E-05,,androstenedione
PGK1,HP:0012759,1,,5.19279E-05,,methyldopa
PGM1,HP:0012759,1,,1.94638E-05,,perphenazine
PHKG2,HP:0012759,1,,9.11663E-07,,"cytarabine, etoposide, indometacin, parbendazole, valproic-acid"
PIEZO1,HP:0012759,1,,0.000242032,,flubendazole
PITX1,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0100547",11,,5.55721E-10,,"beclometasone, hydrocortisone, leflunomide, progesterone"
PKD2,"HP:0002011, HP:0009145, HP:0010651, HP:0012443, HP:0012503, HP:0012639, HP:0100659, HP:0100700",8,2.1607E-05,,hexachlorophene,
PLAU,"HP:0002011, HP:0002060, HP:0002143, HP:0012443, HP:0012639, HP:0100547",6,,0.000181993,,"etoposide, sparfloxacin"
PLCB1,HP:0012759,1,0.002840105,,"daunorubicin, ethotoin, fumonisin-b1, indometacin, lonidamine, methotrexate, metronidazole, pseudoephedrine, vidarabine",
PLCB3,HP:0012759,1,,2.00242E-06,,"clorgiline, epinephrine, ethinyl-estradiol, imipramine, phenytoin"
PLCB4,"HP:0002011, HP:0012443, HP:0012480, HP:0012639, HP:0012759, HP:0100659",6,0.003597709,,"azacitidine, chlordiazepoxide",
PMP2,HP:0012639,1,0.000843932,,"androstenedione, cytochalasin-b",
PMP22,"HP:0002011, HP:0012639, HP:0012759",3,,0.000598761,,"clomifene, imipramine, mephenytoin"
PNKP,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002506, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",24,,4.08531E-05,,"clomifene, lithocholic-acid"
PNP,"HP:0002011, HP:0012443, HP:0012639, HP:0012759, HP:0100659",5,,0.000105306,,lonidamine
POLR1D,"HP:0002011, HP:0012639, HP:0012759",3,,9.97366E-07,,"carbamazepine, diphenhydramine, etretinate"
POU4F1,HP:0012759,1,,0.000201475,,ethinyl-estradiol
PPP3CA,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100547",23,2.60626E-06,,dexketoprofen,
PRDX1,"HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",15,,7.7434E-05,,alpha-estradiol
PRPF4,HP:0012759,1,,1.26829E-05,,"aspirin, dacarbazine, diphenhydramine, primidone"
PRPS1,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002143, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0008311, HP:0012443, HP:0012639, HP:0012759, HP:0100547",14,,2.84121E-06,,pyrimethamine
PRTN3,"HP:0002011, HP:0012639",2,,2.32932E-05,,"mestinon, oxaprozin"
PSAT1,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012429, HP:0012430, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",25,0.007130492,,isotretinoin,
PSMB8,"HP:0002011, HP:0002060, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",7,,1.56812E-06,,tolfenamic-acid
PUF60,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002143, HP:0002283, HP:0002414, HP:0002500, HP:0002518, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0010301, HP:0010651, HP:0011751, HP:0012443, HP:0012444, HP:0012503, HP:0012639, HP:0012759, HP:0100547, HP:0100700, HP:0410043",27,,7.86645E-06,,"benzo(a)pyrene, dimethadione, ethinylestradiol, ethotoin, nimodipine, sparfloxacin"
PURA,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0007367, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",10,,1.39339E-05,,"alpha-estradiol, zidovudine"
RDH11,HP:0012759,1,0.005732753,,isotretinoin,
REEP1,HP:0012639,1,4.39675E-11,,"methimazole, retinol",
RFC2,"HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002062, HP:0002120, HP:0002143, HP:0002414, HP:0002492, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007372, HP:0010301, HP:0010662, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100659, HP:0410043",26,,0.000187207,,retinol
RFX5,"HP:0002011, HP:0012639",2,,1.3552E-05,,"domperidone, isotretinoin, mestinon"
ROBO1,"HP:0002011, HP:0002060, HP:0002977, HP:0007375, HP:0011751, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",10,0.010620965,,"fluconazole, flutamide, mephenytoin, nimodipine, procarbazine, pyrimethamine",
RPL10,"HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002500, HP:0002518, HP:0002977, HP:0006919, HP:0007360, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100659",17,,2.75554E-05,,"fluconazole, fumonisin-b1"
RPL35,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,6.85377E-12,,ethinyl-estradiol
