HPO-id,HPO label,entrz-gene-id,entrez-gene-symbol,additional info from G-D source,G-D source,Disease-ID for link,
,Abnormal rib morphology,145873,MESP2,-,mim2gene,OMIM:277300,
,Abnormal rib morphology,340419,RSPO2,,orphadata,ORPHA:3301,
,Abnormal rib morphology,23013,SPEN,,orphadata,ORPHA:1606,
,Abnormal rib morphology,388015,RTL1,,orphadata,ORPHA:254534,
,Abnormal rib morphology,9786,KIAA0586,,orphadata,ORPHA:397715,
,Abnormal rib morphology,29123,ANKRD11,-,mim2gene,OMIM:148050,
,Abnormal rib morphology,51626,DYNC2LI1,-,mim2gene,OMIM:617088,
,Abnormal rib morphology,6911,TBX6,-,mim2gene,OMIM:122600,
,Abnormal rib morphology,2294,FOXF1,-,mim2gene,OMIM:265380,
,Abnormal rib morphology,91754,NEK9,-,mim2gene,OMIM:617022,
,Abnormal rib morphology,54808,DYM,-,mim2gene,OMIM:223800,
,Abnormal rib morphology,5077,PAX3,-,mim2gene,OMIM:193500,
,Abnormal rib morphology,64175,P3H1,-,mim2gene,OMIM:610915,
,Abnormal rib morphology,9131,AIFM1,-,mim2gene,OMIM:300232,
,Abnormal rib morphology,120227,CYP2R1,,orphadata,ORPHA:289157,
,Abnormal rib morphology,4297,KMT2A,,orphadata,ORPHA:319182,
,Abnormal rib morphology,89891,DYNC2I2,,orphadata,ORPHA:93271,
,Abnormal rib morphology,26229,B3GAT3,-,mim2gene,OMIM:245600,
,Abnormal rib morphology,60,ACTB,,orphadata,ORPHA:64755,
,Abnormal rib morphology,2131,EXT1,-,mim2gene,OMIM:133700,
,Abnormal rib morphology,10683,DLL3,-,mim2gene,OMIM:277300,
,Abnormal rib morphology,91179,SCARF2,-,mim2gene,OMIM:600920,
,Abnormal rib morphology,5130,PCYT1A,-,mim2gene,OMIM:608940,
,Abnormal rib morphology,5331,PLCB3,-,mim2gene,OMIM:618961,
,Abnormal rib morphology,10847,SRCAP,,orphadata,ORPHA:2044,
,Abnormal rib morphology,59341,TRPV4,,orphadata,ORPHA:2635,
,Abnormal rib morphology,55384,MEG3,,orphadata,ORPHA:96334,
,Abnormal rib morphology,22827,PUF60,,orphadata,ORPHA:508498,
,Abnormal rib morphology,1788,DNMT3A,-,mim2gene,OMIM:618724,
,Abnormal rib morphology,58,ACTA1,,orphadata,ORPHA:171430,
,Abnormal rib morphology,6608,SMO,-,mim2gene,OMIM:241800,
,Abnormal rib morphology,1594,CYP27B1,,orphadata,ORPHA:289157,
,Abnormal rib morphology,4125,MAN2B1,,orphadata,ORPHA:309282,
,Abnormal rib morphology,50964,SOST,,orphadata,ORPHA:1513,
,Abnormal rib morphology,54897,CASZ1,,orphadata,ORPHA:1606,
,Abnormal rib morphology,29123,ANKRD11,,orphadata,ORPHA:2332,
,Abnormal rib morphology,6885,MAP3K7,-,mim2gene,OMIM:157800,
,Abnormal rib morphology,132884,EVC2,-,mim2gene,OMIM:225500,
,Abnormal rib morphology,55780,ERMARD,,orphadata,ORPHA:75857,
,Abnormal rib morphology,9871,SEC24D,,orphadata,ORPHA:2050,
,Abnormal rib morphology,1280,COL2A1,,orphadata,ORPHA:93296,
,Abnormal rib morphology,2720,GLB1,-,mim2gene,OMIM:230500,
,Abnormal rib morphology,3930,LBR,-,mim2gene,OMIM:215140,
,Abnormal rib morphology,6023,RMRP,,orphadata,ORPHA:175,
,Abnormal rib morphology,5034,P4HB,,orphadata,ORPHA:2050,
,Abnormal rib morphology,10491,CRTAP,-,mim2gene,OMIM:610682,
,Abnormal rib morphology,5593,PRKG2,-,mim2gene,OMIM:619636,
,Abnormal rib morphology,6905,TBCE,-,mim2gene,OMIM:244460,
,Abnormal rib morphology,55764,IFT122,-,mim2gene,OMIM:218330,
,Abnormal rib morphology,51626,DYNC2LI1,,orphadata,ORPHA:474,
,Abnormal rib morphology,28952,CCDC22,,orphadata,ORPHA:7,
,Abnormal rib morphology,2736,GLI2,,orphadata,ORPHA:280195,
,Abnormal rib morphology,10651,MTX2,-,mim2gene,OMIM:619127,
,Abnormal rib morphology,28514,DLL1,,orphadata,ORPHA:280195,
,Abnormal rib morphology,25970,SH2B1,,orphadata,ORPHA:261197,
,Abnormal rib morphology,3764,KCNJ8,,orphadata,ORPHA:1517,
,Abnormal rib morphology,10312,TCIRG1,,orphadata,ORPHA:667,
,Abnormal rib morphology,3954,LETM1,-,mim2gene,OMIM:194190,
,Abnormal rib morphology,8788,DLK1,,orphadata,ORPHA:254528,
,Abnormal rib morphology,7798,LUZP1,,orphadata,ORPHA:1606,
,Abnormal rib morphology,23169,SLC35D1,-,mim2gene,OMIM:269250,
,Abnormal rib morphology,8815,BANF1,-,mim2gene,OMIM:614008,
,Abnormal rib morphology,5727,PTCH1,,orphadata,ORPHA:77301,
,Abnormal rib morphology,84667,HES7,,orphadata,ORPHA:2311,
,Abnormal rib morphology,8517,IKBKG,,orphadata,ORPHA:464,
,Abnormal rib morphology,1278,COL1A2,-,mim2gene,OMIM:166210,
,Abnormal rib morphology,2200,FBN1,-,mim2gene,OMIM:608328,
,Abnormal rib morphology,89891,DYNC2I2,,orphadata,ORPHA:474,
,Abnormal rib morphology,168667,BMPER,-,mim2gene,OMIM:608022,
,Abnormal rib morphology,1497,CTNS,-,mim2gene,OMIM:219800,
,Abnormal rib morphology,2239,GPC4,,orphadata,ORPHA:373,
,Abnormal rib morphology,5530,PPP3CA,-,mim2gene,OMIM:618265,
,Abnormal rib morphology,1280,COL2A1,-,mim2gene,OMIM:184250,
,Abnormal rib morphology,2146,EZH2,-,mim2gene,OMIM:277590,
,Abnormal rib morphology,8928,FOXH1,,orphadata,ORPHA:280195,
,Abnormal rib morphology,26040,SETBP1,-,mim2gene,OMIM:269150,
,Abnormal rib morphology,10262,SF3B4,-,mim2gene,OMIM:154400,
,Abnormal rib morphology,57560,IFT80,,orphadata,ORPHA:474,
,Abnormal rib morphology,6651,SON,-,mim2gene,OMIM:617140,
,Abnormal rib morphology,2563,GABRD,,orphadata,ORPHA:1606,
,Abnormal rib morphology,6497,SKI,,orphadata,ORPHA:1606,
,Abnormal rib morphology,6910,TBX5,,orphadata,ORPHA:392,
,Abnormal rib morphology,5745,PTH1R,-,mim2gene,OMIM:156400,
,Abnormal rib morphology,90993,CREB3L1,-,mim2gene,OMIM:616229,
,Abnormal rib morphology,57560,IFT80,,orphadata,ORPHA:93271,
,Abnormal rib morphology,7317,UBA1,,orphadata,ORPHA:1145,
,Abnormal rib morphology,2132,EXT2,-,mim2gene,OMIM:133701,
,Abnormal rib morphology,4750,NEK1,-,mim2gene,OMIM:263520,
,Abnormal rib morphology,57728,WDR19,,orphadata,ORPHA:474,
,Abnormal rib morphology,50964,SOST,-,mim2gene,OMIM:122860,
,Abnormal rib morphology,8788,DLK1,,orphadata,ORPHA:254534,
,Abnormal rib morphology,9897,WASHC5,-,mim2gene,OMIM:220210,
,Abnormal rib morphology,5130,PCYT1A,,orphadata,ORPHA:85167,
,Abnormal rib morphology,25914,RTTN,-,mim2gene,OMIM:614833,
,Abnormal rib morphology,9939,RBM8A,-,mim2gene,OMIM:274000,
,Abnormal rib morphology,6261,RYR1,,orphadata,ORPHA:169189,
,Abnormal rib morphology,23594,ORC6,,orphadata,ORPHA:2554,
HP:0001629,Ventricular septal defect,473,RERE,-,mim2gene,OMIM:616975,
,Ventricular septal defect,4089,SMAD4,-,mim2gene,OMIM:139210,
,Ventricular septal defect,7043,TGFB3,-,mim2gene,OMIM:615582,
,Ventricular septal defect,1312,COMT,,orphadata,ORPHA:567,
,Ventricular septal defect,7994,KAT6A,,orphadata,ORPHA:457193,
,Ventricular septal defect,9839,ZEB2,-,mim2gene,OMIM:235730,
,Ventricular septal defect,23129,PLXND1,,orphadata,ORPHA:3384,
,Ventricular septal defect,285203,EOGT,-,mim2gene,OMIM:615297,
,Ventricular septal defect,7386,UQCRFS1,-,mim2gene,OMIM:618775,
,Ventricular septal defect,2623,GATA1,,orphadata,ORPHA:124,
,Ventricular septal defect,6499,SKIV2L,,orphadata,ORPHA:84064,
,Ventricular septal defect,51079,NDUFA13,,orphadata,ORPHA:255241,
,Ventricular septal defect,2627,GATA6,-,mim2gene,OMIM:600001,
,Ventricular septal defect,64131,XYLT1,,orphadata,ORPHA:1425,
,Ventricular septal defect,55181,SMG8,-,mim2gene,OMIM:619268,
,Ventricular septal defect,4247,MGAT2,-,mim2gene,OMIM:212066,
,Ventricular septal defect,284058,KANSL1,,orphadata,ORPHA:363965,
,Ventricular septal defect,2626,GATA4,-,mim2gene,OMIM:607941,
,Ventricular septal defect,2719,GPC3,-,mim2gene,OMIM:312870,
,Ventricular septal defect,1349,COX7B,-,mim2gene,OMIM:309801,
,Ventricular septal defect,150468,CKAP2L,,orphadata,ORPHA:3255,
,Ventricular septal defect,2969,GTF2I,,orphadata,ORPHA:904,
,Ventricular septal defect,6326,SCN2A,,orphadata,ORPHA:1934,
,Ventricular septal defect,8504,PEX3,,orphadata,ORPHA:912,
,Ventricular septal defect,653361,NCF1,,orphadata,ORPHA:904,
,Ventricular septal defect,415,ARSL,,orphadata,ORPHA:79345,
,Ventricular septal defect,4920,ROR2,,orphadata,ORPHA:1507,
,Ventricular septal defect,63895,PIEZO2,,orphadata,ORPHA:2461,
,Ventricular septal defect,2657,GDF1,-,mim2gene,OMIM:613854,
,Ventricular septal defect,7026,NR2F2,-,mim2gene,OMIM:615779,
,Ventricular septal defect,2201,FBN2,-,mim2gene,OMIM:121050,
,Ventricular septal defect,6261,RYR1,-,mim2gene,OMIM:619542,
,Ventricular septal defect,6654,SOS1,-,mim2gene,OMIM:610733,
,Ventricular septal defect,7458,EIF4H,,orphadata,ORPHA:904,
,Ventricular septal defect,9968,MED12,-,mim2gene,OMIM:301068,
,Ventricular septal defect,6141,RPL18,,orphadata,ORPHA:124,
,Ventricular septal defect,2071,ERCC3,,orphadata,ORPHA:33364,
,Ventricular septal defect,139285,AMER1,-,mim2gene,OMIM:300373,
,Ventricular septal defect,55249,YY1AP1,,orphadata,ORPHA:79094,
,Ventricular septal defect,23314,SATB2,,orphadata,ORPHA:251028,
,Ventricular septal defect,348180,CTU2,-,mim2gene,OMIM:618142,
,Ventricular septal defect,4705,NDUFA10,,orphadata,ORPHA:255241,
,Ventricular septal defect,79989,TTC26,-,mim2gene,OMIM:619534,
,Ventricular septal defect,2239,GPC4,-,mim2gene,OMIM:312870,
,Ventricular septal defect,136647,MPLKIP,,orphadata,ORPHA:33364,
,Ventricular septal defect,4036,LRP2,,orphadata,ORPHA:2143,
,Ventricular septal defect,5053,PAH,,orphadata,ORPHA:2209,
,Ventricular septal defect,4720,NDUFS2,,orphadata,ORPHA:255241,
,Ventricular septal defect,124583,CANT1,,orphadata,ORPHA:1425,
,Ventricular septal defect,7283,TUBG1,,orphadata,ORPHA:261183,
,Ventricular septal defect,9158,FIBP,,orphadata,ORPHA:500095,
,Ventricular septal defect,7026,NR2F2,-,mim2gene,OMIM:618901,
,Ventricular septal defect,57514,ARHGAP31,-,mim2gene,OMIM:100300,
,Ventricular septal defect,284058,KANSL1,-,mim2gene,OMIM:610443,
,Ventricular septal defect,55572,FOXRED1,,orphadata,ORPHA:255241,
,Ventricular septal defect,22800,RRAS2,-,mim2gene,OMIM:618624,
,Ventricular septal defect,4613,MYCN,,orphadata,ORPHA:391641,
,Ventricular septal defect,392255,GDF6,,orphadata,ORPHA:2345,
,Ventricular septal defect,6597,SMARCA4,,orphadata,ORPHA:1465,
,Ventricular septal defect,6834,SURF1,,orphadata,ORPHA:255241,
,Ventricular septal defect,6134,RPL10,,orphadata,ORPHA:459070,
,Ventricular septal defect,132884,EVC2,,orphadata,ORPHA:289,
,Ventricular septal defect,55315,SLC29A3,-,mim2gene,OMIM:602782,
,Ventricular septal defect,2961,GTF2E2,,orphadata,ORPHA:33364,
,Ventricular septal defect,55636,CHD7,-,mim2gene,OMIM:214800,
,Ventricular septal defect,808,CALM3,-,mim2gene,OMIM:618782,
,Ventricular septal defect,157570,ESCO2,-,mim2gene,OMIM:268300,
,Ventricular septal defect,4036,LRP2,-,mim2gene,OMIM:222448,
,Ventricular septal defect,55315,SLC29A3,,orphadata,ORPHA:1782,
,Ventricular septal defect,37,ACADVL,,orphadata,ORPHA:26793,
,Ventricular septal defect,1399,CRKL,,orphadata,ORPHA:261330,
,Ventricular septal defect,6606,SMN1,-,mim2gene,OMIM:253300,
,Ventricular septal defect,1857,DVL3,-,mim2gene,OMIM:616894,
,Ventricular septal defect,79228,THOC6,-,mim2gene,OMIM:613680,
,Ventricular septal defect,2626,GATA4,-,mim2gene,OMIM:614429,
,Ventricular septal defect,2775,GNAO1,,orphadata,ORPHA:1934,
,Ventricular septal defect,9126,SMC3,,orphadata,ORPHA:199,
,Ventricular septal defect,9723,SEMA3E,question,mim2gene,OMIM:214800,
,Ventricular septal defect,4281,MID1,,orphadata,ORPHA:2745,
,Ventricular septal defect,26227,PHGDH,-,mim2gene,OMIM:256520,
,Ventricular septal defect,1108,CHD4,-,mim2gene,OMIM:617159,
,Ventricular septal defect,93627,TBCK,,orphadata,ORPHA:488632,
,Ventricular septal defect,8243,SMC1A,-,mim2gene,OMIM:301044,
,Ventricular septal defect,2176,FANCC,-,mim2gene,OMIM:227645,
,Ventricular septal defect,8260,NAA10,,orphadata,ORPHA:276432,
,Ventricular septal defect,6657,SOX2,-,mim2gene,OMIM:206900,
,Ventricular septal defect,6598,SMARCB1,,orphadata,ORPHA:1465,
,Ventricular septal defect,5915,RARB,-,mim2gene,OMIM:615524,
,Ventricular septal defect,4222,MEOX1,,orphadata,ORPHA:2345,
,Ventricular septal defect,85358,SHANK3,-,mim2gene,OMIM:606232,
,Ventricular septal defect,9275,BCL7B,,orphadata,ORPHA:904,
,Ventricular septal defect,4724,NDUFS4,,orphadata,ORPHA:255241,
,Ventricular septal defect,56006,SMG9,-,mim2gene,OMIM:616920,
,Ventricular septal defect,5190,PEX6,,orphadata,ORPHA:912,
,Ventricular septal defect,6155,RPL27,,orphadata,ORPHA:124,
,Ventricular septal defect,57217,TTC7A,-,mim2gene,OMIM:243150,
,Ventricular septal defect,100131801,PET100,,orphadata,ORPHA:255241,
,Ventricular septal defect,8289,ARID1A,,orphadata,ORPHA:1465,
,Ventricular septal defect,6016,RIT1,-,mim2gene,OMIM:615355,
,Ventricular septal defect,2187,FANCB,-,mim2gene,OMIM:300514,
,Ventricular septal defect,6711,SPTBN1,-,mim2gene,OMIM:619475,
,Ventricular septal defect,3265,HRAS,-,mim2gene,OMIM:218040,
,Ventricular septal defect,9158,FIBP,-,mim2gene,OMIM:617107,
,Ventricular septal defect,7403,KDM6A,-,mim2gene,OMIM:147920,
,Ventricular septal defect,51626,DYNC2LI1,,orphadata,ORPHA:289,
,Ventricular septal defect,51322,WAC,,orphadata,ORPHA:284169,
,Ventricular septal defect,6165,RPL35A,,orphadata,ORPHA:124,
,Ventricular septal defect,25,ABL1,-,mim2gene,OMIM:617602,
,Ventricular septal defect,6204,RPS10,,orphadata,ORPHA:124,
,Ventricular septal defect,80232,WDR26,,orphadata,ORPHA:513456,
,Ventricular septal defect,6231,RPS26,,orphadata,ORPHA:124,
,Ventricular septal defect,54361,WNT4,question,mim2gene,OMIM:611812,
,Ventricular septal defect,25836,NIPBL,-,mim2gene,OMIM:122470,
,Ventricular septal defect,55617,TASP1,-,mim2gene,OMIM:618950,
,Ventricular septal defect,10225,CD96,-,mim2gene,OMIM:211750,
,Ventricular septal defect,182,JAG1,question,mim2gene,OMIM:617992,
,Ventricular septal defect,9652,TTC37,,orphadata,ORPHA:84064,
,Ventricular septal defect,5193,PEX12,,orphadata,ORPHA:912,
,Ventricular septal defect,6899,TBX1,-,mim2gene,OMIM:192430,
,Ventricular septal defect,6664,SOX11,,orphadata,ORPHA:1465,
,Ventricular septal defect,28981,IFT81,-,mim2gene,OMIM:617895,
,Ventricular septal defect,9968,MED12,-,mim2gene,OMIM:309520,
,Ventricular septal defect,3736,KCNA1,,orphadata,ORPHA:1934,
,Ventricular septal defect,81857,MED25,,orphadata,ORPHA:464738,
,Ventricular septal defect,9772,TMEM94,-,mim2gene,OMIM:618316,
,Ventricular septal defect,6897,TARS1,,orphadata,ORPHA:33364,
,Ventricular septal defect,5422,POLA1,-,mim2gene,OMIM:301030,
,Ventricular septal defect,10560,SLC19A2,,orphadata,ORPHA:49827,
,Ventricular septal defect,57492,ARID1B,,orphadata,ORPHA:1465,
,Ventricular septal defect,6210,RPS15A,,orphadata,ORPHA:124,
,Ventricular septal defect,473,RERE,,orphadata,ORPHA:494344,
,Ventricular septal defect,182,JAG1,-,mim2gene,OMIM:118450,
,Ventricular septal defect,57492,ARID1B,-,mim2gene,OMIM:135900,
,Ventricular septal defect,4212,MEIS2,-,mim2gene,OMIM:600987,
,Ventricular septal defect,10312,TCIRG1,,orphadata,ORPHA:1782,
,Ventricular septal defect,64359,NXN,,orphadata,ORPHA:1507,
,Ventricular septal defect,155368,METTL27,,orphadata,ORPHA:904,
,Ventricular septal defect,2627,GATA6,,orphadata,ORPHA:2255,
,Ventricular septal defect,2697,GJA1,-,mim2gene,OMIM:600309,
,Ventricular septal defect,1717,DHCR7,-,mim2gene,OMIM:270400,
,Ventricular septal defect,7468,NSD2,-,mim2gene,OMIM:194190,
,Ventricular septal defect,1387,CREBBP,-,mim2gene,OMIM:180849,
,Ventricular septal defect,2972,BRF1,,orphadata,ORPHA:444072,
,Ventricular septal defect,10617,STAMBP,-,mim2gene,OMIM:614261,
,Ventricular septal defect,10735,STAG2,-,mim2gene,OMIM:301043,
,Ventricular septal defect,7080,NKX2-1,-,mim2gene,OMIM:610978,
,Ventricular septal defect,9839,ZEB2,,orphadata,ORPHA:261552,
,Ventricular septal defect,6628,SNRPB,-,mim2gene,OMIM:117650,
,Ventricular septal defect,1859,DYRK1A,,orphadata,ORPHA:464311,
,Ventricular septal defect,8621,CDK13,-,mim2gene,OMIM:617360,
,Ventricular septal defect,79068,FTO,-,mim2gene,OMIM:612938,
,Ventricular septal defect,9409,PEX16,,orphadata,ORPHA:912,
,Ventricular septal defect,8243,SMC1A,,orphadata,ORPHA:199,
,Ventricular septal defect,8220,ESS2,-,mim2gene,OMIM:192430,
,Ventricular septal defect,9896,FIG4,,orphadata,ORPHA:3472,
,Ventricular septal defect,8772,FADD,-,mim2gene,OMIM:613759,
,Ventricular septal defect,4728,NDUFS8,,orphadata,ORPHA:255241,
,Ventricular septal defect,2719,GPC3,,orphadata,ORPHA:373,
,Ventricular septal defect,23013,SPEN,-,mim2gene,OMIM:619312,
,Ventricular septal defect,6138,RPL15,,orphadata,ORPHA:124,
,Ventricular septal defect,26276,VPS33B,-,mim2gene,OMIM:208085,
,Ventricular septal defect,340419,RSPO2,-,mim2gene,OMIM:618021,
,Ventricular septal defect,9361,LONP1,-,mim2gene,OMIM:600373,
,Ventricular septal defect,5885,RAD21,,orphadata,ORPHA:199,
,Ventricular septal defect,1131,CHRM3,,orphadata,ORPHA:2970,
,Ventricular septal defect,5296,PIK3R2,,orphadata,ORPHA:83473,
,Ventricular septal defect,51244,CCDC174,-,mim2gene,OMIM:616816,
,Ventricular septal defect,4729,NDUFV2,,orphadata,ORPHA:255241,
,Ventricular septal defect,5296,PIK3R2,-,mim2gene,OMIM:603387,
,Ventricular septal defect,3052,HCCS,-,mim2gene,OMIM:309801,
,Ventricular septal defect,140628,GATA5,-,mim2gene,OMIM:617912,
,Ventricular septal defect,2737,GLI3,-,mim2gene,OMIM:146510,
,Ventricular septal defect,4697,NDUFA4,,orphadata,ORPHA:255241,
,Ventricular septal defect,2006,ELN,,orphadata,ORPHA:904,
,Ventricular septal defect,171023,ASXL1,-,mim2gene,OMIM:605039,
,Ventricular septal defect,54567,DLL4,-,mim2gene,OMIM:616589,
,Ventricular septal defect,6899,TBX1,,orphadata,ORPHA:567,
,Ventricular septal defect,26005,C2CD3,-,mim2gene,OMIM:615948,
,Ventricular septal defect,5982,RFC2,,orphadata,ORPHA:904,
,Ventricular septal defect,3930,LBR,-,mim2gene,OMIM:169400,
,Ventricular septal defect,4838,NODAL,-,mim2gene,OMIM:270100,
,Ventricular septal defect,4704,NDUFA9,,orphadata,ORPHA:255241,
,Ventricular septal defect,7086,TKT,-,mim2gene,OMIM:617044,
,Ventricular septal defect,89910,UBE3B,-,mim2gene,OMIM:244450,
,Ventricular septal defect,4256,MGP,-,mim2gene,OMIM:245150,
,Ventricular septal defect,8772,FADD,,orphadata,ORPHA:306550,
,Ventricular septal defect,55670,PEX26,,orphadata,ORPHA:912,
,Ventricular septal defect,91942,NDUFAF2,,orphadata,ORPHA:255241,
,Ventricular septal defect,8468,FKBP6,,orphadata,ORPHA:904,
,Ventricular septal defect,23476,BRD4,,orphadata,ORPHA:199,
,Ventricular septal defect,2006,ELN,-,mim2gene,OMIM:194050,
,Ventricular septal defect,1387,CREBBP,,orphadata,ORPHA:353281,
,Ventricular septal defect,9487,PIGL,,orphadata,ORPHA:3474,
,Ventricular septal defect,64324,NSD1,-,mim2gene,OMIM:117550,
,Ventricular septal defect,6602,SMARCD1,,orphadata,ORPHA:1465,
,Ventricular septal defect,64132,XYLT2,,orphadata,ORPHA:85194,
,Ventricular septal defect,55593,OTUD5,-,mim2gene,OMIM:301056,
,Ventricular septal defect,55790,CSGALNACT1,-,mim2gene,OMIM:618870,
,Ventricular septal defect,9573,GDF3,,orphadata,ORPHA:2345,
,Ventricular septal defect,6223,RPS19,-,mim2gene,OMIM:105650,
,Ventricular septal defect,23483,TGDS,,orphadata,ORPHA:1388,
,Ventricular septal defect,9993,DGCR2,-,mim2gene,OMIM:192430,
,Ventricular septal defect,157680,VPS13B,,orphadata,ORPHA:193,
,Ventricular septal defect,5325,PLAGL1,,orphadata,ORPHA:96191,
,Ventricular septal defect,4053,LTBP2,,orphadata,ORPHA:3449,
,Ventricular septal defect,10367,MICU1,-,mim2gene,OMIM:615673,
,Ventricular septal defect,23483,TGDS,-,mim2gene,OMIM:616145,
,Ventricular septal defect,150094,SIK1,,orphadata,ORPHA:1934,
,Ventricular septal defect,114049,BUD23,,orphadata,ORPHA:904,
,Ventricular septal defect,2263,FGFR2,-,mim2gene,OMIM:101200,
,Ventricular septal defect,4841,NONO,-,mim2gene,OMIM:300967,
,Ventricular septal defect,22884,WDR37,-,mim2gene,OMIM:618652,
,Ventricular septal defect,55967,NDUFA12,,orphadata,ORPHA:255241,
,Ventricular septal defect,93649,MYOCD,-,mim2gene,OMIM:618719,
,Ventricular septal defect,84277,DNAJC30,,orphadata,ORPHA:904,
,Ventricular septal defect,546,ATRX,-,mim2gene,OMIM:301040,
,Ventricular septal defect,2917,GRM7,,orphadata,ORPHA:1934,
,Ventricular septal defect,10293,TRAIP,-,mim2gene,OMIM:616777,
,Ventricular septal defect,2737,GLI3,,orphadata,ORPHA:672,
,Ventricular septal defect,11284,PNKP,,orphadata,ORPHA:1934,
,Ventricular septal defect,23312,DMXL2,,orphadata,ORPHA:1934,
,Ventricular septal defect,2313,FLI1,,orphadata,ORPHA:2308,
,Ventricular septal defect,8792,TNFRSF11A,,orphadata,ORPHA:1782,
,Ventricular septal defect,5195,PEX14,,orphadata,ORPHA:912,
,Ventricular septal defect,3476,IGBP1,question,mim2gene,OMIM:300472,
,Ventricular septal defect,4256,MGP,,orphadata,ORPHA:85202,
,Ventricular septal defect,6229,RPS24,,orphadata,ORPHA:124,
,Ventricular septal defect,6899,TBX1,-,mim2gene,OMIM:188400,
,Ventricular septal defect,57217,TTC7A,,orphadata,ORPHA:436252,
,Ventricular septal defect,894,CCND2,,orphadata,ORPHA:83473,
,Ventricular septal defect,9487,PIGL,-,mim2gene,OMIM:280000,
,Ventricular septal defect,8573,CASK,,orphadata,ORPHA:1934,
,Ventricular septal defect,6324,SCN1B,,orphadata,ORPHA:1934,
,Ventricular septal defect,4041,LRP5,-,mim2gene,OMIM:259770,
,Ventricular septal defect,155382,VPS37D,,orphadata,ORPHA:904,
,Ventricular septal defect,1889,ECE1,question,mim2gene,OMIM:613870,
,Ventricular septal defect,23522,KAT6B,-,mim2gene,OMIM:606170,
,Ventricular septal defect,5500,PPP1CB,-,mim2gene,OMIM:617506,
,Ventricular septal defect,2033,EP300,,orphadata,ORPHA:353284,
,Ventricular septal defect,202018,TAPT1,-,mim2gene,OMIM:616897,
,Ventricular septal defect,55384,MEG3,,orphadata,ORPHA:254534,
,Ventricular septal defect,51816,ADA2,,orphadata,ORPHA:124,
,Ventricular septal defect,8195,MKKS,,orphadata,ORPHA:2473,
,Ventricular septal defect,6299,SALL1,-,mim2gene,OMIM:107480,
,Ventricular septal defect,3480,IGF1R,-,mim2gene,OMIM:270450,
,Ventricular septal defect,6223,RPS19,,orphadata,ORPHA:124,
,Ventricular septal defect,57511,COG6,-,mim2gene,OMIM:614576,
,Ventricular septal defect,5189,PEX1,-,mim2gene,OMIM:214100,
,Ventricular septal defect,57122,NUP107,-,mim2gene,OMIM:616730,
,Ventricular septal defect,81794,ADAMTS10,,orphadata,ORPHA:3449,
,Ventricular septal defect,150468,CKAP2L,-,mim2gene,OMIM:272440,
,Ventricular septal defect,5160,PDHA1,,orphadata,ORPHA:79243,
,Ventricular septal defect,374291,NDUFS7,,orphadata,ORPHA:255241,
,Ventricular septal defect,5160,PDHA1,,orphadata,ORPHA:255241,
,Ventricular septal defect,6123,RPL3L,-,mim2gene,OMIM:619371,
,Ventricular septal defect,170302,ARX,,orphadata,ORPHA:452,
,Ventricular septal defect,58499,ZNF462,-,mim2gene,OMIM:618619,
,Ventricular septal defect,79728,PALB2,-,mim2gene,OMIM:610832,
,Ventricular septal defect,54916,TMEM260,-,mim2gene,OMIM:617478,
,Ventricular septal defect,2033,EP300,-,mim2gene,OMIM:180849,
,Ventricular septal defect,29123,ANKRD11,,orphadata,ORPHA:261250,
,Ventricular septal defect,57061,HYMAI,,orphadata,ORPHA:96191,
,Ventricular septal defect,1857,DVL3,-,mim2gene,OMIM:616894,
,Ventricular septal defect,51780,KDM3B,-,mim2gene,OMIM:618846,
,Ventricular septal defect,8260,NAA10,-,mim2gene,OMIM:300855,
,Ventricular septal defect,55209,SETD5,,orphadata,ORPHA:404440,
,Ventricular septal defect,6304,SATB1,-,mim2gene,OMIM:619229,
,Ventricular septal defect,8788,DLK1,,orphadata,ORPHA:96334,
,Ventricular septal defect,4695,NDUFA2,,orphadata,ORPHA:255241,
,Ventricular septal defect,1892,ECHS1,-,mim2gene,OMIM:616277,
,Ventricular septal defect,776,CACNA1D,-,mim2gene,OMIM:615474,
,Ventricular septal defect,8565,YARS1,-,mim2gene,OMIM:619418,
,Ventricular septal defect,1892,ECHS1,,orphadata,ORPHA:255241,
,Ventricular septal defect,51729,WBP11,-,mim2gene,OMIM:619227,
,Ventricular septal defect,3190,HNRNPK,,orphadata,ORPHA:352665,
,Ventricular septal defect,79228,THOC6,,orphadata,ORPHA:363444,
,Ventricular septal defect,26160,IFT172,-,mim2gene,OMIM:615630,
,Ventricular septal defect,9702,CEP57,-,mim2gene,OMIM:614114,
,Ventricular septal defect,51633,OTUD6B,,orphadata,ORPHA:505237,
,Ventricular septal defect,2812,GP1BB,,orphadata,ORPHA:567,
,Ventricular septal defect,27125,AFF4,,orphadata,ORPHA:444077,
,Ventricular septal defect,80704,SLC19A3,,orphadata,ORPHA:255241,
,Ventricular septal defect,1355,COX15,,orphadata,ORPHA:255241,
,Ventricular septal defect,1024,CDK8,-,mim2gene,OMIM:618748,
,Ventricular septal defect,23395,LARS2,-,mim2gene,OMIM:617021,
,Ventricular septal defect,10084,PQBP1,-,mim2gene,OMIM:309500,
,Ventricular septal defect,64840,PORCN,,orphadata,ORPHA:2092,
,Ventricular septal defect,374969,SVBP,-,mim2gene,OMIM:618569,
