HPO-id,HPO label,entrz-gene-id,entrez-gene-symbol,additional info from G-D source,G-D source,Disease-ID for link,
HP:0000377,Abnormality of the pinna,2188,FANCF,-,mim2gene,OMIM:603467,
HP:0000377,Abnormality of the pinna,113189,CHST14,-,mim2gene,OMIM:601776,
HP:0000377,Abnormality of the pinna,5727,PTCH1,,orphadata,ORPHA:77301,
HP:0000377,Abnormality of the pinna,10516,FBLN5,,orphadata,ORPHA:90348,
HP:0000377,Abnormality of the pinna,170302,ARX,,orphadata,ORPHA:2508,
HP:0000377,Abnormality of the pinna,113246,C12ORF57,-,mim2gene,OMIM:218340,
HP:0000377,Abnormality of the pinna,23036,ZNF292,-,mim2gene,OMIM:619188,
HP:0000377,Abnormality of the pinna,79796,ALG9,-,mim2gene,OMIM:263210,
HP:0000377,Abnormality of the pinna,55777,MBD5,-,mim2gene,OMIM:156200,
HP:0000377,Abnormality of the pinna,2200,FBN1,-,mim2gene,OMIM:608328,
HP:0000377,Abnormality of the pinna,26173,INTS1,-,mim2gene,OMIM:618571,
HP:0000377,Abnormality of the pinna,8936,WASF1,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,5728,PTEN,,orphadata,ORPHA:744,
HP:0000377,Abnormality of the pinna,3728,JUP,,orphadata,ORPHA:158687,
HP:0000377,Abnormality of the pinna,55343,SLC35C1,,orphadata,ORPHA:99843,
HP:0000377,Abnormality of the pinna,3784,KCNQ1,-,mim2gene,OMIM:130650,
HP:0000377,Abnormality of the pinna,2239,GPC4,,orphadata,ORPHA:373,
HP:0000377,Abnormality of the pinna,7051,TGM1,,orphadata,ORPHA:313,
HP:0000377,Abnormality of the pinna,7750,ZMYM2,-,mim2gene,OMIM:619522,
HP:0000377,Abnormality of the pinna,6160,RPL31,,orphadata,ORPHA:124,
HP:0000377,Abnormality of the pinna,6925,TCF4,,orphadata,ORPHA:2896,
HP:0000377,Abnormality of the pinna,1280,COL2A1,,orphadata,ORPHA:93315,
HP:0000377,Abnormality of the pinna,10293,TRAIP,,orphadata,ORPHA:808,
HP:0000377,Abnormality of the pinna,2290,FOXG1,-,mim2gene,OMIM:613454,
HP:0000377,Abnormality of the pinna,9652,TTC37,-,mim2gene,OMIM:222470,
HP:0000377,Abnormality of the pinna,9968,MED12,,orphadata,ORPHA:93932,
HP:0000377,Abnormality of the pinna,64324,NSD1,,orphadata,ORPHA:3447,
HP:0000377,Abnormality of the pinna,6651,SON,-,mim2gene,OMIM:617140,
HP:0000377,Abnormality of the pinna,5332,PLCB4,-,mim2gene,OMIM:614669,
HP:0000377,Abnormality of the pinna,2074,ERCC6,,orphadata,ORPHA:90324,
HP:0000377,Abnormality of the pinna,6235,RPS29,,orphadata,ORPHA:124,
HP:0000377,Abnormality of the pinna,145173,B3GLCT,-,mim2gene,OMIM:261540,
HP:0000377,Abnormality of the pinna,2892,GRIA3,,orphadata,ORPHA:364028,
HP:0000377,Abnormality of the pinna,84942,WDR73,,orphadata,ORPHA:2065,
HP:0000377,Abnormality of the pinna,90121,TSR2,,orphadata,ORPHA:124,
HP:0000377,Abnormality of the pinna,114034,TOE1,,orphadata,ORPHA:284339,
HP:0000377,Abnormality of the pinna,6239,RREB1,,orphadata,ORPHA:567,
HP:0000377,Abnormality of the pinna,1663,DDX11,-,mim2gene,OMIM:613398,
HP:0000377,Abnormality of the pinna,4953,ODC1,-,mim2gene,OMIM:619075,
HP:0000377,Abnormality of the pinna,7461,CLIP2,,orphadata,ORPHA:904,
HP:0000377,Abnormality of the pinna,4330,MN1,-,mim2gene,OMIM:618774,
HP:0000377,Abnormality of the pinna,867,CBL,,orphadata,ORPHA:648,
HP:0000377,Abnormality of the pinna,285590,SH3PXD2B,-,mim2gene,OMIM:249420,
HP:0000377,Abnormality of the pinna,9569,GTF2IRD1,,orphadata,ORPHA:904,
HP:0000377,Abnormality of the pinna,11043,MID2,question,mim2gene,OMIM:300928,
HP:0000377,Abnormality of the pinna,51633,OTUD6B,-,mim2gene,OMIM:617452,
HP:0000377,Abnormality of the pinna,7204,TRIO,-,mim2gene,OMIM:618825,
HP:0000377,Abnormality of the pinna,2239,GPC4,-,mim2gene,OMIM:301026,
HP:0000377,Abnormality of the pinna,100151683,RNU4ATAC,,orphadata,ORPHA:2636,
HP:0000377,Abnormality of the pinna,23594,ORC6,,orphadata,ORPHA:2554,
HP:0000377,Abnormality of the pinna,9719,ADAMTSL2,-,mim2gene,OMIM:231050,
HP:0000377,Abnormality of the pinna,10283,CWC27,,orphadata,ORPHA:166035,
HP:0000377,Abnormality of the pinna,4089,SMAD4,-,mim2gene,OMIM:139210,
HP:0000377,Abnormality of the pinna,7043,TGFB3,-,mim2gene,OMIM:615582,
HP:0000377,Abnormality of the pinna,1312,COMT,,orphadata,ORPHA:567,
HP:0000377,Abnormality of the pinna,10584,COLEC10,,orphadata,ORPHA:293843,
HP:0000377,Abnormality of the pinna,6134,RPL10,,orphadata,ORPHA:435938,
HP:0000377,Abnormality of the pinna,57178,ZMIZ1,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,3199,HOXA2,-,mim2gene,OMIM:612290,
HP:0000377,Abnormality of the pinna,990,CDC6,,orphadata,ORPHA:2554,
HP:0000377,Abnormality of the pinna,5832,ALDH18A1,-,mim2gene,OMIM:616603,
HP:0000377,Abnormality of the pinna,1193,CLIC2,question,mim2gene,OMIM:300886,
HP:0000377,Abnormality of the pinna,55621,TRMT1,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,2623,GATA1,,orphadata,ORPHA:124,
HP:0000377,Abnormality of the pinna,117581,TWIST2,,orphadata,ORPHA:920,
HP:0000377,Abnormality of the pinna,673,BRAF,-,mim2gene,OMIM:115150,
HP:0000377,Abnormality of the pinna,284058,KANSL1,,orphadata,ORPHA:363965,
HP:0000377,Abnormality of the pinna,3694,ITGB6,,orphadata,ORPHA:2850,
HP:0000377,Abnormality of the pinna,1291,COL6A1,-,mim2gene,OMIM:254090,
HP:0000377,Abnormality of the pinna,9758,FRMPD4,-,mim2gene,OMIM:300983,
HP:0000377,Abnormality of the pinna,2121,EVC,,orphadata,ORPHA:952,
HP:0000377,Abnormality of the pinna,2969,GTF2I,,orphadata,ORPHA:904,
HP:0000377,Abnormality of the pinna,2146,EZH2,,orphadata,ORPHA:3447,
HP:0000377,Abnormality of the pinna,653361,NCF1,,orphadata,ORPHA:904,
HP:0000377,Abnormality of the pinna,10682,EBP,,orphadata,ORPHA:35173,
HP:0000377,Abnormality of the pinna,10984,KCNQ1OT1,-,mim2gene,OMIM:130650,
HP:0000377,Abnormality of the pinna,9326,ZNHIT3,,orphadata,ORPHA:2836,
HP:0000377,Abnormality of the pinna,1795,DOCK3,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,1605,DAG1,,orphadata,ORPHA:899,
HP:0000377,Abnormality of the pinna,80204,FBXO11,-,mim2gene,OMIM:618089,
HP:0000377,Abnormality of the pinna,57572,DOCK6,-,mim2gene,OMIM:614219,
HP:0000377,Abnormality of the pinna,6228,RPS23,-,mim2gene,OMIM:617412,
HP:0000377,Abnormality of the pinna,5832,ALDH18A1,-,mim2gene,OMIM:219150,
HP:0000377,Abnormality of the pinna,1861,TOR1A,-,mim2gene,OMIM:618947,
HP:0000377,Abnormality of the pinna,27245,AHDC1,,orphadata,ORPHA:412069,
HP:0000377,Abnormality of the pinna,7469,NELFA,,orphadata,ORPHA:280,
HP:0000377,Abnormality of the pinna,9533,POLR1C,,orphadata,ORPHA:861,
HP:0000377,Abnormality of the pinna,6141,RPL18,,orphadata,ORPHA:124,
HP:0000377,Abnormality of the pinna,139285,AMER1,-,mim2gene,OMIM:300373,
HP:0000377,Abnormality of the pinna,3052,HCCS,,orphadata,ORPHA:2556,
HP:0000377,Abnormality of the pinna,2239,GPC4,-,mim2gene,OMIM:312870,
HP:0000377,Abnormality of the pinna,6418,SET,-,mim2gene,OMIM:618106,
HP:0000377,Abnormality of the pinna,27152,INTU,question,mim2gene,OMIM:617925,
HP:0000377,Abnormality of the pinna,136647,MPLKIP,,orphadata,ORPHA:33364,
HP:0000377,Abnormality of the pinna,3954,LETM1,,orphadata,ORPHA:280,
HP:0000377,Abnormality of the pinna,11253,MAN1B1,-,mim2gene,OMIM:614202,
HP:0000377,Abnormality of the pinna,6901,TAFAZZIN,-,mim2gene,OMIM:302060,
HP:0000377,Abnormality of the pinna,9158,FIBP,,orphadata,ORPHA:500095,
HP:0000377,Abnormality of the pinna,2201,FBN2,,orphadata,ORPHA:115,
HP:0000377,Abnormality of the pinna,7528,YY1,-,mim2gene,OMIM:617557,
HP:0000377,Abnormality of the pinna,10269,ZMPSTE24,,orphadata,ORPHA:740,
HP:0000377,Abnormality of the pinna,51002,TPRKB,,orphadata,ORPHA:2065,
HP:0000377,Abnormality of the pinna,4810,NHS,-,mim2gene,OMIM:302350,
HP:0000377,Abnormality of the pinna,284058,KANSL1,-,mim2gene,OMIM:610443,
HP:0000377,Abnormality of the pinna,24140,FTSJ1,-,mim2gene,OMIM:309549,
HP:0000377,Abnormality of the pinna,7862,BRPF1,-,mim2gene,OMIM:617333,
HP:0000377,Abnormality of the pinna,23363,OBSL1,-,mim2gene,OMIM:612921,
HP:0000377,Abnormality of the pinna,2961,GTF2E2,,orphadata,ORPHA:33364,
HP:0000377,Abnormality of the pinna,170302,ARX,-,mim2gene,OMIM:300004,
HP:0000377,Abnormality of the pinna,51412,ACTL6B,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,55636,CHD7,-,mim2gene,OMIM:214800,
HP:0000377,Abnormality of the pinna,1906,EDN1,,orphadata,ORPHA:137888,
HP:0000377,Abnormality of the pinna,1968,EIF2S3,-,mim2gene,OMIM:300148,
HP:0000377,Abnormality of the pinna,56896,DPYSL5,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,4750,NEK1,,orphadata,ORPHA:2751,
HP:0000377,Abnormality of the pinna,2290,FOXG1,,orphadata,ORPHA:261144,
HP:0000377,Abnormality of the pinna,10733,PLK4,,orphadata,ORPHA:2518,
HP:0000377,Abnormality of the pinna,26227,PHGDH,-,mim2gene,OMIM:256520,
HP:0000377,Abnormality of the pinna,27229,TUBGCP4,,orphadata,ORPHA:2518,
HP:0000377,Abnormality of the pinna,1108,CHD4,-,mim2gene,OMIM:617159,
HP:0000377,Abnormality of the pinna,8242,KDM5C,,orphadata,ORPHA:85279,
HP:0000377,Abnormality of the pinna,51322,WAC,,orphadata,ORPHA:466950,
HP:0000377,Abnormality of the pinna,8243,SMC1A,-,mim2gene,OMIM:301044,
HP:0000377,Abnormality of the pinna,760,CA2,,orphadata,ORPHA:2785,
HP:0000377,Abnormality of the pinna,5781,PTPN11,-,mim2gene,OMIM:151100,
HP:0000377,Abnormality of the pinna,8726,EED,,orphadata,ORPHA:3447,
HP:0000377,Abnormality of the pinna,9533,POLR1C,-,mim2gene,OMIM:248390,
HP:0000377,Abnormality of the pinna,23221,RHOBTB2,-,mim2gene,OMIM:618004,
HP:0000377,Abnormality of the pinna,7466,WFS1,,orphadata,ORPHA:411590,
HP:0000377,Abnormality of the pinna,6509,SLC1A4,,orphadata,ORPHA:447997,
HP:0000377,Abnormality of the pinna,57539,WDR35,-,mim2gene,OMIM:613610,
HP:0000377,Abnormality of the pinna,23162,MAPK8IP3,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,22808,MRAS,,orphadata,ORPHA:648,
HP:0000377,Abnormality of the pinna,3778,KCNMA1,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,9839,ZEB2,,orphadata,ORPHA:261537,
HP:0000377,Abnormality of the pinna,84942,WDR73,-,mim2gene,OMIM:251300,
HP:0000377,Abnormality of the pinna,9275,BCL7B,,orphadata,ORPHA:904,
HP:0000377,Abnormality of the pinna,56006,SMG9,-,mim2gene,OMIM:616920,
HP:0000377,Abnormality of the pinna,8289,ARID1A,-,mim2gene,OMIM:614607,
HP:0000377,Abnormality of the pinna,4693,NDP,,orphadata,ORPHA:649,
HP:0000377,Abnormality of the pinna,9786,KIAA0586,-,mim2gene,OMIM:616546,
HP:0000377,Abnormality of the pinna,9158,FIBP,-,mim2gene,OMIM:617107,
HP:0000377,Abnormality of the pinna,1282,COL4A1,,orphadata,ORPHA:899,
HP:0000377,Abnormality of the pinna,6925,TCF4,-,mim2gene,OMIM:610954,
HP:0000377,Abnormality of the pinna,2263,FGFR2,-,mim2gene,OMIM:149730,
HP:0000377,Abnormality of the pinna,3782,KCNN3,,orphadata,ORPHA:3473,
HP:0000377,Abnormality of the pinna,2186,BPTF,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,6204,RPS10,,orphadata,ORPHA:124,
HP:0000377,Abnormality of the pinna,7021,TFAP2B,-,mim2gene,OMIM:169100,
HP:0000377,Abnormality of the pinna,5373,PMM2,-,mim2gene,OMIM:212065,
HP:0000377,Abnormality of the pinna,9968,MED12,,orphadata,ORPHA:776,
HP:0000377,Abnormality of the pinna,55617,TASP1,-,mim2gene,OMIM:618950,
HP:0000377,Abnormality of the pinna,2260,FGFR1,,orphadata,ORPHA:2645,
HP:0000377,Abnormality of the pinna,84892,POMGNT2,,orphadata,ORPHA:899,
HP:0000377,Abnormality of the pinna,2697,GJA1,-,mim2gene,OMIM:164200,
HP:0000377,Abnormality of the pinna,9968,MED12,-,mim2gene,OMIM:309520,
HP:0000377,Abnormality of the pinna,54820,NDE1,question,mim2gene,OMIM:605013,
HP:0000377,Abnormality of the pinna,5447,POR,,orphadata,ORPHA:95699,
HP:0000377,Abnormality of the pinna,3149,HMGB3,question,mim2gene,OMIM:300915,
HP:0000377,Abnormality of the pinna,546,ATRX,-,mim2gene,OMIM:309580,
HP:0000377,Abnormality of the pinna,63976,PRDM16,,orphadata,ORPHA:1606,
HP:0000377,Abnormality of the pinna,55636,CHD7,,orphadata,ORPHA:138,
HP:0000377,Abnormality of the pinna,55120,FANCL,-,mim2gene,OMIM:614083,
HP:0000377,Abnormality of the pinna,4677,NARS1,-,mim2gene,OMIM:619092,
HP:0000377,Abnormality of the pinna,22931,RAB18,,orphadata,ORPHA:2510,
HP:0000377,Abnormality of the pinna,57492,ARID1B,-,mim2gene,OMIM:135900,
HP:0000377,Abnormality of the pinna,284252,KCTD1,,orphadata,ORPHA:2036,
HP:0000377,Abnormality of the pinna,55275,VPS53,-,mim2gene,OMIM:615851,
HP:0000377,Abnormality of the pinna,23556,PIGN,,orphadata,ORPHA:280633,
HP:0000377,Abnormality of the pinna,23363,OBSL1,,orphadata,ORPHA:2616,
HP:0000377,Abnormality of the pinna,22930,RAB3GAP1,,orphadata,ORPHA:1387,
HP:0000377,Abnormality of the pinna,4810,NHS,,orphadata,ORPHA:627,
HP:0000377,Abnormality of the pinna,6513,SLC2A1,,orphadata,ORPHA:168577,
HP:0000377,Abnormality of the pinna,8241,RBM10,-,mim2gene,OMIM:311900,
HP:0000377,Abnormality of the pinna,7468,NSD2,-,mim2gene,OMIM:194190,
HP:0000377,Abnormality of the pinna,2077,ERF,,orphadata,ORPHA:3267,
HP:0000377,Abnormality of the pinna,3199,HOXA2,,orphadata,ORPHA:83463,
HP:0000377,Abnormality of the pinna,10735,STAG2,-,mim2gene,OMIM:301043,
HP:0000377,Abnormality of the pinna,7317,UBA1,-,mim2gene,OMIM:301054,
HP:0000377,Abnormality of the pinna,79813,EHMT1,,orphadata,ORPHA:261652,
HP:0000377,Abnormality of the pinna,90416,CCDC32,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,79633,FAT4,-,mim2gene,OMIM:615546,
HP:0000377,Abnormality of the pinna,9839,ZEB2,,orphadata,ORPHA:261552,
HP:0000377,Abnormality of the pinna,271,AMPD2,-,mim2gene,OMIM:615809,
HP:0000377,Abnormality of the pinna,79718,TBL1XR1,-,mim2gene,OMIM:602342,
HP:0000377,Abnormality of the pinna,207,AKT1,,orphadata,ORPHA:744,
HP:0000377,Abnormality of the pinna,4131,MAP1B,-,mim2gene,OMIM:618918,
HP:0000377,Abnormality of the pinna,8243,SMC1A,,orphadata,ORPHA:199,
HP:0000377,Abnormality of the pinna,23261,CAMTA1,-,mim2gene,OMIM:614756,
HP:0000377,Abnormality of the pinna,3039,HBA1,,orphadata,ORPHA:98791,
HP:0000377,Abnormality of the pinna,2719,GPC3,,orphadata,ORPHA:373,
HP:0000377,Abnormality of the pinna,1289,COL5A1,-,mim2gene,OMIM:130000,
HP:0000377,Abnormality of the pinna,92002,CCNQ,,orphadata,ORPHA:140952,
HP:0000377,Abnormality of the pinna,7169,TPM2,,orphadata,ORPHA:1147,
HP:0000377,Abnormality of the pinna,818,CAMK2G,-,mim2gene,OMIM:618522,
HP:0000377,Abnormality of the pinna,473,RERE,,orphadata,ORPHA:1606,
HP:0000377,Abnormality of the pinna,10290,SPEG,,orphadata,ORPHA:169186,
HP:0000377,Abnormality of the pinna,4047,LSS,,orphadata,ORPHA:2850,
HP:0000377,Abnormality of the pinna,4921,DDR2,-,mim2gene,OMIM:618175,
HP:0000377,Abnormality of the pinna,6261,RYR1,,orphadata,ORPHA:169186,
HP:0000377,Abnormality of the pinna,6558,SLC12A2,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,25782,RAB3GAP2,-,mim2gene,OMIM:212720,
HP:0000377,Abnormality of the pinna,1161,ERCC8,,orphadata,ORPHA:90322,
HP:0000377,Abnormality of the pinna,5982,RFC2,,orphadata,ORPHA:904,
HP:0000377,Abnormality of the pinna,10585,POMT1,-,mim2gene,OMIM:236670,
HP:0000377,Abnormality of the pinna,9780,PIEZO1,-,mim2gene,OMIM:616843,
HP:0000377,Abnormality of the pinna,89970,RSPRY1,-,mim2gene,OMIM:616723,
HP:0000377,Abnormality of the pinna,6595,SMARCA2,,orphadata,ORPHA:2728,
HP:0000377,Abnormality of the pinna,55148,UBR7,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,6603,SMARCD2,-,mim2gene,OMIM:617475,
HP:0000377,Abnormality of the pinna,3981,LIG4,,orphadata,ORPHA:235,
HP:0000377,Abnormality of the pinna,6492,SIM1,,orphadata,ORPHA:171829,
HP:0000377,Abnormality of the pinna,63932,STEEP1,question,mim2gene,OMIM:301013,
HP:0000377,Abnormality of the pinna,57479,PRR12,-,mim2gene,OMIM:619539,
HP:0000377,Abnormality of the pinna,5052,PRDX1,-,mim2gene,OMIM:277400,
HP:0000377,Abnormality of the pinna,29998,BICRA,-,mim2gene,OMIM:619325,
HP:0000377,Abnormality of the pinna,200734,SPRED2,,orphadata,ORPHA:648,
HP:0000377,Abnormality of the pinna,2006,ELN,-,mim2gene,OMIM:194050,
HP:0000377,Abnormality of the pinna,55627,SMPD4,-,mim2gene,OMIM:618622,
HP:0000377,Abnormality of the pinna,23118,TAB2,,orphadata,ORPHA:228410,
HP:0000377,Abnormality of the pinna,2893,GRIA4,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,652,BMP4,-,mim2gene,OMIM:607932,
HP:0000377,Abnormality of the pinna,3758,KCNJ1,-,mim2gene,OMIM:241200,
HP:0000377,Abnormality of the pinna,8573,CASK,-,mim2gene,OMIM:300749,
HP:0000377,Abnormality of the pinna,545,ATR,-,mim2gene,OMIM:210600,
HP:0000377,Abnormality of the pinna,114034,TOE1,-,mim2gene,OMIM:614969,
HP:0000377,Abnormality of the pinna,27315,PGAP2,,orphadata,ORPHA:247262,
HP:0000377,Abnormality of the pinna,5295,PIK3R1,-,mim2gene,OMIM:269880,
HP:0000377,Abnormality of the pinna,64132,XYLT2,,orphadata,ORPHA:85194,
HP:0000377,Abnormality of the pinna,27086,FOXP1,,orphadata,ORPHA:391372,
HP:0000377,Abnormality of the pinna,121214,SDR9C7,,orphadata,ORPHA:313,
HP:0000377,Abnormality of the pinna,2109,ETFB,-,mim2gene,OMIM:231680,
HP:0000377,Abnormality of the pinna,6651,SON,,orphadata,ORPHA:500150,
HP:0000377,Abnormality of the pinna,157680,VPS13B,,orphadata,ORPHA:193,
HP:0000377,Abnormality of the pinna,5325,PLAGL1,,orphadata,ORPHA:96191,
HP:0000377,Abnormality of the pinna,51099,ABHD5,,orphadata,ORPHA:98907,
HP:0000377,Abnormality of the pinna,23483,TGDS,-,mim2gene,OMIM:616145,
HP:0000377,Abnormality of the pinna,1487,CTBP1,,orphadata,ORPHA:280,
HP:0000377,Abnormality of the pinna,26137,ZBTB20,,orphadata,ORPHA:3042,
HP:0000377,Abnormality of the pinna,8558,CDK10,-,mim2gene,OMIM:617694,
HP:0000377,Abnormality of the pinna,84197,POMK,,orphadata,ORPHA:899,
HP:0000377,Abnormality of the pinna,546,ATRX,-,mim2gene,OMIM:301040,
HP:0000377,Abnormality of the pinna,7025,NR2F1,,orphadata,ORPHA:401777,
HP:0000377,Abnormality of the pinna,6949,TCOF1,,orphadata,ORPHA:861,
HP:0000377,Abnormality of the pinna,10293,TRAIP,-,mim2gene,OMIM:616777,
HP:0000377,Abnormality of the pinna,5116,PCNT,,orphadata,ORPHA:2637,
HP:0000377,Abnormality of the pinna,374654,KIF7,-,mim2gene,OMIM:200990,
HP:0000377,Abnormality of the pinna,10225,CD96,,orphadata,ORPHA:1308,
HP:0000377,Abnormality of the pinna,3756,KCNH1,,orphadata,ORPHA:3473,
HP:0000377,Abnormality of the pinna,1301,COL11A1,-,mim2gene,OMIM:228520,
HP:0000377,Abnormality of the pinna,6229,RPS24,,orphadata,ORPHA:124,
HP:0000377,Abnormality of the pinna,81620,CDT1,-,mim2gene,OMIM:613804,
HP:0000377,Abnormality of the pinna,9487,PIGL,-,mim2gene,OMIM:280000,
HP:0000377,Abnormality of the pinna,8405,SPOP,-,mim2gene,OMIM:618828,
HP:0000377,Abnormality of the pinna,8985,PLOD3,-,mim2gene,OMIM:612394,
HP:0000377,Abnormality of the pinna,7204,TRIO,-,mim2gene,OMIM:617061,
HP:0000377,Abnormality of the pinna,1889,ECE1,question,mim2gene,OMIM:613870,
HP:0000377,Abnormality of the pinna,4094,MAF,-,mim2gene,OMIM:601088,
HP:0000377,Abnormality of the pinna,27316,RBMX,question,mim2gene,OMIM:300238,
HP:0000377,Abnormality of the pinna,1906,EDN1,-,mim2gene,OMIM:615706,
HP:0000377,Abnormality of the pinna,6949,TCOF1,-,mim2gene,OMIM:154500,
HP:0000377,Abnormality of the pinna,5500,PPP1CB,-,mim2gene,OMIM:617506,
HP:0000377,Abnormality of the pinna,2263,FGFR2,,orphadata,ORPHA:2363,
HP:0000377,Abnormality of the pinna,547,KIF1A,,orphadata,ORPHA:2836,
HP:0000377,Abnormality of the pinna,51816,ADA2,,orphadata,ORPHA:124,
HP:0000377,Abnormality of the pinna,6299,SALL1,-,mim2gene,OMIM:107480,
HP:0000377,Abnormality of the pinna,5293,PIK3CD,,orphadata,ORPHA:221139,
HP:0000377,Abnormality of the pinna,126410,CYP4F22,,orphadata,ORPHA:313,
HP:0000377,Abnormality of the pinna,5189,PEX1,-,mim2gene,OMIM:214100,
HP:0000377,Abnormality of the pinna,55733,HHAT,,orphadata,ORPHA:1422,
HP:0000377,Abnormality of the pinna,1718,DHCR24,,orphadata,ORPHA:35107,
HP:0000377,Abnormality of the pinna,2335,FN1,,orphadata,ORPHA:93315,
HP:0000377,Abnormality of the pinna,51322,WAC,-,mim2gene,OMIM:616708,
HP:0000377,Abnormality of the pinna,6045,RNF2,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,7227,TRPS1,,orphadata,ORPHA:77258,
HP:0000377,Abnormality of the pinna,2138,EYA1,-,mim2gene,OMIM:602588,
HP:0000377,Abnormality of the pinna,7809,BSND,,orphadata,ORPHA:89938,
HP:0000377,Abnormality of the pinna,54361,WNT4,,orphadata,ORPHA:247768,
HP:0000377,Abnormality of the pinna,256297,PTF1A,-,mim2gene,OMIM:609069,
HP:0000377,Abnormality of the pinna,58499,ZNF462,-,mim2gene,OMIM:618619,
HP:0000377,Abnormality of the pinna,22854,NTNG1,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,1193,CLIC2,,orphadata,ORPHA:324410,
HP:0000377,Abnormality of the pinna,51109,RDH11,,orphadata,ORPHA:436245,
HP:0000377,Abnormality of the pinna,63895,PIEZO2,,orphadata,ORPHA:1154,
HP:0000377,Abnormality of the pinna,29123,ANKRD11,,orphadata,ORPHA:261250,
HP:0000377,Abnormality of the pinna,1349,COX7B,,orphadata,ORPHA:2556,
HP:0000377,Abnormality of the pinna,145173,B3GLCT,,orphadata,ORPHA:709,
HP:0000377,Abnormality of the pinna,8260,NAA10,-,mim2gene,OMIM:300855,
HP:0000377,Abnormality of the pinna,6497,SKI,,orphadata,ORPHA:2462,
HP:0000377,Abnormality of the pinna,5831,PYCR1,-,mim2gene,OMIM:612940,
HP:0000377,Abnormality of the pinna,5718,PSMD12,,orphadata,ORPHA:529962,
HP:0000377,Abnormality of the pinna,4849,CNOT3,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,8788,DLK1,,orphadata,ORPHA:96334,
HP:0000377,Abnormality of the pinna,283120,H19,,orphadata,ORPHA:231140,
HP:0000377,Abnormality of the pinna,6909,TBX2,-,mim2gene,OMIM:618223,
HP:0000377,Abnormality of the pinna,81620,CDT1,,orphadata,ORPHA:2554,
HP:0000377,Abnormality of the pinna,9702,CEP57,-,mim2gene,OMIM:614114,
HP:0000377,Abnormality of the pinna,7227,TRPS1,,orphadata,ORPHA:502,
HP:0000377,Abnormality of the pinna,51633,OTUD6B,,orphadata,ORPHA:505237,
HP:0000377,Abnormality of the pinna,2812,GP1BB,,orphadata,ORPHA:567,
HP:0000377,Abnormality of the pinna,27161,AGO2,-,mim2gene,OMIM:619149,
HP:0000377,Abnormality of the pinna,165,AEBP1,,orphadata,ORPHA:536532,
HP:0000377,Abnormality of the pinna,10084,PQBP1,-,mim2gene,OMIM:309500,
HP:0000377,Abnormality of the pinna,54880,BCOR,-,mim2gene,OMIM:300166,
HP:0000377,Abnormality of the pinna,9949,AMMECR1,-,mim2gene,OMIM:300990,
HP:0000377,Abnormality of the pinna,2074,ERCC6,,orphadata,ORPHA:90322,
HP:0000377,Abnormality of the pinna,11113,CIT,-,mim2gene,OMIM:617090,
HP:0000377,Abnormality of the pinna,51085,MLXIPL,,orphadata,ORPHA:904,
HP:0000377,Abnormality of the pinna,10220,GDF11,question,mim2gene,OMIM:619122,
HP:0000377,Abnormality of the pinna,51085,MLXIPL,-,mim2gene,OMIM:194050,
HP:0000377,Abnormality of the pinna,545,ATR,,orphadata,ORPHA:808,
HP:0000377,Abnormality of the pinna,10472,ZBTB18,-,mim2gene,OMIM:612337,
HP:0000377,Abnormality of the pinna,157570,ESCO2,,orphadata,ORPHA:3103,
HP:0000377,Abnormality of the pinna,23019,CNOT1,-,mim2gene,OMIM:618500,
HP:0000377,Abnormality of the pinna,324,APC,,orphadata,ORPHA:3258,
HP:0000377,Abnormality of the pinna,368,ABCC6,,orphadata,ORPHA:51608,
HP:0000377,Abnormality of the pinna,9775,EIF4A3,-,mim2gene,OMIM:268305,
HP:0000377,Abnormality of the pinna,5718,PSMD12,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,23291,FBXW11,-,mim2gene,OMIM:618914,
HP:0000377,Abnormality of the pinna,284252,KCTD1,-,mim2gene,OMIM:181270,
HP:0000377,Abnormality of the pinna,9969,MED13,,orphadata,ORPHA:528084,
HP:0000377,Abnormality of the pinna,3481,IGF2,-,mim2gene,OMIM:130650,
HP:0000377,Abnormality of the pinna,23384,SPECC1L,,orphadata,ORPHA:1519,
HP:0000377,Abnormality of the pinna,3984,LIMK1,,orphadata,ORPHA:904,
HP:0000377,Abnormality of the pinna,8270,LAGE3,,orphadata,ORPHA:2065,
