HPO-id,HPO label,entrz-gene-id,entrez-gene-symbol,additional info from G-D source,G-D source,Disease-ID for link
,,3339,HSPG2,,orphadata,ORPHA:1606
,,1717,DHCR7,,orphadata,ORPHA:818
,,4015,LOX,,orphadata,ORPHA:91387
,,23013,SPEN,,orphadata,ORPHA:1606
,,81794,ADAMTS10,-,mim2gene,OMIM:277600
,,92579,G6PC3,-,mim2gene,OMIM:612541
,,286,ANK1,,orphadata,ORPHA:251066
,,23384,SPECC1L,-,mim2gene,OMIM:145410
,,4784,NFIX,-,mim2gene,OMIM:602535
,,23013,SPEN,,orphadata,ORPHA:1606
,,135886,TMEM270,,orphadata,ORPHA:904
,,2303,FOXC2,,orphadata,ORPHA:33001
,,83990,BRIP1,,orphadata,ORPHA:84
,,51626,DYNC2LI1,-,mim2gene,OMIM:617088
,,2186,BPTF,,orphadata,ORPHA:529962
,,2294,FOXF1,-,mim2gene,OMIM:265380
,,54892,NCAPG2,-,mim2gene,OMIM:618460
,,5977,DPF2,,orphadata,ORPHA:1465
,,84464,SLX4,,orphadata,ORPHA:84
,,7516,XRCC2,question,mim2gene,OMIM:617247
,,6888,TALDO1,-,mim2gene,OMIM:606003
,,59,ACTA2,,orphadata,ORPHA:91387
,,6804,STX1A,,orphadata,ORPHA:904
,,213,ALB,-,mim2gene,OMIM:616000
,,28952,CCDC22,-,mim2gene,OMIM:300963
,,55780,ERMARD,,orphadata,ORPHA:98892
,,5331,PLCB3,-,mim2gene,OMIM:618961
,,79053,ALG8,-,mim2gene,OMIM:608104
,,8216,LZTR1,-,mim2gene,OMIM:616564
,,7021,TFAP2B,-,mim2gene,OMIM:617035
,,7490,WT1,,orphadata,ORPHA:3097
,,80781,COL18A1,,orphadata,ORPHA:1571
,,9031,BAZ1B,,orphadata,ORPHA:904
,,51715,RAB23,-,mim2gene,OMIM:201000
,,54897,CASZ1,,orphadata,ORPHA:1606
,,4853,NOTCH2,-,mim2gene,OMIM:102500
,,84172,POLR1B,,orphadata,ORPHA:861
,,8239,USP9X,,orphadata,ORPHA:480880
,,7319,UBE2A,,orphadata,ORPHA:163956
,,2200,FBN1,,orphadata,ORPHA:91387
,,1718,DHCR24,-,mim2gene,OMIM:602398
,,3845,KRAS,-,mim2gene,OMIM:600268
,,57231,SNX14,,orphadata,ORPHA:397709
,,2626,GATA4,,orphadata,ORPHA:251071
,,221037,JMJD1C,,orphadata,ORPHA:567
,,84163,GTF2IRD2,,orphadata,ORPHA:904
,,84148,KAT8,-,mim2gene,OMIM:618974
,,10664,CTCF,-,mim2gene,OMIM:615502
,,7703,PCGF2,-,mim2gene,OMIM:618371
,,51117,COQ4,-,mim2gene,OMIM:616276
,,2303,FOXC2,-,mim2gene,OMIM:153400
,,3764,KCNJ8,,orphadata,ORPHA:1517
,,29089,UBE2T,,orphadata,ORPHA:84
,,5781,PTPN11,-,mim2gene,OMIM:163950
,,137814,NKX2-6,,orphadata,ORPHA:3384
,,2697,GJA1,,orphadata,ORPHA:2248
,,2188,FANCF,-,mim2gene,OMIM:603467
,,64220,STRA6,-,mim2gene,OMIM:601186
,,5604,MAP2K1,-,mim2gene,OMIM:163950
,,7798,LUZP1,,orphadata,ORPHA:1606
,,2316,FLNA,,orphadata,ORPHA:98892
,,51021,MRPS16,-,mim2gene,OMIM:610498
,,2200,FBN1,-,mim2gene,OMIM:608328
,,4625,MYH7,,orphadata,ORPHA:1880
,,2301,FOXE3,,orphadata,ORPHA:91387
,,6748,SSR4,,orphadata,ORPHA:370927
,,10526,IPO8,-,mim2gene,OMIM:619472
,,7750,ZMYM2,-,mim2gene,OMIM:619522
,,10262,SF3B4,-,mim2gene,OMIM:154400
,,55159,RFWD3,,orphadata,ORPHA:84
,,6651,SON,-,mim2gene,OMIM:617140
,,2563,GABRD,,orphadata,ORPHA:1606
,,6497,SKI,,orphadata,ORPHA:1606
,,6910,TBX5,,orphadata,ORPHA:392
,,1837,DTNA,-,mim2gene,OMIM:604169
,,6910,TBX5,-,mim2gene,OMIM:142900
,,145173,B3GLCT,-,mim2gene,OMIM:261540
,,6135,RPL11,-,mim2gene,OMIM:612562
,,2316,FLNA,-,mim2gene,OMIM:300049
,,4131,MAP1B,,orphadata,ORPHA:98892
,,6239,RREB1,,orphadata,ORPHA:567
,,7461,CLIP2,,orphadata,ORPHA:904
,,9569,GTF2IRD1,,orphadata,ORPHA:904
,,2316,FLNA,,orphadata,ORPHA:99811
HP:0001660,Truncus arteriosus,,,,,
,,6899,TBX1,,orphadata,ORPHA:567
,,22827,PUF60,,orphadata,ORPHA:508488
,,2627,GATA6,-,mim2gene,OMIM:217095
,,54916,TMEM260,-,mim2gene,OMIM:617478
,,613,BCR,,orphadata,ORPHA:261330
,,2702,GJA5,-,mim2gene,OMIM:612474
,,1312,COMT,,orphadata,ORPHA:567
,,6899,TBX1,-,mim2gene,OMIM:188400
,,23129,PLXND1,,orphadata,ORPHA:3384
,,7290,HIRA,,orphadata,ORPHA:567
,,2627,GATA6,-,mim2gene,OMIM:600001
,,5594,MAPK1,,orphadata,ORPHA:261330
,,137814,NKX2-6,,orphadata,ORPHA:3384
,,22827,PUF60,,orphadata,ORPHA:508498
,,54567,DLL4,-,mim2gene,OMIM:616589
,,64220,STRA6,-,mim2gene,OMIM:601186
,,421,ARVCF,,orphadata,ORPHA:567
,,9632,SEC24C,,orphadata,ORPHA:567
,,6899,TBX1,,orphadata,ORPHA:567
,,1482,NKX2-5,-,mim2gene,OMIM:217095
,,6239,RREB1,,orphadata,ORPHA:567
,,284086,NEK8,-,mim2gene,OMIM:615415
,,2812,GP1BB,,orphadata,ORPHA:567
,,7353,UFD1,,orphadata,ORPHA:567
,,1399,CRKL,,orphadata,ORPHA:261330
,,6899,TBX1,-,mim2gene,OMIM:217095
,,137814,NKX2-6,-,mim2gene,OMIM:217095
,,5718,PSMD12,-,mim2gene,OMIM:617516
,,221037,JMJD1C,,orphadata,ORPHA:567
,,2703,GJA8,-,mim2gene,OMIM:612474
HP:0001669,Transposition of the great arteries,,,,,
,,54768,HYDIN,,orphadata,ORPHA:244
,,26227,PHGDH,-,mim2gene,OMIM:256520
,,2627,GATA6,-,mim2gene,OMIM:217095
,,51364,ZMYND10,,orphadata,ORPHA:244
,,2657,GDF1,-,mim2gene,OMIM:208530
,,92749,DRC1,,orphadata,ORPHA:244
,,220136,CFAP53,-,mim2gene,OMIM:614779
,,27019,DNAI1,,orphadata,ORPHA:244
,,55036,CCDC40,,orphadata,ORPHA:244
,,23129,PLXND1,,orphadata,ORPHA:3384
,,83861,RSPH3,,orphadata,ORPHA:244
,,4000,LMNA,,orphadata,ORPHA:1662
,,345643,MCIDAS,,orphadata,ORPHA:244
,,9487,PIGL,-,mim2gene,OMIM:280000
,,2627,GATA6,-,mim2gene,OMIM:600001
,,1767,DNAH5,,orphadata,ORPHA:244
,,2719,GPC3,-,mim2gene,OMIM:312870
,,27148,STK36,,orphadata,ORPHA:244
,,137814,NKX2-6,,orphadata,ORPHA:3384
,,246176,GAS2L2,,orphadata,ORPHA:244
,,23389,MED13L,-,mim2gene,OMIM:616789
,,650,BMP2,-,mim2gene,OMIM:617877
,,388389,CCDC103,,orphadata,ORPHA:244
,,23639,DNAAF11,,orphadata,ORPHA:244
,,85016,CFAP300,,orphadata,ORPHA:244
,,55172,DNAAF2,,orphadata,ORPHA:244
,,6674,SPAG1,,orphadata,ORPHA:244
,,93233,ODAD1,,orphadata,ORPHA:244
,,83544,DNAL1,,orphadata,ORPHA:244
,,54970,TTC12,,orphadata,ORPHA:244
,,339829,CCDC39,,orphadata,ORPHA:244
,,2657,GDF1,-,mim2gene,OMIM:613854
,,10309,CCNO,,orphadata,ORPHA:244
,,221421,RSPH9,,orphadata,ORPHA:244
,,2218,FKTN,-,mim2gene,OMIM:253800
,,4838,NODAL,-,mim2gene,OMIM:270100
,,1954,MEGF8,-,mim2gene,OMIM:614976
,,6899,TBX1,-,mim2gene,OMIM:217095
,,55997,CFC1,-,mim2gene,OMIM:605376
,,55130,ODAD2,,orphadata,ORPHA:244
,,54870,QRICH1,-,mim2gene,OMIM:617982
,,137814,NKX2-6,-,mim2gene,OMIM:217095
,,58499,ZNF462,-,mim2gene,OMIM:618619
,,56683,CFAP298,,orphadata,ORPHA:244
,,118856,MMP21,-,mim2gene,OMIM:616749
,,123872,DNAAF1,,orphadata,ORPHA:244
,,2302,FOXJ1,,orphadata,ORPHA:244
,,2239,GPC4,-,mim2gene,OMIM:312870
,,152110,NEK10,,orphadata,ORPHA:244
,,161582,DNAAF4,,orphadata,ORPHA:244
,,2702,GJA5,-,mim2gene,OMIM:612474
,,6899,TBX1,,orphadata,ORPHA:1727
,,115948,ODAD3,,orphadata,ORPHA:244
,,83538,ODAD4,,orphadata,ORPHA:244
,,54919,DNAAF5,,orphadata,ORPHA:244
,,115399,LRRC56,,orphadata,ORPHA:244
,,2622,GAS8,,orphadata,ORPHA:244
,,10269,ZMPSTE24,,orphadata,ORPHA:1662
,,6103,RPGR,,orphadata,ORPHA:244
,,9487,PIGL,,orphadata,ORPHA:3474
,,345895,RSPH4A,,orphadata,ORPHA:244
,,2783,GNB2,-,mim2gene,OMIM:619503
,,2187,FANCB,-,mim2gene,OMIM:314390
,,7547,ZIC3,-,mim2gene,OMIM:314390
,,7490,WT1,,orphadata,ORPHA:3097
,,89765,RSPH1,,orphadata,ORPHA:244
,,352909,DNAAF3,,orphadata,ORPHA:244
,,1770,DNAH9,,orphadata,ORPHA:244
,,51715,RAB23,-,mim2gene,OMIM:201000
,,85478,CCDC65,,orphadata,ORPHA:244
,,374407,DNAJB13,,orphadata,ORPHA:244
,,1482,NKX2-5,-,mim2gene,OMIM:217095
,,8481,OFD1,,orphadata,ORPHA:244
,,2627,GATA6,,orphadata,ORPHA:2255
,,8701,DNAH11,,orphadata,ORPHA:244
,,51314,NME8,,orphadata,ORPHA:244
,,7547,ZIC3,-,mim2gene,OMIM:306955
,,64446,DNAI2,,orphadata,ORPHA:244
,,7490,WT1,-,mim2gene,OMIM:608978
,,200373,CFAP221,,orphadata,ORPHA:244
,,79925,SPEF2,,orphadata,ORPHA:244
,,2626,GATA4,,orphadata,ORPHA:251071
,,25981,DNAH1,,orphadata,ORPHA:244
,,139212,DNAAF6,,orphadata,ORPHA:244
,,2703,GJA8,-,mim2gene,OMIM:612474
HP:0001679,Abnormal aortic morphology,,,,,
,,2006,ELN,,orphadata,ORPHA:90348
,,4089,SMAD4,-,mim2gene,OMIM:139210
,,7043,TGFB3,-,mim2gene,OMIM:615582
,,7046,TGFBR1,,orphadata,ORPHA:91387
,,84628,NTNG2,,orphadata,ORPHA:528084
,,1312,COMT,,orphadata,ORPHA:567
,,57178,ZMIZ1,,orphadata,ORPHA:528084
,,2260,FGFR1,,orphadata,ORPHA:2396
,,23129,PLXND1,,orphadata,ORPHA:3384
,,55621,TRMT1,,orphadata,ORPHA:528084
,,2623,GATA1,,orphadata,ORPHA:124
,,10847,SRCAP,-,mim2gene,OMIM:136140
,,5888,RAD51,,orphadata,ORPHA:84
,,2627,GATA6,-,mim2gene,OMIM:600001
,,4144,MAT2A,,orphadata,ORPHA:91387
,,2629,GBA,,orphadata,ORPHA:2072
,,284058,KANSL1,,orphadata,ORPHA:363965
,,1349,COX7B,-,mim2gene,OMIM:309801
,,3265,HRAS,-,mim2gene,OMIM:163200
,,2969,GTF2I,,orphadata,ORPHA:904
,,2176,FANCC,,orphadata,ORPHA:84
,,653361,NCF1,,orphadata,ORPHA:904
,,4920,ROR2,,orphadata,ORPHA:1507
,,1795,DOCK3,,orphadata,ORPHA:528084
,,4629,MYH11,-,mim2gene,OMIM:132900
,,2657,GDF1,-,mim2gene,OMIM:613854
,,7026,NR2F2,-,mim2gene,OMIM:615779
,,2201,FBN2,-,mim2gene,OMIM:121050
,,8802,SUCLG1,,orphadata,ORPHA:17
,,1000,CDH2,-,mim2gene,OMIM:618929
,,9442,MED27,,orphadata,ORPHA:528084
,,7458,EIF4H,,orphadata,ORPHA:904
,,9759,HDAC4,,orphadata,ORPHA:1001
,,9968,MED12,-,mim2gene,OMIM:301068
,,338,APOB,,orphadata,ORPHA:391665
,,6141,RPL18,,orphadata,ORPHA:124
,,2188,FANCF,,orphadata,ORPHA:84
,,6496,SIX3,,orphadata,ORPHA:280195
,,2072,ERCC4,,orphadata,ORPHA:84
,,79989,TTC26,-,mim2gene,OMIM:619534
,,26119,LDLRAP1,,orphadata,ORPHA:391665
,,2177,FANCD2,,orphadata,ORPHA:84
,,5053,PAH,,orphadata,ORPHA:2209
,,5727,PTCH1,,orphadata,ORPHA:280195
,,3845,KRAS,-,mim2gene,OMIM:163200
,,7283,TUBG1,,orphadata,ORPHA:261183
,,2201,FBN2,,orphadata,ORPHA:115
,,4015,LOX,-,mim2gene,OMIM:617168
,,2301,FOXE3,susceptibility,mim2gene,OMIM:617349
,,81031,SLC2A10,-,mim2gene,OMIM:208050
,,79796,ALG9,,orphadata,ORPHA:730
,,284058,KANSL1,-,mim2gene,OMIM:610443
,,4613,MYCN,,orphadata,ORPHA:391641
,,5728,PTEN,,orphadata,ORPHA:109
,,51412,ACTL6B,,orphadata,ORPHA:528084
,,55636,CHD7,-,mim2gene,OMIM:214800
,,1278,COL1A2,,orphadata,ORPHA:230851
,,7048,TGFBR2,,orphadata,ORPHA:91387
,,4851,NOTCH1,,orphadata,ORPHA:402075
,,284361,EMC10,,orphadata,ORPHA:528084
,,1399,CRKL,,orphadata,ORPHA:261330
,,55120,FANCL,,orphadata,ORPHA:84
,,132,ADK,-,mim2gene,OMIM:614300
,,6945,MLX,,orphadata,ORPHA:3287
,,1290,COL5A2,,orphadata,ORPHA:287
,,84153,RNASEH2C,,orphadata,ORPHA:51
,,56896,DPYSL5,,orphadata,ORPHA:528084
,,4088,SMAD3,,orphadata,ORPHA:284984
,,64135,IFIH1,,orphadata,ORPHA:51
,,9723,SEMA3E,question,mim2gene,OMIM:214800
,,9469,CHST3,-,mim2gene,OMIM:245600
,,4281,MID1,,orphadata,ORPHA:2745
,,1108,CHD4,-,mim2gene,OMIM:617159
,,29957,SLC25A24,-,mim2gene,OMIM:612289
,,25930,PTPN23,,orphadata,ORPHA:528084
,,9320,TRIP12,,orphadata,ORPHA:528084
,,7170,TPM3,,orphadata,ORPHA:171881
,,7248,TSC1,,orphadata,ORPHA:805
,,4088,SMAD3,,orphadata,ORPHA:91387
,,23162,MAPK8IP3,,orphadata,ORPHA:528084
,,3949,LDLR,,orphadata,ORPHA:391665
,,30008,EFEMP2,-,mim2gene,OMIM:614437
,,701,BUB1B,,orphadata,ORPHA:1052
,,3778,KCNMA1,,orphadata,ORPHA:528084
,,1581,CYP7A1,,orphadata,ORPHA:209902
,,10459,MAD2L2,,orphadata,ORPHA:84
,,9839,ZEB2,,orphadata,ORPHA:261537
,,2175,FANCA,,orphadata,ORPHA:84
,,10195,ALG3,,orphadata,ORPHA:79321
,,5518,PPP2R1A,,orphadata,ORPHA:457284
,,9275,BCL7B,,orphadata,ORPHA:904
,,56006,SMG9,-,mim2gene,OMIM:616920
,,6497,SKI,-,mim2gene,OMIM:182212
,,4621,MYH3,,orphadata,ORPHA:2990
,,6155,RPL27,,orphadata,ORPHA:124
,,7046,TGFBR1,-,mim2gene,OMIM:609192
,,2187,FANCB,-,mim2gene,OMIM:300514
,,4838,NODAL,,orphadata,ORPHA:280195
,,6711,SPTBN1,-,mim2gene,OMIM:619475
,,6491,STIL,,orphadata,ORPHA:280195
,,4629,MYH11,,orphadata,ORPHA:229
,,7403,KDM6A,-,mim2gene,OMIM:147920
,,23291,FBXW11,,orphadata,ORPHA:528084
,,23001,WDFY3,,orphadata,ORPHA:528084
,,7042,TGFB2,,orphadata,ORPHA:91387
,,51322,WAC,,orphadata,ORPHA:284169
,,6165,RPL35A,,orphadata,ORPHA:124
,,25,ABL1,-,mim2gene,OMIM:617602
,,2186,BPTF,,orphadata,ORPHA:528084
,,6204,RPS10,,orphadata,ORPHA:124
,,80232,WDR26,,orphadata,ORPHA:513456
,,6942,TCF20,,orphadata,ORPHA:528084
,,6231,RPS26,,orphadata,ORPHA:124
,,4629,MYH11,-,mim2gene,OMIM:619351
,,6899,TBX1,-,mim2gene,OMIM:192430
,,1482,NKX2-5,,orphadata,ORPHA:402075
,,9968,MED12,-,mim2gene,OMIM:309520
,,1281,COL3A1,,orphadata,ORPHA:231160
,,10516,FBLN5,-,mim2gene,OMIM:219100
,,63976,PRDM16,,orphadata,ORPHA:1606
,,255738,PCSK9,,orphadata,ORPHA:391665
,,55636,CHD7,,orphadata,ORPHA:138
,,7546,ZIC2,,orphadata,ORPHA:280195
,,6210,RPS15A,,orphadata,ORPHA:124
,,182,JAG1,-,mim2gene,OMIM:118450
,,4088,SMAD3,-,mim2gene,OMIM:613795
,,8076,MFAP5,-,mim2gene,OMIM:616166
,,4212,MEIS2,-,mim2gene,OMIM:600987
,,23556,PIGN,,orphadata,ORPHA:280633
,,63035,BCORL1,,orphadata,ORPHA:528084
,,64359,NXN,,orphadata,ORPHA:1507
,,51132,RLIM,,orphadata,ORPHA:528084
,,155368,METTL27,,orphadata,ORPHA:904
,,2627,GATA6,,orphadata,ORPHA:2255
,,100151683,RNU4ATAC,-,mim2gene,OMIM:210710
,,1717,DHCR7,-,mim2gene,OMIM:270400
,,129563,DIS3L2,-,mim2gene,OMIM:267000
,,7048,TGFBR2,-,mim2gene,OMIM:610168
,,1387,CREBBP,-,mim2gene,OMIM:180849
,,2972,BRF1,,orphadata,ORPHA:444072
,,23556,PIGN,,orphadata,ORPHA:2059
,,4629,MYH11,,orphadata,ORPHA:91387
,,7050,TGIF1,,orphadata,ORPHA:280195
,,9702,CEP57,,orphadata,ORPHA:1052
,,2187,FANCB,,orphadata,ORPHA:84
,,90416,CCDC32,,orphadata,ORPHA:528084
,,9839,ZEB2,,orphadata,ORPHA:261552
,,55033,FKBP14,-,mim2gene,OMIM:614557
,,55215,FANCI,,orphadata,ORPHA:84
,,23040,MYT1L,,orphadata,ORPHA:528084
,,348,APOE,,orphadata,ORPHA:412
,,8220,ESS2,-,mim2gene,OMIM:192430
,,5310,PKD1,,orphadata,ORPHA:730
,,7169,TPM2,,orphadata,ORPHA:171881
,,26191,PTPN22,,orphadata,ORPHA:397
,,23193,GANAB,,orphadata,ORPHA:730
,,1289,COL5A1,-,mim2gene,OMIM:130000
,,5351,PLOD1,,orphadata,ORPHA:1900
,,3423,IDS,,orphadata,ORPHA:217085
,,6138,RPL15,,orphadata,ORPHA:124
,,23327,NEDD4L,,orphadata,ORPHA:98892
,,7403,KDM6A,,orphadata,ORPHA:2322
,,473,RERE,,orphadata,ORPHA:1606
,,5296,PIK3R2,-,mim2gene,OMIM:603387
,,3052,HCCS,-,mim2gene,OMIM:309801
,,2737,GLI3,-,mim2gene,OMIM:146510
,,103,ADAR,,orphadata,ORPHA:51
,,79813,EHMT1,,orphadata,ORPHA:96147
,,2006,ELN,,orphadata,ORPHA:91387
,,8295,TRRAP,-,mim2gene,OMIM:618454
,,2006,ELN,,orphadata,ORPHA:904
,,6899,TBX1,,orphadata,ORPHA:567
,,6558,SLC12A2,,orphadata,ORPHA:528084
,,3756,KCNH1,-,mim2gene,OMIM:135500
,,5982,RFC2,,orphadata,ORPHA:904
,,4838,NODAL,-,mim2gene,OMIM:270100
,,6997,TDGF1,,orphadata,ORPHA:280195
,,55148,UBR7,,orphadata,ORPHA:528084
,,55904,KMT2E,,orphadata,ORPHA:528084
,,5592,PRKG1,,orphadata,ORPHA:91387
,,89910,UBE3B,-,mim2gene,OMIM:244450
,,3423,IDS,,orphadata,ORPHA:217093
,,5311,PKD2,,orphadata,ORPHA:730
,,1277,COL1A1,,orphadata,ORPHA:287
,,8468,FKBP6,,orphadata,ORPHA:904
,,1387,CREBBP,,orphadata,ORPHA:353281
,,2893,GRIA4,,orphadata,ORPHA:528084
,,84842,HPDL,,orphadata,ORPHA:528084
,,4000,LMNA,,orphadata,ORPHA:363618
,,6223,RPS19,-,mim2gene,OMIM:105650
,,7249,TSC2,,orphadata,ORPHA:805
,,59,ACTA2,-,mim2gene,OMIM:611788
,,9993,DGCR2,-,mim2gene,OMIM:192430
,,23483,TGDS,-,mim2gene,OMIM:616145
,,114049,BUD23,,orphadata,ORPHA:904
,,2263,FGFR2,-,mim2gene,OMIM:101200
,,5889,RAD51C,,orphadata,ORPHA:84
,,3593,IL12B,,orphadata,ORPHA:3287
,,2178,FANCE,,orphadata,ORPHA:84
,,84277,DNAJC30,,orphadata,ORPHA:904
,,81031,SLC2A10,,orphadata,ORPHA:3342
,,1482,NKX2-5,,orphadata,ORPHA:2248
,,25981,DNAH1,question,mim2gene,OMIM:617577
,,2737,GLI3,,orphadata,ORPHA:672
,,6934,TCF7L2,,orphadata,ORPHA:528084
,,54517,PUS7,,orphadata,ORPHA:528084
,,64241,ABCG8,,orphadata,ORPHA:391665
,,80114,BICC1,,orphadata,ORPHA:730
,,2627,GATA6,-,mim2gene,OMIM:217095
,,2313,FLI1,,orphadata,ORPHA:2308
,,1788,DNMT3A,,orphadata,ORPHA:404443
,,84976,DISP1,,orphadata,ORPHA:280195
,,6229,RPS24,,orphadata,ORPHA:124
,,2629,GBA,-,mim2gene,OMIM:231005
,,10492,SYNCRIP,,orphadata,ORPHA:528084
,,6899,TBX1,-,mim2gene,OMIM:188400
,,155382,VPS37D,,orphadata,ORPHA:904
,,4089,SMAD4,,orphadata,ORPHA:91387
,,5500,PPP1CB,-,mim2gene,OMIM:617506
,,2033,EP300,,orphadata,ORPHA:353284
,,51816,ADA2,,orphadata,ORPHA:124
,,27161,AGO2,,orphadata,ORPHA:528084
,,4087,SMAD2,,orphadata,ORPHA:91387
,,6223,RPS19,,orphadata,ORPHA:124
,,4638,MYLK,-,mim2gene,OMIM:613780
,,7046,TGFBR1,,orphadata,ORPHA:60030
,,699,BUB1,,orphadata,ORPHA:1052
,,160418,TMTC3,,orphadata,ORPHA:98892
,,6045,RNF2,,orphadata,ORPHA:528084
,,51726,DNAJB11,,orphadata,ORPHA:730
,,83854,ANGPTL6,,orphadata,ORPHA:231160
,,22854,NTNG1,,orphadata,ORPHA:528084
,,118856,MMP21,-,mim2gene,OMIM:616749
,,1146,CHRNG,,orphadata,ORPHA:2990
,,6469,SHH,,orphadata,ORPHA:280195
,,286053,NSMCE2,-,mim2gene,OMIM:617253
,,4638,MYLK,,orphadata,ORPHA:91387
,,54916,TMEM260,-,mim2gene,OMIM:617478
,,9319,TRIP13,,orphadata,ORPHA:1052
,,2702,GJA5,-,mim2gene,OMIM:612474
,,2033,EP300,-,mim2gene,OMIM:180849
,,57057,TBX20,-,mim2gene,OMIM:611363
,,6711,SPTBN1,,orphadata,ORPHA:528084
,,4849,CNOT3,,orphadata,ORPHA:528084
,,8788,DLK1,,orphadata,ORPHA:96334
,,2324,FLT4,-,mim2gene,OMIM:618780
,,64135,IFIH1,-,mim2gene,OMIM:182250
,,1277,COL1A1,-,mim2gene,OMIM:166200
,,23493,HEY2,,orphadata,ORPHA:91387
,,675,BRCA2,,orphadata,ORPHA:84
,,7516,XRCC2,,orphadata,ORPHA:84
,,3190,HNRNPK,,orphadata,ORPHA:352665
,,84148,KAT8,,orphadata,ORPHA:528084
,,9702,CEP57,-,mim2gene,OMIM:614114
,,9739,SETD1A,,orphadata,ORPHA:528084
,,2812,GP1BB,,orphadata,ORPHA:567
,,10535,RNASEH2A,,orphadata,ORPHA:51
,,27125,AFF4,,orphadata,ORPHA:444077
,,1024,CDK8,-,mim2gene,OMIM:618748
,,672,BRCA1,,orphadata,ORPHA:84
,,165,AEBP1,,orphadata,ORPHA:536532
,,54880,BCOR,-,mim2gene,OMIM:300166
,,78987,CRELD1,-,mim2gene,OMIM:606217
,,2200,FBN1,-,mim2gene,OMIM:154700
,,51085,MLXIPL,,orphadata,ORPHA:904
,,11198,SUPT16H,-,mim2gene,OMIM:619480
,,6736,SRY,,orphadata,ORPHA:1772
,,10743,RAI1,,orphadata,ORPHA:477817
,,5832,ALDH18A1,,orphadata,ORPHA:90348
,,2317,FLNB,-,mim2gene,OMIM:150250
,,5826,ABCD4,-,mim2gene,OMIM:614857
,,3106,HLA-B,,orphadata,ORPHA:3287
,,673,BRAF,-,mim2gene,OMIM:163950
,,23030,KDM4B,,orphadata,ORPHA:528084
,,4089,SMAD4,-,mim2gene,OMIM:175050
,,3106,HLA-B,,orphadata,ORPHA:397
,,55784,MCTP2,,orphadata,ORPHA:1596
,,50937,CDON,,orphadata,ORPHA:280195
,,368,ABCC6,,orphadata,ORPHA:51608
,,10664,CTCF,,orphadata,ORPHA:363611
,,5718,PSMD12,,orphadata,ORPHA:528084
,,9969,MED13,,orphadata,ORPHA:528084
,,113246,C12ORF57,,orphadata,ORPHA:1777
,,8214,DGCR6,-,mim2gene,OMIM:192430
,,3984,LIMK1,,orphadata,ORPHA:904
,,3081,HGD,-,mim2gene,OMIM:203500
,,6899,TBX1,-,mim2gene,OMIM:217095
,,1182,CLCN3,,orphadata,ORPHA:528084
,,137814,NKX2-6,-,mim2gene,OMIM:217095
,,6218,RPS17,,orphadata,ORPHA:124
,,6201,RPS7,,orphadata,ORPHA:124
,,6888,TALDO1,,orphadata,ORPHA:101028
,,123606,NIPA1,,orphadata,ORPHA:261183
,,84665,MYPN,,orphadata,ORPHA:171881
,,6899,TBX1,,orphadata,ORPHA:567
,,22827,PUF60,,orphadata,ORPHA:508488
,,2619,GAS1,,orphadata,ORPHA:280195
,,8085,KMT2D,-,mim2gene,OMIM:147920
,,6234,RPS28,,orphadata,ORPHA:124
,,5590,PRKCZ,,orphadata,ORPHA:1606
,,139285,AMER1,,orphadata,ORPHA:2780
,,10269,ZMPSTE24,,orphadata,ORPHA:1662
,,4893,NRAS,-,mim2gene,OMIM:163200
,,7707,ZNF148,-,mim2gene,OMIM:617260
,,11224,RPL35,,orphadata,ORPHA:124
,,10277,UBE4B,,orphadata,ORPHA:1606
,,55901,THSD1,,orphadata,ORPHA:231160
,,8216,LZTR1,-,mim2gene,OMIM:605275
,,9723,SEMA3E,,orphadata,ORPHA:138
,,421,ARVCF,,orphadata,ORPHA:567
,,54453,RIN2,,orphadata,ORPHA:217335
,,7048,TGFBR2,,orphadata,ORPHA:60030
,,1482,NKX2-5,-,mim2gene,OMIM:217095
,,6125,RPL5,,orphadata,ORPHA:124
,,23112,TNRC6B,,orphadata,ORPHA:528084
,,1387,CREBBP,,orphadata,ORPHA:353277
,,7353,UFD1,,orphadata,ORPHA:567
,,59,ACTA2,-,mim2gene,OMIM:613834
,,5238,PGM3,-,mim2gene,OMIM:615816
,,6232,RPS27,,orphadata,ORPHA:124
,,64324,NSD1,,orphadata,ORPHA:821
,,64240,ABCG5,,orphadata,ORPHA:391665
,,8076,MFAP5,,orphadata,ORPHA:91387
,,26115,TANC2,,orphadata,ORPHA:528084
,,2657,GDF1,-,mim2gene,OMIM:208530
,,79621,RNASEH2B,,orphadata,ORPHA:51
,,1656,DDX6,,orphadata,ORPHA:528084
,,1281,COL3A1,-,mim2gene,OMIM:618343
,,7290,HIRA,,orphadata,ORPHA:567
,,4000,LMNA,,orphadata,ORPHA:1662
,,54828,BCAS3,,orphadata,ORPHA:528084
,,79728,PALB2,,orphadata,ORPHA:84
,,8514,KCNAB2,,orphadata,ORPHA:1606
,,29072,SETD2,,orphadata,ORPHA:821
,,8567,MADD,,orphadata,ORPHA:528084
,,6224,RPS20,,orphadata,ORPHA:124
,,5236,PGM1,-,mim2gene,OMIM:614921
,,64398,PALS1,,orphadata,ORPHA:528084
,,10564,ARFGEF2,,orphadata,ORPHA:98892
,,2189,FANCG,,orphadata,ORPHA:84
,,4091,SMAD6,,orphadata,ORPHA:402075
