HPO Accession,HPO Term,Gene Symbol,Source,Source ID
HP:0001627,Abnormal heart morphology,STAG2,mim2gene,OMIM:301043
HP:0001627,Abnormal heart morphology,SNRPB,mim2gene,OMIM:117650
HP:0001627,Abnormal heart morphology,LRP5,mim2gene,OMIM:259770
HP:0001627,Abnormal heart morphology,NDUFB11,mim2gene,OMIM:300952
HP:0001627,Abnormal heart morphology,DMD,mim2gene,OMIM:302045
HP:0001627,Abnormal heart morphology,ZMYND10,mim2gene,OMIM:615444
HP:0001627,Abnormal heart morphology,SYNE1,mim2gene,OMIM:612998
HP:0001627,Abnormal heart morphology,FGFR2,mim2gene,OMIM:101400
HP:0001627,Abnormal heart morphology,DES,mim2gene,OMIM:604765
HP:0001627,Abnormal heart morphology,EXT2,mim2gene,OMIM:616682
HP:0001627,Abnormal heart morphology,TRIM37,mim2gene,OMIM:253250
HP:0001627,Abnormal heart morphology,ZNF687,mim2gene,OMIM:616833
HP:0001627,Abnormal heart morphology,SLC12A2,mim2gene,OMIM:619083
HP:0001627,Abnormal heart morphology,FBN1,mim2gene,OMIM:616914
HP:0001627,Abnormal heart morphology,ACTC1,mim2gene,OMIM:612794
HP:0001627,Abnormal heart morphology,CLN3,mim2gene,OMIM:204200
HP:0001627,Abnormal heart morphology,AFF4,mim2gene,OMIM:616368
HP:0001627,Abnormal heart morphology,TWNK,mim2gene,OMIM:609286
HP:0001627,Abnormal heart morphology,ESPN,mim2gene,OMIM:618632
HP:0001627,Abnormal heart morphology,TNNT2,mim2gene,OMIM:612422
HP:0001627,Abnormal heart morphology,HJV,mim2gene,OMIM:602390
HP:0001627,Abnormal heart morphology,BICRA,mim2gene,OMIM:619325
HP:0001627,Abnormal heart morphology,ACTN2,mim2gene,OMIM:612158
HP:0001627,Abnormal heart morphology,HCN4,mim2gene,OMIM:163800
HP:0001627,Abnormal heart morphology,COL2A1,mim2gene,OMIM:108300
HP:0001627,Abnormal heart morphology,IRX5,mim2gene,OMIM:611174
HP:0001627,Abnormal heart morphology,HFE,mim2gene,OMIM:235200
HP:0001627,Abnormal heart morphology,CPT1A,mim2gene,OMIM:255120
HP:0001627,Abnormal heart morphology,RPS19,mim2gene,OMIM:105650
HP:0001627,Abnormal heart morphology,ZFPM2,mim2gene,OMIM:187500
HP:0001627,Abnormal heart morphology,TGDS,mim2gene,OMIM:616145
HP:0001627,Abnormal heart morphology,FLNA,mim2gene,OMIM:305620
HP:0001627,Abnormal heart morphology,MCM10,mim2gene,OMIM:619313
HP:0001627,Abnormal heart morphology,KRAS,mim2gene,OMIM:615278
HP:0001627,Abnormal heart morphology,DNAH1,mim2gene,OMIM:617577
HP:0001627,Abnormal heart morphology,RPL10,mim2gene,OMIM:300998
HP:0001627,Abnormal heart morphology,MPLKIP,mim2gene,OMIM:234050
HP:0001627,Abnormal heart morphology,TNNC1,mim2gene,OMIM:611879
HP:0001627,Abnormal heart morphology,GATC,mim2gene,OMIM:618839
HP:0001627,Abnormal heart morphology,B3GAT3,mim2gene,OMIM:245600
HP:0001627,Abnormal heart morphology,GLA,mim2gene,OMIM:301500
HP:0001627,Abnormal heart morphology,OFD1,mim2gene,OMIM:311200
HP:0001627,Abnormal heart morphology,GATA6,mim2gene,OMIM:614475
HP:0001627,Abnormal heart morphology,MYPN,mim2gene,OMIM:617336
HP:0001627,Abnormal heart morphology,TWIST1,mim2gene,OMIM:101400
HP:0001627,Abnormal heart morphology,RAD21,mim2gene,OMIM:611376
HP:0001627,Abnormal heart morphology,MMP21,mim2gene,OMIM:616749
HP:0001627,Abnormal heart morphology,PALB2,mim2gene,OMIM:610832
HP:0001627,Abnormal heart morphology,NAA10,mim2gene,OMIM:300855
HP:0001627,Abnormal heart morphology,LDB3,mim2gene,OMIM:601493
HP:0001627,Abnormal heart morphology,TRNN,mim2gene,OMIM:220110
HP:0001627,Abnormal heart morphology,MTFMT,mim2gene,OMIM:614947
HP:0001627,Abnormal heart morphology,PTPN22,mim2gene,OMIM:152700
HP:0001627,Abnormal heart morphology,CACNA1D,mim2gene,OMIM:615474
HP:0001627,Abnormal heart morphology,LMNA,mim2gene,OMIM:115200
HP:0001627,Abnormal heart morphology,GAA,mim2gene,OMIM:232300
HP:0001627,Abnormal heart morphology,KCNQ1,mim2gene,OMIM:130650
HP:0001627,Abnormal heart morphology,SGCD,mim2gene,OMIM:601287
HP:0001627,Abnormal heart morphology,MMUT,mim2gene,OMIM:251000
HP:0001627,Abnormal heart morphology,MAP2K1,mim2gene,OMIM:163950
HP:0001627,Abnormal heart morphology,BANF1,mim2gene,OMIM:614008
HP:0001627,Abnormal heart morphology,GYS1,mim2gene,OMIM:611556
HP:0001627,Abnormal heart morphology,NOD2,mim2gene,OMIM:617321
HP:0001627,Abnormal heart morphology,MYLK2,mim2gene,OMIM:192600
HP:0001627,Abnormal heart morphology,BCOR,mim2gene,OMIM:300166
HP:0001627,Abnormal heart morphology,MGP,mim2gene,OMIM:245150
HP:0001627,Abnormal heart morphology,TERT,mim2gene,OMIM:613989
HP:0001627,Abnormal heart morphology,INVS,mim2gene,OMIM:602088
HP:0001627,Abnormal heart morphology,PAM16,mim2gene,OMIM:613320
HP:0001627,Abnormal heart morphology,ACADVL,mim2gene,OMIM:201475
HP:0001627,Abnormal heart morphology,SMG9,mim2gene,OMIM:616920
HP:0001627,Abnormal heart morphology,TRNT1,mim2gene,OMIM:616084
HP:0001627,Abnormal heart morphology,CHUK,mim2gene,OMIM:613630
HP:0001627,Abnormal heart morphology,HPS1,mim2gene,OMIM:203300
HP:0001627,Abnormal heart morphology,COG1,mim2gene,OMIM:611209
HP:0001627,Abnormal heart morphology,NDUFS8,mim2gene,OMIM:618222
HP:0001627,Abnormal heart morphology,MYL2,mim2gene,OMIM:619424
HP:0001627,Abnormal heart morphology,RIPK4,mim2gene,OMIM:263650
HP:0001627,Abnormal heart morphology,BCAS3,mim2gene,OMIM:619641
HP:0001627,Abnormal heart morphology,TMEM126A,mim2gene,OMIM:612989
HP:0001627,Abnormal heart morphology,HADHA,mim2gene,OMIM:609016
HP:0001627,Abnormal heart morphology,NKX2-5,mim2gene,OMIM:108900
HP:0001627,Abnormal heart morphology,ALG12,mim2gene,OMIM:607143
HP:0001627,Abnormal heart morphology,RYR1,mim2gene,OMIM:619542
HP:0001627,Abnormal heart morphology,MED12,mim2gene,OMIM:301068
HP:0001627,Abnormal heart morphology,AMER1,mim2gene,OMIM:300373
HP:0001627,Abnormal heart morphology,MMP2,mim2gene,OMIM:259600
HP:0001627,Abnormal heart morphology,ARHGAP31,mim2gene,OMIM:100300
HP:0001627,Abnormal heart morphology,NUP188,mim2gene,OMIM:618804
HP:0001627,Abnormal heart morphology,SLC22A5,mim2gene,OMIM:212140
HP:0001627,Abnormal heart morphology,FANCB,mim2gene,OMIM:314390
HP:0001627,Abnormal heart morphology,KANSL1,mim2gene,OMIM:610443
HP:0001627,Abnormal heart morphology,RRAS2,mim2gene,OMIM:618624
HP:0001627,Abnormal heart morphology,LMNA,mim2gene,OMIM:275210
HP:0001627,Abnormal heart morphology,ALKBH8,mim2gene,OMIM:618504
HP:0001627,Abnormal heart morphology,NKX2-5,mim2gene,OMIM:614432
HP:0001627,Abnormal heart morphology,VPS13B,mim2gene,OMIM:216550
HP:0001627,Abnormal heart morphology,ALX3,mim2gene,OMIM:136760
HP:0001627,Abnormal heart morphology,KCNH1,mim2gene,OMIM:135500
HP:0001627,Abnormal heart morphology,NODAL,mim2gene,OMIM:270100
HP:0001627,Abnormal heart morphology,ZMPSTE24,mim2gene,OMIM:275210
HP:0001627,Abnormal heart morphology,QRICH1,mim2gene,OMIM:617982
HP:0001627,Abnormal heart morphology,MYH6,mim2gene,OMIM:613251
HP:0001627,Abnormal heart morphology,COL1A1,mim2gene,OMIM:619115
HP:0001627,Abnormal heart morphology,SIK3,mim2gene,OMIM:618162
HP:0001627,Abnormal heart morphology,CHD4,mim2gene,OMIM:617159
HP:0001627,Abnormal heart morphology,PTPN11,mim2gene,OMIM:151100
HP:0001627,Abnormal heart morphology,DSG2,mim2gene,OMIM:612877
HP:0001627,Abnormal heart morphology,SBDS,mim2gene,OMIM:260400
HP:0001627,Abnormal heart morphology,STRADA,mim2gene,OMIM:611087
HP:0001627,Abnormal heart morphology,VIPAS39,mim2gene,OMIM:613404
HP:0001627,Abnormal heart morphology,ALG9,mim2gene,OMIM:608776
HP:0001627,Abnormal heart morphology,SVIL,mim2gene,OMIM:619040
HP:0001627,Abnormal heart morphology,ACTA1,mim2gene,OMIM:161800
HP:0001627,Abnormal heart morphology,RIT1,mim2gene,OMIM:615355
HP:0001627,Abnormal heart morphology,COL5A1,mim2gene,OMIM:130000
HP:0001627,Abnormal heart morphology,PIGS,mim2gene,OMIM:618143
HP:0001627,Abnormal heart morphology,MEFV,mim2gene,OMIM:608068
HP:0001627,Abnormal heart morphology,SPAG1,mim2gene,OMIM:615505
HP:0001627,Abnormal heart morphology,CITED2,mim2gene,OMIM:614431
HP:0001627,Abnormal heart morphology,BMP2,mim2gene,OMIM:235200
HP:0001627,Abnormal heart morphology,HNRNPH2,mim2gene,OMIM:300986
HP:0001627,Abnormal heart morphology,PIGL,mim2gene,OMIM:280000
HP:0001627,Abnormal heart morphology,CDK13,mim2gene,OMIM:617360
HP:0001627,Abnormal heart morphology,FAT4,mim2gene,OMIM:616006
HP:0001627,Abnormal heart morphology,CAV3,mim2gene,OMIM:192600
HP:0001627,Abnormal heart morphology,NFIX,mim2gene,OMIM:602535
HP:0001627,Abnormal heart morphology,TGFB1,mim2gene,OMIM:219700
HP:0001627,Abnormal heart morphology,DPH1,mim2gene,OMIM:616901
HP:0001627,Abnormal heart morphology,COA6,mim2gene,OMIM:616501
HP:0001627,Abnormal heart morphology,MRPL3,mim2gene,OMIM:614582
HP:0001627,Abnormal heart morphology,HADHB,mim2gene,OMIM:609015
HP:0001627,Abnormal heart morphology,VPS33B,mim2gene,OMIM:208085
HP:0001627,Abnormal heart morphology,DNAAF4,mim2gene,OMIM:615482
HP:0001627,Abnormal heart morphology,ASXL1,mim2gene,OMIM:605039
HP:0001627,Abnormal heart morphology,DLL4,mim2gene,OMIM:616589
HP:0001627,Abnormal heart morphology,ADAMTS10,mim2gene,OMIM:277600
HP:0001627,Abnormal heart morphology,FLAD1,mim2gene,OMIM:255100
HP:0001627,Abnormal heart morphology,PCCA,mim2gene,OMIM:606054
HP:0001627,Abnormal heart morphology,FBN1,mim2gene,OMIM:184900
HP:0001627,Abnormal heart morphology,COX6B1,mim2gene,OMIM:619051
HP:0001627,Abnormal heart morphology,IGF1R,mim2gene,OMIM:270450
HP:0001627,Abnormal heart morphology,PPP2CA,mim2gene,OMIM:618354
HP:0001627,Abnormal heart morphology,LTBP3,mim2gene,OMIM:601216
HP:0001627,Abnormal heart morphology,PQBP1,mim2gene,OMIM:309500
HP:0001627,Abnormal heart morphology,ARID2,mim2gene,OMIM:617808
HP:0001627,Abnormal heart morphology,ADNP,mim2gene,OMIM:615873
HP:0001627,Abnormal heart morphology,LMBR1,mim2gene,OMIM:188740
HP:0001627,Abnormal heart morphology,PHGDH,mim2gene,OMIM:256520
HP:0001627,Abnormal heart morphology,PDGFRA,mim2gene,OMIM:607685
HP:0001627,Abnormal heart morphology,WBP11,mim2gene,OMIM:619227
HP:0001627,Abnormal heart morphology,PPA2,mim2gene,OMIM:617223
HP:0001627,Abnormal heart morphology,DNAAF11,mim2gene,OMIM:614935
HP:0001627,Abnormal heart morphology,FDFT1,mim2gene,OMIM:618156
HP:0001627,Abnormal heart morphology,COL1A1,mim2gene,OMIM:166200
HP:0001627,Abnormal heart morphology,GBA,mim2gene,OMIM:608013
HP:0001627,Abnormal heart morphology,CFTR,mim2gene,OMIM:219700
HP:0001627,Abnormal heart morphology,NCAPG2,mim2gene,OMIM:618460
HP:0001627,Abnormal heart morphology,STAT2,mim2gene,OMIM:618886
HP:0001627,Abnormal heart morphology,DPM3,mim2gene,OMIM:612937
HP:0001627,Abnormal heart morphology,ZNF423,mim2gene,OMIM:614844
HP:0001627,Abnormal heart morphology,PGAP1,mim2gene,OMIM:615802
HP:0001627,Abnormal heart morphology,COX2,mim2gene,OMIM:540000
HP:0001627,Abnormal heart morphology,CHRNG,mim2gene,OMIM:253290
HP:0001627,Abnormal heart morphology,SLC29A3,mim2gene,OMIM:602782
HP:0001627,Abnormal heart morphology,EPHB4,mim2gene,OMIM:617300
HP:0001627,Abnormal heart morphology,MAP2K1,mim2gene,OMIM:615279
HP:0001627,Abnormal heart morphology,TCOF1,mim2gene,OMIM:154500
HP:0001627,Abnormal heart morphology,CDH2,mim2gene,OMIM:618920
HP:0001627,Abnormal heart morphology,NSDHL,mim2gene,OMIM:308050
HP:0001627,Abnormal heart morphology,CPT2,mim2gene,OMIM:600649
HP:0001627,Abnormal heart morphology,STK4,mim2gene,OMIM:614868
HP:0001627,Abnormal heart morphology,DZIP1,mim2gene,OMIM:610840
HP:0001627,Abnormal heart morphology,GJA5,mim2gene,OMIM:612474
HP:0001627,Abnormal heart morphology,GATA4,mim2gene,OMIM:614429
HP:0001627,Abnormal heart morphology,RLIM,mim2gene,OMIM:300978
HP:0001627,Abnormal heart morphology,SYNE2,mim2gene,OMIM:612999
HP:0001627,Abnormal heart morphology,GNS,mim2gene,OMIM:252940
HP:0001627,Abnormal heart morphology,NHLRC2,mim2gene,OMIM:618278
HP:0001627,Abnormal heart morphology,RAF1,mim2gene,OMIM:611553
HP:0001627,Abnormal heart morphology,BBS1,mim2gene,OMIM:209900
HP:0001627,Abnormal heart morphology,PEX1,mim2gene,OMIM:214100
HP:0001627,Abnormal heart morphology,TRNK,mim2gene,OMIM:540000
HP:0001627,Abnormal heart morphology,BMPR2,mim2gene,OMIM:178600
HP:0001627,Abnormal heart morphology,PRDM16,mim2gene,OMIM:615373
HP:0001627,Abnormal heart morphology,DVL3,mim2gene,OMIM:616894
HP:0001627,Abnormal heart morphology,THOC6,mim2gene,OMIM:613680
HP:0001627,Abnormal heart morphology,SMAD6,mim2gene,OMIM:614823
HP:0001627,Abnormal heart morphology,HES7,mim2gene,OMIM:613686
HP:0001627,Abnormal heart morphology,FLT4,mim2gene,OMIM:618780
HP:0001627,Abnormal heart morphology,DNAAF3,mim2gene,OMIM:606763
HP:0001627,Abnormal heart morphology,DSP,mim2gene,OMIM:607450
HP:0001627,Abnormal heart morphology,TBX3,mim2gene,OMIM:181450
HP:0001627,Abnormal heart morphology,NPHP3,mim2gene,OMIM:267010
HP:0001627,Abnormal heart morphology,EXOC2,mim2gene,OMIM:619306
HP:0001627,Abnormal heart morphology,YY1AP1,mim2gene,OMIM:602531
HP:0001627,Abnormal heart morphology,NBAS,mim2gene,OMIM:616483
HP:0001627,Abnormal heart morphology,DMD,mim2gene,OMIM:300376
HP:0001627,Abnormal heart morphology,AGO2,mim2gene,OMIM:619149
HP:0001627,Abnormal heart morphology,GJA8,mim2gene,OMIM:612474
HP:0001627,Abnormal heart morphology,SGO1,mim2gene,OMIM:616201
HP:0001627,Abnormal heart morphology,PTF1A,mim2gene,OMIM:609069
HP:0001627,Abnormal heart morphology,TBX20,mim2gene,OMIM:611363
HP:0001627,Abnormal heart morphology,SP110,mim2gene,OMIM:235550
HP:0001627,Abnormal heart morphology,PLN,mim2gene,OMIM:609909
HP:0001627,Abnormal heart morphology,PIK3R2,mim2gene,OMIM:603387
HP:0001627,Abnormal heart morphology,UQCRC2,mim2gene,OMIM:615160
HP:0001627,Abnormal heart morphology,DDX3X,mim2gene,OMIM:300958
HP:0001627,Abnormal heart morphology,COX16,mim2gene,OMIM:619355
HP:0001627,Abnormal heart morphology,SMN1,mim2gene,OMIM:253300
HP:0001627,Abnormal heart morphology,CHD7,mim2gene,OMIM:214800
HP:0001627,Abnormal heart morphology,FLNC,mim2gene,OMIM:617047
HP:0001627,Abnormal heart morphology,NDUFA10,mim2gene,OMIM:618243
HP:0001627,Abnormal heart morphology,ABCC9,mim2gene,OMIM:239850
HP:0001627,Abnormal heart morphology,LAMA4,mim2gene,OMIM:615235
HP:0001627,Abnormal heart morphology,IFIH1,mim2gene,OMIM:182250
HP:0001627,Abnormal heart morphology,CRYAB,mim2gene,OMIM:615184
HP:0001627,Abnormal heart morphology,NEXN,mim2gene,OMIM:613122
HP:0001627,Abnormal heart morphology,ODAD3,mim2gene,OMIM:616037
HP:0001627,Abnormal heart morphology,GPR101,mim2gene,OMIM:300942
HP:0001627,Abnormal heart morphology,DNAI1,mim2gene,OMIM:244400
HP:0001629,Ventricular septal defect,PPP1CB,mim2gene,OMIM:617506
HP:0001629,Ventricular septal defect,PIGL,mim2gene,OMIM:280000
HP:0001629,Ventricular septal defect,FGFRL1,mim2gene,OMIM:194190
HP:0001629,Ventricular septal defect,FGFR1,mim2gene,OMIM:613001
HP:0001629,Ventricular septal defect,TBX3,mim2gene,OMIM:181450
HP:0001629,Ventricular septal defect,ESCO2,mim2gene,OMIM:268300
HP:0001629,Ventricular septal defect,PIK3R2,mim2gene,OMIM:603387
HP:0001629,Ventricular septal defect,TBX1,mim2gene,OMIM:192430
HP:0001629,Ventricular septal defect,DYNC2I1,mim2gene,OMIM:615503
HP:0001629,Ventricular septal defect,GLI3,mim2gene,OMIM:146510
HP:0001629,Ventricular septal defect,CHD7,mim2gene,OMIM:214800
HP:0001629,Ventricular septal defect,OTUD6B,mim2gene,OMIM:617452
HP:0001629,Ventricular septal defect,NSD2,mim2gene,OMIM:194190
HP:0001629,Ventricular septal defect,SEC31A,mim2gene,OMIM:618651
HP:0001629,Ventricular septal defect,SPECC1L,mim2gene,OMIM:145410
HP:0001629,Ventricular septal defect,LRP5,mim2gene,OMIM:259770
HP:0001629,Ventricular septal defect,MEOX1,mim2gene,OMIM:214300
HP:0001629,Ventricular septal defect,CD96,mim2gene,OMIM:211750
HP:0001629,Ventricular septal defect,EXOC2,mim2gene,OMIM:619306
HP:0001629,Ventricular septal defect,RRAS2,mim2gene,OMIM:618624
HP:0001629,Ventricular septal defect,SMC3,mim2gene,OMIM:610759
HP:0001629,Ventricular septal defect,FIBP,mim2gene,OMIM:617107
HP:0001629,Ventricular septal defect,SPTBN1,mim2gene,OMIM:619475
HP:0001629,Ventricular septal defect,KDM6A,mim2gene,OMIM:147920
HP:0001629,Ventricular septal defect,GDF1,mim2gene,OMIM:208530
HP:0001629,Ventricular septal defect,JAG1,mim2gene,OMIM:617992
HP:0001629,Ventricular septal defect,ABL1,mim2gene,OMIM:617602
HP:0001629,Ventricular septal defect,ZNF699,mim2gene,OMIM:619488
HP:0001629,Ventricular septal defect,TASP1,mim2gene,OMIM:618950
HP:0001629,Ventricular septal defect,KAT6B,mim2gene,OMIM:606170
HP:0001629,Ventricular septal defect,MTFMT,mim2gene,OMIM:614947
HP:0001629,Ventricular septal defect,TAPT1,mim2gene,OMIM:616897
HP:0001629,Ventricular septal defect,IFT81,mim2gene,OMIM:617895
HP:0001629,Ventricular septal defect,WT1,mim2gene,OMIM:608978
HP:0001629,Ventricular septal defect,SLC12A2,mim2gene,OMIM:619083
HP:0001629,Ventricular septal defect,RPL5,mim2gene,OMIM:612561
HP:0001629,Ventricular septal defect,HCCS,mim2gene,OMIM:309801
HP:0001629,Ventricular septal defect,PKD1L1,mim2gene,OMIM:617205
HP:0001629,Ventricular septal defect,SMG8,mim2gene,OMIM:619268
HP:0001629,Ventricular septal defect,FBN1,mim2gene,OMIM:608328
HP:0001629,Ventricular septal defect,RBM8A,mim2gene,OMIM:274000
HP:0001629,Ventricular septal defect,IPO8,mim2gene,OMIM:619472
HP:0001629,Ventricular septal defect,ACVR2B,mim2gene,OMIM:613751
HP:0001629,Ventricular septal defect,HRAS,mim2gene,OMIM:218040
HP:0001629,Ventricular septal defect,B3GALT6,mim2gene,OMIM:271640
HP:0001629,Ventricular septal defect,STAMBP,mim2gene,OMIM:614261
HP:0001629,Ventricular septal defect,STAG2,mim2gene,OMIM:301043
HP:0001629,Ventricular septal defect,WNT4,mim2gene,OMIM:611812
HP:0001629,Ventricular septal defect,NIPBL,mim2gene,OMIM:122470
HP:0001629,Ventricular septal defect,SLC37A4,mim2gene,OMIM:619525
HP:0001629,Ventricular septal defect,RPL15,mim2gene,OMIM:615550
HP:0001629,Ventricular septal defect,SHOC2,mim2gene,OMIM:607721
HP:0001629,Ventricular septal defect,NR2F2,mim2gene,OMIM:618901
HP:0001629,Ventricular septal defect,CACNA1C,mim2gene,OMIM:601005
HP:0001629,Ventricular septal defect,CCDC174,mim2gene,OMIM:616816
HP:0001629,Ventricular septal defect,KAT5,mim2gene,OMIM:619103
HP:0001629,Ventricular septal defect,TRAIP,mim2gene,OMIM:616777
HP:0001629,Ventricular septal defect,ATRX,mim2gene,OMIM:301040
HP:0001629,Ventricular septal defect,DDX11,mim2gene,OMIM:613398
HP:0001629,Ventricular septal defect,NDUFC2,mim2gene,OMIM:619170
HP:0001629,Ventricular septal defect,GATA4,mim2gene,OMIM:607941
HP:0001629,Ventricular septal defect,DHCR7,mim2gene,OMIM:270400
HP:0001629,Ventricular septal defect,SPECC1L,mim2gene,OMIM:145420
HP:0001629,Ventricular septal defect,C2CD3,mim2gene,OMIM:615948
HP:0001629,Ventricular septal defect,CWC27,mim2gene,OMIM:250410
HP:0001629,Ventricular septal defect,TBX1,mim2gene,OMIM:188400
HP:0001629,Ventricular septal defect,TKT,mim2gene,OMIM:617044
HP:0001629,Ventricular septal defect,DVL3,mim2gene,OMIM:616894
HP:0001629,Ventricular septal defect,THOC6,mim2gene,OMIM:613680
HP:0001629,Ventricular septal defect,SALL4,mim2gene,OMIM:607323
HP:0001629,Ventricular septal defect,CCBE1,mim2gene,OMIM:235510
HP:0001629,Ventricular septal defect,ECE1,mim2gene,OMIM:613870
HP:0001629,Ventricular septal defect,CTU2,mim2gene,OMIM:618142
HP:0001629,Ventricular septal defect,GNB2,mim2gene,OMIM:619503
HP:0001629,Ventricular septal defect,GPC4,mim2gene,OMIM:312870
HP:0001629,Ventricular septal defect,MED12,mim2gene,OMIM:309520
HP:0001629,Ventricular septal defect,SMAD4,mim2gene,OMIM:139210
HP:0001629,Ventricular septal defect,ZIC3,mim2gene,OMIM:306955
HP:0001629,Ventricular septal defect,MASP1,mim2gene,OMIM:257920
HP:0001629,Ventricular septal defect,GATA6,mim2gene,OMIM:600001
HP:0001629,Ventricular septal defect,TAOK1,mim2gene,OMIM:619575
HP:0001629,Ventricular septal defect,PGM1,mim2gene,OMIM:614921
HP:0001629,Ventricular septal defect,MYOCD,mim2gene,OMIM:618719
HP:0001629,Ventricular septal defect,TTC7A,mim2gene,OMIM:243150
HP:0001629,Ventricular septal defect,ADAMTS10,mim2gene,OMIM:277600
HP:0001629,Ventricular septal defect,FANCB,mim2gene,OMIM:300514
HP:0001629,Ventricular septal defect,NKX2-5,mim2gene,OMIM:614432
HP:0001629,Ventricular septal defect,GATA6,mim2gene,OMIM:614474
HP:0001629,Ventricular septal defect,GATA4,mim2gene,OMIM:614429
HP:0001629,Ventricular septal defect,SLC19A2,mim2gene,OMIM:249270
HP:0001629,Ventricular septal defect,TAB2,mim2gene,OMIM:614980
HP:0001629,Ventricular septal defect,B3GLCT,mim2gene,OMIM:261540
HP:0001629,Ventricular septal defect,SPEN,mim2gene,OMIM:619312
HP:0001629,Ventricular septal defect,TMEM94,mim2gene,OMIM:618316
HP:0001629,Ventricular septal defect,LETM1,mim2gene,OMIM:194190
HP:0001629,Ventricular septal defect,ZEB2,mim2gene,OMIM:235730
HP:0001629,Ventricular septal defect,STRA6,mim2gene,OMIM:601186
HP:0001629,Ventricular septal defect,VIPAS39,mim2gene,OMIM:613404
HP:0001629,Ventricular septal defect,MAP2K1,mim2gene,OMIM:615279
HP:0001629,Ventricular septal defect,WDR37,mim2gene,OMIM:618652
HP:0001629,Ventricular septal defect,CEP290,mim2gene,OMIM:611134
HP:0001629,Ventricular septal defect,BMP2,mim2gene,OMIM:617877
HP:0001629,Ventricular septal defect,GJA1,mim2gene,OMIM:600309
HP:0001629,Ventricular septal defect,SNRPB,mim2gene,OMIM:117650
HP:0001629,Ventricular septal defect,CDK13,mim2gene,OMIM:617360
HP:0001629,Ventricular septal defect,SON,mim2gene,OMIM:617140
HP:0001629,Ventricular septal defect,TCTN3,mim2gene,OMIM:614815
HP:0001629,Ventricular septal defect,DTNA,mim2gene,OMIM:604169
HP:0001629,Ventricular septal defect,ESS2,mim2gene,OMIM:192430
HP:0001629,Ventricular septal defect,FADD,mim2gene,OMIM:613759
HP:0001629,Ventricular septal defect,AMER1,mim2gene,OMIM:300373
HP:0001629,Ventricular septal defect,CHD4,mim2gene,OMIM:617159
HP:0001629,Ventricular septal defect,TGFB3,mim2gene,OMIM:615582
HP:0001629,Ventricular septal defect,DGCR8,mim2gene,OMIM:192430
HP:0001629,Ventricular septal defect,NEK1,mim2gene,OMIM:263520
HP:0001629,Ventricular septal defect,SVBP,mim2gene,OMIM:618569
HP:0001629,Ventricular septal defect,BCOR,mim2gene,OMIM:300166
HP:0001629,Ventricular septal defect,NUP107,mim2gene,OMIM:616730
HP:0001629,Ventricular septal defect,SIX6,mim2gene,OMIM:206900
HP:0001629,Ventricular septal defect,DLL4,mim2gene,OMIM:616589
HP:0001629,Ventricular septal defect,MLXIPL,mim2gene,OMIM:194050
HP:0001629,Ventricular septal defect,FLNB,mim2gene,OMIM:150250
HP:0001629,Ventricular septal defect,BRAF,mim2gene,OMIM:163950
HP:0001629,Ventricular septal defect,UBE3B,mim2gene,OMIM:244450
HP:0001629,Ventricular septal defect,DPH1,mim2gene,OMIM:616901
HP:0001629,Ventricular septal defect,NEK9,mim2gene,OMIM:617022
HP:0001629,Ventricular septal defect,ROR2,mim2gene,OMIM:113000
HP:0001629,Ventricular septal defect,UBR1,mim2gene,OMIM:243800
HP:0001629,Ventricular septal defect,TTC26,mim2gene,OMIM:619534
HP:0001629,Ventricular septal defect,RNU4ATAC,mim2gene,OMIM:616651
HP:0001629,Ventricular septal defect,MYRF,mim2gene,OMIM:618280
HP:0001629,Ventricular septal defect,RERE,mim2gene,OMIM:616975
HP:0001629,Ventricular septal defect,KANSL1,mim2gene,OMIM:610443
HP:0001629,Ventricular septal defect,EOGT,mim2gene,OMIM:615297
HP:0001629,Ventricular septal defect,UQCRFS1,mim2gene,OMIM:618775
HP:0001629,Ventricular septal defect,ARHGAP31,mim2gene,OMIM:100300
HP:0001629,Ventricular septal defect,SLC29A3,mim2gene,OMIM:602782
HP:0001629,Ventricular septal defect,CPLX1,mim2gene,OMIM:194190
HP:0001629,Ventricular septal defect,SH3PXD2B,mim2gene,OMIM:249420
HP:0001629,Ventricular septal defect,GATA5,mim2gene,OMIM:617912
HP:0001629,Ventricular septal defect,WASHC5,mim2gene,OMIM:220210
HP:0001629,Ventricular septal defect,LRP2,mim2gene,OMIM:222448
HP:0001629,Ventricular septal defect,CALM3,mim2gene,OMIM:618782
HP:0001629,Ventricular septal defect,CREBBP,mim2gene,OMIM:180849
HP:0001629,Ventricular septal defect,RAB23,mim2gene,OMIM:201000
HP:0001629,Ventricular septal defect,SMN1,mim2gene,OMIM:253300
HP:0001629,Ventricular septal defect,KAT6A,mim2gene,OMIM:616268
HP:0001629,Ventricular septal defect,SOS1,mim2gene,OMIM:610733
HP:0001629,Ventricular septal defect,PHGDH,mim2gene,OMIM:256520
HP:0001629,Ventricular septal defect,RPS19,mim2gene,OMIM:105650
HP:0001629,Ventricular septal defect,IFT172,mim2gene,OMIM:615630
HP:0001629,Ventricular septal defect,EXT2,mim2gene,OMIM:616682
HP:0001629,Ventricular septal defect,KAT8,mim2gene,OMIM:618974
HP:0001629,Ventricular septal defect,RSPO2,mim2gene,OMIM:618021
HP:0001629,Ventricular septal defect,LONP1,mim2gene,OMIM:600373
