HPO Accession,Disease ID,Gene Symbol,Disease,HPO Term
HP:0002011,DOID:331,ATIC,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PDCD10,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SEPSECS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CACNA1D,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GRIN2D,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SCN1B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ELOVL5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC1A3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CSTB,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ITPR1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SNCAIP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,AR,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DPP6,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC25A22,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RARS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TRPV4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC1A4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NHLRC1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RNF213,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HSD17B10,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MEIS1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FA2H,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC19A3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TXN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GRIA2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,AR,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SIK1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRUNE,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PPP5C,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NEUROD2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VPS53,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,UBAP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TRPM7,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TFG,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TGM6,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EPT1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NAGA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SCN1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CLP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HCN1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CNTNAP2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KIF1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PIGK,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EPM2A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRA2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCND2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,IER3IP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HTT,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,B9D2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATXN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PLA2G6,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SOD1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,IL2RA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PNPLA6,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SZT2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DCX,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SCN9A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TSC2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MEF2C,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CEP290,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,UNC5C,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SMC1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CYP7B1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PLP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,BRAT1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VWA3B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TSEN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SBF1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KIAA0556,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MT-ND4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MAPK10,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HTRA2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SNIP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EXOC2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TTC21B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ITM2B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,BSCL2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,C11orf73,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PMP22,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DAGLA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PLCE1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRNP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,BTBD9,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EPM2A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRB3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC25A46,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PNKP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,C1QC,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DAB1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRA5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CSF1R,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PIGT,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRD,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FGF12,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,UBQLN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SNX14,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TMEM63A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DBN1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ALG13,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PIGQ,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ZNHIT3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCNT2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC52A3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SCN1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PFN1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GOT2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRNP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,REEP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CACNA1B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,REEP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SMARCB1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,AHI1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PHF6,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,B4GALNT1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FOXG1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PLD3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GIGYF2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PINK1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VAC14,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRA1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRKRA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC18A2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GRM7,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EIF2B2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SPG7,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PACS2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TMEM138,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HTT,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PPP3CA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,UNC80,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,COX6A1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCNT1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCNK4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RNF13,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SPTBN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CLP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC1A2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRRT2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CACNA2D2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EIF2B5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MAP2K5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,LMNB2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRRT2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SPTAN1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CYP7B1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CCDC88C,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TMX2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SERPINI1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,WDR45B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MTHFS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RAPGEF2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,AFG3L2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,C19orf12,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATG5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,BSCL2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DIAPH1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCTD17,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CHMP1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CLU,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CUL3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SPG11,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRKRA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,POLR1C,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FAM126A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,L1CAM,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EIF2B2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KRIT1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,YWHAG,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATXN10,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CACNA1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GSX2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,COL6A3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EIF2B1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CACNA1G,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SEPSECS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCNT1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SPATA5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MPPED2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,AGRN,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MPV17,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CTSD,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRRT2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RAB39B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SMPD1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DDHD2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RAB7A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NARS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,AP3B2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DNAJC3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NECAP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PINK1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NEK1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HLA-DRB1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PCYT2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CHMP1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FAT2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,COL4A1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC33A1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DALRD3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRPH,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FARSB,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ADAM10,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DEAF1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,AARS2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SCN8A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VPS16,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DLL1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ANO10,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PCNA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PIGP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TREM2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TDP2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,WDR45,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SETX,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SNCA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PIK3R5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TRPC3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SETX,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC5A6,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TRPM7,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NBEA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GAL,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,AP4M1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HSPB8,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ELOVL4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRD,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HEXA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FGD4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GNB4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HSPD1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CLCN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GBA2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SORL1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CC2D2A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,OSGEP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ASCC1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCNA1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HSPG2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCNH1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATXN3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CACNB4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,APOE,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GFAP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CEP120,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CNTN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EMC1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,YWHAZ,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,L1CAM,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KIF1C,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TARDBP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TMEM67,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,C1orf194,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATP6V1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TARDBP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TUBB4A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TDP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FGF13,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SPTLC1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SNCA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SCN11A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HSPB3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GRIN2A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ASAH1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SYNE1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,OPTN,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CST3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HK1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SNCAIP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRD,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PLP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,YWHAQ,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KIAA0586,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EML1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PYCR2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MTPAP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,YWHAE,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HPDL,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TSEN34,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRPH,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TBCD,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EXT2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CACNB4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ITPA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,OTUD6B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MT-ND6,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ARSA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EFHC1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,C3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ENSP00000377747,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,POLR3A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ANXA11,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FBXO38,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TUBB2B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EXOSC8,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRX,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GJC2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,LGI1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SYNE1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRA1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ARX,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MDH1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,REEP2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RORA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SNCA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ANG,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC39A14,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABBR2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SUOX,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,WDR4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRKCG,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,LRRK2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,STXBP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TSEN54,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ALS2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TTBK2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,C19orf12,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,YWHAE,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FUS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TAF1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GSK3A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MORC2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CACNA1E,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TUBA4A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATP1A2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MT-ND2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRB3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,YWHAZ,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RNF213,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PNKP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TSEN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,IREB2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CACNA1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PDXK,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SIGMAR1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATXN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SCN3A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRICKLE1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRICKLE1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATP2A2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,LGI1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,AP4E1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ARX,Central nervous system disease,morphological central nervous system abnormality
