HPO Accession,HPO Term,Gene Symbol,Source,Source ID
HP:0001627,Abnormal heart morphology,PDE6D,orphadata,ORPHA:2754
HP:0001627,Abnormal heart morphology,HYLS1,orphadata,ORPHA:475
HP:0001627,Abnormal heart morphology,ATP1A2,orphadata,ORPHA:2131
HP:0001627,Abnormal heart morphology,UBE2T,orphadata,ORPHA:84
HP:0001627,Abnormal heart morphology,MMUT,orphadata,ORPHA:79312
HP:0001627,Abnormal heart morphology,CCBE1,orphadata,ORPHA:2136
HP:0001627,Abnormal heart morphology,GBA,orphadata,ORPHA:77261
HP:0001627,Abnormal heart morphology,PTCH1,orphadata,ORPHA:77301
HP:0001627,Abnormal heart morphology,RAD51C,orphadata,ORPHA:84
HP:0001627,Abnormal heart morphology,ACTC1,orphadata,ORPHA:99103
HP:0001627,Abnormal heart morphology,BRCC3,orphadata,ORPHA:280679
HP:0001627,Abnormal heart morphology,FGFR1,orphadata,ORPHA:220386
HP:0001627,Abnormal heart morphology,MEOX1,orphadata,ORPHA:2345
HP:0001627,Abnormal heart morphology,SCN5A,orphadata,ORPHA:1344
HP:0001627,Abnormal heart morphology,BCL7B,orphadata,ORPHA:904
HP:0001627,Abnormal heart morphology,B2M,orphadata,ORPHA:314652
HP:0001627,Abnormal heart morphology,MYH3,orphadata,ORPHA:2990
HP:0001627,Abnormal heart morphology,BMPR1A,orphadata,ORPHA:79076
HP:0001627,Abnormal heart morphology,TNFRSF11A,orphadata,ORPHA:1782
HP:0001627,Abnormal heart morphology,NODAL,orphadata,ORPHA:93925
HP:0001627,Abnormal heart morphology,RPS24,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,THOC6,orphadata,ORPHA:363444
HP:0001627,Abnormal heart morphology,ATP6,orphadata,ORPHA:320360
HP:0001627,Abnormal heart morphology,KCNE5,orphadata,ORPHA:86818
HP:0001627,Abnormal heart morphology,LMNA,orphadata,ORPHA:168796
HP:0001627,Abnormal heart morphology,NAGA,orphadata,ORPHA:79280
HP:0001627,Abnormal heart morphology,RNASEH2A,orphadata,ORPHA:51
HP:0001627,Abnormal heart morphology,AGGF1,orphadata,ORPHA:90308
HP:0001627,Abnormal heart morphology,RPS6KA3,orphadata,ORPHA:192
HP:0001627,Abnormal heart morphology,COX15,orphadata,ORPHA:255241
HP:0001627,Abnormal heart morphology,PORCN,orphadata,ORPHA:2092
HP:0001627,Abnormal heart morphology,TAF1A,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,CEP41,orphadata,ORPHA:475
HP:0001627,Abnormal heart morphology,PTPN11,orphadata,ORPHA:648
HP:0001627,Abnormal heart morphology,TCTN2,orphadata,ORPHA:475
HP:0001627,Abnormal heart morphology,PLN,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,PIGG,orphadata,ORPHA:280
HP:0001627,Abnormal heart morphology,NDUFB3,orphadata,ORPHA:2609
HP:0001627,Abnormal heart morphology,TTN,orphadata,ORPHA:324604
HP:0001627,Abnormal heart morphology,PTCH1,orphadata,ORPHA:93924
HP:0001627,Abnormal heart morphology,ZMYND10,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,RAI1,orphadata,ORPHA:477817
HP:0001627,Abnormal heart morphology,AKT3,orphadata,ORPHA:83473
HP:0001627,Abnormal heart morphology,SOX2,orphadata,ORPHA:77298
HP:0001627,Abnormal heart morphology,KIF15,orphadata,ORPHA:261323
HP:0001627,Abnormal heart morphology,TNFSF11,orphadata,ORPHA:667
HP:0001627,Abnormal heart morphology,P4HA2,orphadata,ORPHA:397
HP:0001627,Abnormal heart morphology,ANO5,orphadata,ORPHA:206549
HP:0001627,Abnormal heart morphology,PHYH,orphadata,ORPHA:773
HP:0001627,Abnormal heart morphology,AEBP1,orphadata,ORPHA:536532
HP:0001627,Abnormal heart morphology,SARDH,orphadata,ORPHA:3129
HP:0001627,Abnormal heart morphology,GNPTAB,orphadata,ORPHA:576
HP:0001627,Abnormal heart morphology,NOTCH3,orphadata,ORPHA:2789
HP:0001627,Abnormal heart morphology,MLXIPL,orphadata,ORPHA:904
HP:0001627,Abnormal heart morphology,NDUFB9,orphadata,ORPHA:2609
HP:0001627,Abnormal heart morphology,ARID2,orphadata,ORPHA:1465
HP:0001627,Abnormal heart morphology,NEUROD2,orphadata,ORPHA:1934
HP:0001627,Abnormal heart morphology,SMAD4,orphadata,ORPHA:2588
HP:0001627,Abnormal heart morphology,HLA-B,orphadata,ORPHA:3287
HP:0001627,Abnormal heart morphology,LMNA,orphadata,ORPHA:98855
HP:0001627,Abnormal heart morphology,HBA1,orphadata,ORPHA:163596
HP:0001627,Abnormal heart morphology,TKT,orphadata,ORPHA:488618
HP:0001627,Abnormal heart morphology,MCTP2,orphadata,ORPHA:1596
HP:0001627,Abnormal heart morphology,SGCB,orphadata,ORPHA:119
HP:0001627,Abnormal heart morphology,TBC1D24,orphadata,ORPHA:79500
HP:0001627,Abnormal heart morphology,ABCC6,orphadata,ORPHA:51608
HP:0001627,Abnormal heart morphology,CYTB,orphadata,ORPHA:137675
HP:0001627,Abnormal heart morphology,HSPG2,orphadata,ORPHA:1865
HP:0001627,Abnormal heart morphology,SURF1,orphadata,ORPHA:70474
HP:0001627,Abnormal heart morphology,TTC12,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,STAR,orphadata,ORPHA:361
HP:0001627,Abnormal heart morphology,SHH,orphadata,ORPHA:93924
HP:0001627,Abnormal heart morphology,VPS33A,orphadata,ORPHA:505248
HP:0001627,Abnormal heart morphology,NDUFAF5,orphadata,ORPHA:255241
HP:0001627,Abnormal heart morphology,CFAP298,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,VAC14,orphadata,ORPHA:3472
HP:0001627,Abnormal heart morphology,SYNE2,orphadata,ORPHA:98853
HP:0001627,Abnormal heart morphology,AHCY,orphadata,ORPHA:88618
HP:0001627,Abnormal heart morphology,CITED2,orphadata,ORPHA:99103
HP:0001627,Abnormal heart morphology,COL18A1,orphadata,ORPHA:1571
HP:0001627,Abnormal heart morphology,PSEN1,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,ABCG8,orphadata,ORPHA:391665
HP:0001627,Abnormal heart morphology,DMXL2,orphadata,ORPHA:1934
HP:0001627,Abnormal heart morphology,RNF113A,orphadata,ORPHA:33364
HP:0001627,Abnormal heart morphology,CHST14,orphadata,ORPHA:2953
HP:0001627,Abnormal heart morphology,KRAS,orphadata,ORPHA:1340
HP:0001627,Abnormal heart morphology,CASZ1,orphadata,ORPHA:1606
HP:0001627,Abnormal heart morphology,PYGM,orphadata,ORPHA:368
HP:0001627,Abnormal heart morphology,RPL26,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,GATA4,orphadata,ORPHA:251071
HP:0001627,Abnormal heart morphology,HNRNPA1,orphadata,ORPHA:52430
HP:0001627,Abnormal heart morphology,LZTR1,orphadata,ORPHA:648
HP:0001627,Abnormal heart morphology,ZFPM2,orphadata,ORPHA:3303
HP:0001627,Abnormal heart morphology,RTL1,orphadata,ORPHA:254525
HP:0001627,Abnormal heart morphology,GLI2,orphadata,ORPHA:93925
HP:0001627,Abnormal heart morphology,FKRP,orphadata,ORPHA:370959
HP:0001627,Abnormal heart morphology,NF1,orphadata,ORPHA:363700
HP:0001627,Abnormal heart morphology,ARMC9,orphadata,ORPHA:475
HP:0001627,Abnormal heart morphology,MSH6,orphadata,ORPHA:144
HP:0001627,Abnormal heart morphology,SH2B1,orphadata,ORPHA:261197
HP:0001627,Abnormal heart morphology,WARS2,orphadata,ORPHA:572798
HP:0001627,Abnormal heart morphology,DPH1,orphadata,ORPHA:459061
HP:0001627,Abnormal heart morphology,ND3,orphadata,ORPHA:2609
HP:0001627,Abnormal heart morphology,YY1,orphadata,ORPHA:506358
HP:0001627,Abnormal heart morphology,AGK,orphadata,ORPHA:1369
HP:0001627,Abnormal heart morphology,NELFA,orphadata,ORPHA:280
HP:0001627,Abnormal heart morphology,ABCA1,orphadata,ORPHA:31150
HP:0001627,Abnormal heart morphology,GJA1,orphadata,ORPHA:2710
HP:0001627,Abnormal heart morphology,MYH7,orphadata,ORPHA:1880
HP:0001627,Abnormal heart morphology,FOXE3,orphadata,ORPHA:91387
HP:0001627,Abnormal heart morphology,MMP2,orphadata,ORPHA:371428
HP:0001627,Abnormal heart morphology,AHI1,orphadata,ORPHA:220493
HP:0001627,Abnormal heart morphology,ODAD4,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,SIX3,orphadata,ORPHA:220386
HP:0001627,Abnormal heart morphology,GATA6,orphadata,ORPHA:3303
HP:0001627,Abnormal heart morphology,PTCH1,orphadata,ORPHA:220386
HP:0001627,Abnormal heart morphology,SH3PXD2B,orphadata,ORPHA:137834
HP:0001627,Abnormal heart morphology,MYH7,orphadata,ORPHA:324604
HP:0001627,Abnormal heart morphology,ALG9,orphadata,ORPHA:79328
HP:0001627,Abnormal heart morphology,PIGP,orphadata,ORPHA:1934
HP:0001627,Abnormal heart morphology,RBPJ,orphadata,ORPHA:974
HP:0001627,Abnormal heart morphology,MGME1,orphadata,ORPHA:352447
HP:0001627,Abnormal heart morphology,KCNJ11,orphadata,ORPHA:99885
HP:0001627,Abnormal heart morphology,NME8,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,FLNA,orphadata,ORPHA:99811
HP:0001627,Abnormal heart morphology,MAGEL2,orphadata,ORPHA:398069
HP:0001627,Abnormal heart morphology,DNAJC19,orphadata,ORPHA:66634
HP:0001627,Abnormal heart morphology,MSX1,orphadata,ORPHA:199302
HP:0001627,Abnormal heart morphology,PHKG2,orphadata,ORPHA:264580
HP:0001627,Abnormal heart morphology,TDGF1,orphadata,ORPHA:93924
HP:0001627,Abnormal heart morphology,MID1,orphadata,ORPHA:2745
HP:0001627,Abnormal heart morphology,ITGA7,orphadata,ORPHA:2020
HP:0001627,Abnormal heart morphology,SMAD3,orphadata,ORPHA:91387
HP:0001627,Abnormal heart morphology,RPS17,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,RPS7,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,KAT6B,orphadata,ORPHA:3047
HP:0001627,Abnormal heart morphology,PIBF1,orphadata,ORPHA:475
HP:0001627,Abnormal heart morphology,CRYAB,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,ARID1A,orphadata,ORPHA:1465
HP:0001627,Abnormal heart morphology,HLA-DPA1,orphadata,ORPHA:900
HP:0001627,Abnormal heart morphology,NDUFS2,orphadata,ORPHA:2609
HP:0001627,Abnormal heart morphology,SHH,orphadata,ORPHA:93926
HP:0001627,Abnormal heart morphology,TGFB2,orphadata,ORPHA:91387
HP:0001627,Abnormal heart morphology,WAC,orphadata,ORPHA:284169
HP:0001627,Abnormal heart morphology,SIX3,orphadata,ORPHA:280200
HP:0001627,Abnormal heart morphology,MED12,orphadata,ORPHA:776
HP:0001627,Abnormal heart morphology,GMPPB,orphadata,ORPHA:363623
HP:0001627,Abnormal heart morphology,NDUFV1,orphadata,ORPHA:255241
HP:0001627,Abnormal heart morphology,DYRK1A,orphadata,ORPHA:464311
HP:0001627,Abnormal heart morphology,DISP1,orphadata,ORPHA:280200
HP:0001627,Abnormal heart morphology,HBB,orphadata,ORPHA:231226
HP:0001627,Abnormal heart morphology,FIG4,orphadata,ORPHA:3472
HP:0001627,Abnormal heart morphology,LACC1,orphadata,ORPHA:85414
HP:0001627,Abnormal heart morphology,PLOD1,orphadata,ORPHA:1900
HP:0001627,Abnormal heart morphology,TRNT,orphadata,ORPHA:254857
HP:0001627,Abnormal heart morphology,RRAS2,orphadata,ORPHA:648
HP:0001627,Abnormal heart morphology,UBE2A,orphadata,ORPHA:163956
HP:0001627,Abnormal heart morphology,FBN1,orphadata,ORPHA:91387
HP:0001627,Abnormal heart morphology,ENPP1,orphadata,ORPHA:51608
HP:0001627,Abnormal heart morphology,STIL,orphadata,ORPHA:93926
HP:0001627,Abnormal heart morphology,SNX14,orphadata,ORPHA:397709
HP:0001627,Abnormal heart morphology,MEN1,orphadata,ORPHA:99725
HP:0001627,Abnormal heart morphology,ABCC8,orphadata,ORPHA:99885
HP:0001627,Abnormal heart morphology,HLA-B,orphadata,ORPHA:29207
HP:0001627,Abnormal heart morphology,SELENON,orphadata,ORPHA:2020
HP:0001627,Abnormal heart morphology,HADHA,orphadata,ORPHA:5
HP:0001627,Abnormal heart morphology,FGFR1,orphadata,ORPHA:280200
HP:0001627,Abnormal heart morphology,POMT1,orphadata,ORPHA:370959
HP:0001627,Abnormal heart morphology,COL3A1,orphadata,ORPHA:286
HP:0001627,Abnormal heart morphology,MTFMT,orphadata,ORPHA:255241
HP:0001627,Abnormal heart morphology,PUF60,orphadata,ORPHA:508498
HP:0001627,Abnormal heart morphology,RPL11,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,MEIS2,orphadata,ORPHA:261190
HP:0001627,Abnormal heart morphology,COL7A1,orphadata,ORPHA:79408
HP:0001627,Abnormal heart morphology,FOXH1,orphadata,ORPHA:220386
HP:0001627,Abnormal heart morphology,USP9X,orphadata,ORPHA:480880
HP:0001627,Abnormal heart morphology,MYH6,orphadata,ORPHA:99103
HP:0001627,Abnormal heart morphology,NODAL,orphadata,ORPHA:220386
HP:0001627,Abnormal heart morphology,JMJD1C,orphadata,ORPHA:567
HP:0001627,Abnormal heart morphology,BCR,orphadata,ORPHA:261330
HP:0001627,Abnormal heart morphology,GTF2IRD2,orphadata,ORPHA:904
HP:0001627,Abnormal heart morphology,DNAL1,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,FMR1,orphadata,ORPHA:908
HP:0001627,Abnormal heart morphology,SDHA,orphadata,ORPHA:255241
HP:0001627,Abnormal heart morphology,IL10,orphadata,ORPHA:117
HP:0001627,Abnormal heart morphology,ATP6V0A2,orphadata,ORPHA:2834
HP:0001627,Abnormal heart morphology,PEX13,orphadata,ORPHA:912
HP:0001627,Abnormal heart morphology,STIL,orphadata,ORPHA:93925
HP:0001627,Abnormal heart morphology,CDON,orphadata,ORPHA:93926
HP:0001627,Abnormal heart morphology,KDM1A,orphadata,ORPHA:477993
HP:0001627,Abnormal heart morphology,GLI2,orphadata,ORPHA:93926
HP:0001627,Abnormal heart morphology,FKRP,orphadata,ORPHA:34515
HP:0001627,Abnormal heart morphology,DOLK,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,MIR17HG,orphadata,ORPHA:391646
HP:0001627,Abnormal heart morphology,PMS1,orphadata,ORPHA:144
HP:0001627,Abnormal heart morphology,ACTA2,orphadata,ORPHA:91387
HP:0001627,Abnormal heart morphology,PNPLA2,orphadata,ORPHA:565612
HP:0001627,Abnormal heart morphology,ERMARD,orphadata,ORPHA:98892
HP:0001627,Abnormal heart morphology,LRPPRC,orphadata,ORPHA:70472
HP:0001627,Abnormal heart morphology,IL12B,orphadata,ORPHA:3287
HP:0001627,Abnormal heart morphology,TCTN1,orphadata,ORPHA:564
HP:0001627,Abnormal heart morphology,CSRP3,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,LAMA4,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,NUBPL,orphadata,ORPHA:2609
HP:0001627,Abnormal heart morphology,PRKAR1A,orphadata,ORPHA:189439
HP:0001627,Abnormal heart morphology,DNMT3A,orphadata,ORPHA:404443
HP:0001627,Abnormal heart morphology,MGP,orphadata,ORPHA:85202
HP:0001627,Abnormal heart morphology,CASK,orphadata,ORPHA:1934
HP:0001627,Abnormal heart morphology,FKTN,orphadata,ORPHA:272
HP:0001627,Abnormal heart morphology,GAS2L2,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,ADA2,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,HAMP,orphadata,ORPHA:79230
HP:0001627,Abnormal heart morphology,DSP,orphadata,ORPHA:65282
HP:0001627,Abnormal heart morphology,BUB1,orphadata,ORPHA:1052
HP:0001627,Abnormal heart morphology,TMTC3,orphadata,ORPHA:98892
HP:0001627,Abnormal heart morphology,NDUFS7,orphadata,ORPHA:255241
HP:0001627,Abnormal heart morphology,ODAD2,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,CLIC2,orphadata,ORPHA:324410
HP:0001627,Abnormal heart morphology,COX7B,orphadata,ORPHA:2556
HP:0001627,Abnormal heart morphology,PEX19,orphadata,ORPHA:772
HP:0001627,Abnormal heart morphology,B3GLCT,orphadata,ORPHA:709
HP:0001627,Abnormal heart morphology,BSCL2,orphadata,ORPHA:528
HP:0001627,Abnormal heart morphology,DLK1,orphadata,ORPHA:96334
HP:0001627,Abnormal heart morphology,MYSM1,orphadata,ORPHA:508542
HP:0001627,Abnormal heart morphology,NDUFA2,orphadata,ORPHA:255241
HP:0001627,Abnormal heart morphology,GAS1,orphadata,ORPHA:93925
HP:0001627,Abnormal heart morphology,FGF8,orphadata,ORPHA:220386
HP:0001627,Abnormal heart morphology,DSP,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,SLC2A10,orphadata,ORPHA:3342
HP:0001627,Abnormal heart morphology,GLI3,orphadata,ORPHA:672
HP:0001627,Abnormal heart morphology,IDUA,orphadata,ORPHA:93476
HP:0001627,Abnormal heart morphology,DLL1,orphadata,ORPHA:93926
HP:0001627,Abnormal heart morphology,RMRP,orphadata,ORPHA:175
HP:0001627,Abnormal heart morphology,DNAI2,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,ABCC9,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,TRNV,orphadata,ORPHA:255210
HP:0001627,Abnormal heart morphology,ERCC8,orphadata,ORPHA:90324
HP:0001627,Abnormal heart morphology,ATP6,orphadata,ORPHA:255210
HP:0001627,Abnormal heart morphology,HLA-DRB1,orphadata,ORPHA:85414
HP:0001627,Abnormal heart morphology,TTC7A,orphadata,ORPHA:436252
HP:0001627,Abnormal heart morphology,VPS37D,orphadata,ORPHA:904
HP:0001627,Abnormal heart morphology,SMAD4,orphadata,ORPHA:91387
HP:0001627,Abnormal heart morphology,NDUFAF5,orphadata,ORPHA:2609
HP:0001627,Abnormal heart morphology,IRF4,orphadata,ORPHA:3452
HP:0001627,Abnormal heart morphology,STAT3,orphadata,ORPHA:99885
HP:0001627,Abnormal heart morphology,TMEM216,orphadata,ORPHA:564
HP:0001627,Abnormal heart morphology,RRM2B,orphadata,ORPHA:254892
HP:0001627,Abnormal heart morphology,HLA-B,orphadata,ORPHA:397
HP:0001627,Abnormal heart morphology,FBN1,orphadata,ORPHA:3449
HP:0001627,Abnormal heart morphology,C2CD3,orphadata,ORPHA:434179
HP:0001627,Abnormal heart morphology,SPECC1L,orphadata,ORPHA:1519
HP:0001627,Abnormal heart morphology,HADHA,orphadata,ORPHA:746
HP:0001627,Abnormal heart morphology,LIMK1,orphadata,ORPHA:904
HP:0001627,Abnormal heart morphology,ABCC8,orphadata,ORPHA:276575
HP:0001627,Abnormal heart morphology,HAND2,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,NKX2-5,orphadata,ORPHA:2248
HP:0001627,Abnormal heart morphology,GRM7,orphadata,ORPHA:1934
HP:0001627,Abnormal heart morphology,DISP1,orphadata,ORPHA:93924
HP:0001627,Abnormal heart morphology,STAT4,orphadata,ORPHA:93552
HP:0001627,Abnormal heart morphology,TNNI3,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,HJV,orphadata,ORPHA:79230
HP:0001627,Abnormal heart morphology,TCTN1,orphadata,ORPHA:475
HP:0001627,Abnormal heart morphology,EXOC6B,orphadata,ORPHA:93359
HP:0001627,Abnormal heart morphology,BMP2,orphadata,ORPHA:261295
HP:0001627,Abnormal heart morphology,KDR,orphadata,ORPHA:3303
HP:0001627,Abnormal heart morphology,PPARG,orphadata,ORPHA:528
HP:0001627,Abnormal heart morphology,GLI1,orphadata,ORPHA:289
HP:0001627,Abnormal heart morphology,LMNA,orphadata,ORPHA:300751
HP:0001627,Abnormal heart morphology,MAP1B,orphadata,ORPHA:98892
HP:0001627,Abnormal heart morphology,RPS27,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,NSD1,orphadata,ORPHA:821
HP:0001627,Abnormal heart morphology,TPM2,orphadata,ORPHA:171439
HP:0001627,Abnormal heart morphology,ABCG5,orphadata,ORPHA:391665
HP:0001627,Abnormal heart morphology,GAA,orphadata,ORPHA:308552
HP:0001627,Abnormal heart morphology,MEFV,orphadata,ORPHA:117
HP:0001627,Abnormal heart morphology,RSPH3,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,JAG1,orphadata,ORPHA:3303
HP:0001627,Abnormal heart morphology,GAS1,orphadata,ORPHA:93926
HP:0001627,Abnormal heart morphology,SETD2,orphadata,ORPHA:821
HP:0001627,Abnormal heart morphology,CPT1A,orphadata,ORPHA:156
HP:0001627,Abnormal heart morphology,ACSL4,orphadata,ORPHA:86818
HP:0001627,Abnormal heart morphology,LAMC2,orphadata,ORPHA:79404
HP:0001627,Abnormal heart morphology,TGIF1,orphadata,ORPHA:93926
HP:0001627,Abnormal heart morphology,SMAD6,orphadata,ORPHA:402075
HP:0001627,Abnormal heart morphology,PEX19,orphadata,ORPHA:912
HP:0001627,Abnormal heart morphology,FOXF1,orphadata,ORPHA:210122
HP:0001627,Abnormal heart morphology,GMPPB,orphadata,ORPHA:370959
HP:0001627,Abnormal heart morphology,IL23R,orphadata,ORPHA:117
HP:0001627,Abnormal heart morphology,BRCA2,orphadata,ORPHA:84
HP:0001627,Abnormal heart morphology,TBX20,orphadata,ORPHA:99103
HP:0001627,Abnormal heart morphology,PDSS2,orphadata,ORPHA:255249
HP:0001627,Abnormal heart morphology,FXN,orphadata,ORPHA:95
HP:0001627,Abnormal heart morphology,KCNAB2,orphadata,ORPHA:1606
HP:0001627,Abnormal heart morphology,GLI2,orphadata,ORPHA:93924
HP:0001627,Abnormal heart morphology,AGPAT2,orphadata,ORPHA:528
HP:0001627,Abnormal heart morphology,COG1,orphadata,ORPHA:263508
HP:0001627,Abnormal heart morphology,WASHC5,orphadata,ORPHA:7
HP:0001627,Abnormal heart morphology,RFC2,orphadata,ORPHA:904
HP:0001627,Abnormal heart morphology,NDUFA9,orphadata,ORPHA:255241
HP:0001627,Abnormal heart morphology,SMARCA2,orphadata,ORPHA:2728
HP:0001627,Abnormal heart morphology,OPA1,orphadata,ORPHA:1215
HP:0001627,Abnormal heart morphology,IDS,orphadata,ORPHA:217093
HP:0001627,Abnormal heart morphology,COL1A1,orphadata,ORPHA:287
HP:0001627,Abnormal heart morphology,TPM2,orphadata,ORPHA:2020
HP:0001627,Abnormal heart morphology,ZIC2,orphadata,ORPHA:280200
HP:0001627,Abnormal heart morphology,SPRED2,orphadata,ORPHA:648
HP:0001627,Abnormal heart morphology,AHI1,orphadata,ORPHA:475
HP:0001627,Abnormal heart morphology,SLC30A10,orphadata,ORPHA:309854
HP:0001627,Abnormal heart morphology,SFTPB,orphadata,ORPHA:217563
HP:0001627,Abnormal heart morphology,COL2A1,orphadata,ORPHA:90653
HP:0001627,Abnormal heart morphology,XYLT2,orphadata,ORPHA:85194
HP:0001627,Abnormal heart morphology,SON,orphadata,ORPHA:500150
HP:0001627,Abnormal heart morphology,VPS13B,orphadata,ORPHA:193
HP:0001627,Abnormal heart morphology,PTCH1,orphadata,ORPHA:93925
HP:0001627,Abnormal heart morphology,PLAGL1,orphadata,ORPHA:96191
HP:0001627,Abnormal heart morphology,LTBP2,orphadata,ORPHA:3449
HP:0001627,Abnormal heart morphology,CTBP1,orphadata,ORPHA:280
HP:0001627,Abnormal heart morphology,TWNK,orphadata,ORPHA:70595
HP:0001627,Abnormal heart morphology,TK2,orphadata,ORPHA:254886
HP:0001627,Abnormal heart morphology,NDUFAF1,orphadata,ORPHA:2609
HP:0001627,Abnormal heart morphology,TCAP,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,CBL,orphadata,ORPHA:648
HP:0001627,Abnormal heart morphology,EXTL3,orphadata,ORPHA:508533
HP:0001627,Abnormal heart morphology,NODAL,orphadata,ORPHA:93926
HP:0001627,Abnormal heart morphology,RTL1,orphadata,ORPHA:96334
HP:0001627,Abnormal heart morphology,NEU1,orphadata,ORPHA:93399
HP:0001627,Abnormal heart morphology,HYDIN,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,TGFBR1,orphadata,ORPHA:91387
HP:0001627,Abnormal heart morphology,COMT,orphadata,ORPHA:567
HP:0001627,Abnormal heart morphology,CEP120,orphadata,ORPHA:220493
HP:0001627,Abnormal heart morphology,FGFR1,orphadata,ORPHA:2396
HP:0001627,Abnormal heart morphology,GATA1,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,SKIV2L,orphadata,ORPHA:84064
HP:0001627,Abnormal heart morphology,RAD51,orphadata,ORPHA:84
HP:0001627,Abnormal heart morphology,NDUFA13,orphadata,ORPHA:255241
HP:0001627,Abnormal heart morphology,TNNT2,orphadata,ORPHA:75249
HP:0001627,Abnormal heart morphology,GBA,orphadata,ORPHA:2072
HP:0001627,Abnormal heart morphology,BAG3,orphadata,ORPHA:154
HP:0001627,Abnormal heart morphology,SHH,orphadata,ORPHA:220386
HP:0001627,Abnormal heart morphology,RBM8A,orphadata,ORPHA:3320
HP:0001627,Abnormal heart morphology,AMMECR1,orphadata,ORPHA:86818
HP:0001627,Abnormal heart morphology,INS,orphadata,ORPHA:99885
HP:0001627,Abnormal heart morphology,NCF1,orphadata,ORPHA:904
HP:0001627,Abnormal heart morphology,DNAAF2,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,DYSF,orphadata,ORPHA:268
HP:0001627,Abnormal heart morphology,ROR2,orphadata,ORPHA:1507
HP:0001627,Abnormal heart morphology,MEG3,orphadata,ORPHA:96334
HP:0001627,Abnormal heart morphology,TCTN3,orphadata,ORPHA:564
HP:0001627,Abnormal heart morphology,NEU1,orphadata,ORPHA:93400
HP:0001627,Abnormal heart morphology,HNRNPK,orphadata,ORPHA:453504
HP:0001627,Abnormal heart morphology,HGD,orphadata,ORPHA:56
HP:0001627,Abnormal heart morphology,RPL18,orphadata,ORPHA:124
HP:0001627,Abnormal heart morphology,TRIO,orphadata,ORPHA:476126
HP:0001627,Abnormal heart morphology,ALG1,orphadata,ORPHA:79327
HP:0001627,Abnormal heart morphology,YY1AP1,orphadata,ORPHA:79094
HP:0001627,Abnormal heart morphology,MEG3,orphadata,ORPHA:254525
HP:0001627,Abnormal heart morphology,HSD11B2,orphadata,ORPHA:320
HP:0001627,Abnormal heart morphology,NDUFS2,orphadata,ORPHA:255241
HP:0001627,Abnormal heart morphology,DDX59,orphadata,ORPHA:2919
HP:0001627,Abnormal heart morphology,GATA4,orphadata,ORPHA:3303
HP:0001627,Abnormal heart morphology,LRRC56,orphadata,ORPHA:244
HP:0001627,Abnormal heart morphology,ZMPSTE24,orphadata,ORPHA:740
HP:0001627,Abnormal heart morphology,NDUFS6,orphadata,ORPHA:2609
HP:0001627,Abnormal heart morphology,MYCN,orphadata,ORPHA:391641
HP:0001627,Abnormal heart morphology,GTF2E2,orphadata,ORPHA:33364
HP:0001627,Abnormal heart morphology,LMNA,orphadata,ORPHA:98853
HP:0001627,Abnormal heart morphology,NOTCH1,orphadata,ORPHA:402075
HP:0001627,Abnormal heart morphology,CLCNKB,orphadata,ORPHA:358
HP:0001627,Abnormal heart morphology,SLC29A3,orphadata,ORPHA:1782
HP:0001627,Abnormal heart morphology,LAMA2,orphadata,ORPHA:258
HP:0001627,Abnormal heart morphology,FANCL,orphadata,ORPHA:84
HP:0001627,Abnormal heart morphology,GNAO1,orphadata,ORPHA:1934
HP:0001627,Abnormal heart morphology,MKS1,orphadata,ORPHA:475
HP:0001627,Abnormal heart morphology,THPO,orphadata,ORPHA:3319
