Chemical	Chemical_URI	Relationship	Relationship_URI	Gene	Gene_URI
carbamazepine	https://identifiers.org/lincs.smallmolecule:LSM-3610	upregulates		XIST	http://identifiers.org/hgnc.symbol/XIST
carbamazepine	https://identifiers.org/lincs.smallmolecule:LSM-3610	upregulates		TUBB2A	http://identifiers.org/hgnc.symbol/TUBB2A
carbamazepine	https://identifiers.org/lincs.smallmolecule:LSM-3610	upregulates		NUSAP1	http://identifiers.org/hgnc.symbol/NUSAP1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		NXT1	http://identifiers.org/hgnc.symbol/NXT1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		IDI1	http://identifiers.org/hgnc.symbol/IDI1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		TSC22D1	http://identifiers.org/hgnc.symbol/TSC22D1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		MLPH	http://identifiers.org/hgnc.symbol/MLPH
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		CD69	http://identifiers.org/hgnc.symbol/CD69
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		CALB2	http://identifiers.org/hgnc.symbol/CALB2
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		GOLGA8A	http://identifiers.org/hgnc.symbol/GOLGA8A
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		ARG1	http://identifiers.org/hgnc.symbol/ARG1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		PLIN1	http://identifiers.org/hgnc.symbol/PLIN1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		PAGE4	http://identifiers.org/hgnc.symbol/PAGE4
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		MEX3D	http://identifiers.org/hgnc.symbol/MEX3D
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		TCF4	http://identifiers.org/hgnc.symbol/TCF4
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		PIP	http://identifiers.org/hgnc.symbol/PIP
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		SFRP1	http://identifiers.org/hgnc.symbol/SFRP1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		HILPDA	http://identifiers.org/hgnc.symbol/HILPDA
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		GABRE	http://identifiers.org/hgnc.symbol/GABRE
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		CCDC85B	http://identifiers.org/hgnc.symbol/CCDC85B
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		RHOB	http://identifiers.org/hgnc.symbol/RHOB
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		EVI2A	http://identifiers.org/hgnc.symbol/EVI2A
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		RPA3	http://identifiers.org/hgnc.symbol/RPA3
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		SYNM	http://identifiers.org/hgnc.symbol/SYNM
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		TOB1	http://identifiers.org/hgnc.symbol/TOB1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		FABP4	http://identifiers.org/hgnc.symbol/FABP4
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		ADIPOQ	http://identifiers.org/hgnc.symbol/ADIPOQ
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		CLGN	http://identifiers.org/hgnc.symbol/CLGN
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		CAV1	http://identifiers.org/hgnc.symbol/CAV1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		MSMO1	http://identifiers.org/hgnc.symbol/MSMO1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		ENPP1	http://identifiers.org/hgnc.symbol/ENPP1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		BCL2A1	http://identifiers.org/hgnc.symbol/BCL2A1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		TARBP1	http://identifiers.org/hgnc.symbol/TARBP1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		MGST3	http://identifiers.org/hgnc.symbol/MGST3
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		PCNA	http://identifiers.org/hgnc.symbol/PCNA
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		CXCR4	http://identifiers.org/hgnc.symbol/CXCR4
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		CLU	http://identifiers.org/hgnc.symbol/CLU
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		SCD	http://identifiers.org/hgnc.symbol/SCD
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		ATP9A	http://identifiers.org/hgnc.symbol/ATP9A
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		TF	http://identifiers.org/hgnc.symbol/TF
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		ATP6V1D	http://identifiers.org/hgnc.symbol/ATP6V1D
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		FABP5	http://identifiers.org/hgnc.symbol/FABP5
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		AMIGO2	http://identifiers.org/hgnc.symbol/AMIGO2
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		G0S2	http://identifiers.org/hgnc.symbol/G0S2
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		APOBEC3B	http://identifiers.org/hgnc.symbol/APOBEC3B
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		UAP1	http://identifiers.org/hgnc.symbol/UAP1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		DLK1	http://identifiers.org/hgnc.symbol/DLK1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		INSIG1	http://identifiers.org/hgnc.symbol/INSIG1
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		RBP4	http://identifiers.org/hgnc.symbol/RBP4
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		CXCL13	http://identifiers.org/hgnc.symbol/CXCL13
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		FASN	http://identifiers.org/hgnc.symbol/FASN
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		FBXO11	http://identifiers.org/hgnc.symbol/FBXO11
thalidomide	https://identifiers.org/lincs.smallmolecule:LSM-1914	upregulates		SLC5A6	http://identifiers.org/hgnc.symbol/SLC5A6
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		EPCAM	http://identifiers.org/hgnc.symbol/EPCAM
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		LSM5	http://identifiers.org/hgnc.symbol/LSM5
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		PSMA6	http://identifiers.org/hgnc.symbol/PSMA6
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		TRAPPC3	http://identifiers.org/hgnc.symbol/TRAPPC3
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		KRT19	http://identifiers.org/hgnc.symbol/KRT19
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		KRT20	http://identifiers.org/hgnc.symbol/KRT20
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		TSEN2	http://identifiers.org/hgnc.symbol/TSEN2
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		CEMIP	http://identifiers.org/hgnc.symbol/CEMIP
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		TOX	http://identifiers.org/hgnc.symbol/TOX
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		PDCD10	http://identifiers.org/hgnc.symbol/PDCD10
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		PRKCQ	http://identifiers.org/hgnc.symbol/PRKCQ
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		NME1	http://identifiers.org/hgnc.symbol/NME1
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		CD2	http://identifiers.org/hgnc.symbol/CD2
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		SPINK2	http://identifiers.org/hgnc.symbol/SPINK2
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		RGS1	http://identifiers.org/hgnc.symbol/RGS1
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		PLGRKT	http://identifiers.org/hgnc.symbol/PLGRKT
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		GALNT6	http://identifiers.org/hgnc.symbol/GALNT6
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		CTSK	http://identifiers.org/hgnc.symbol/CTSK
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		KCNE4	http://identifiers.org/hgnc.symbol/KCNE4
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		THBS2	http://identifiers.org/hgnc.symbol/THBS2
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		ODC1	http://identifiers.org/hgnc.symbol/ODC1
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		COL11A1	http://identifiers.org/hgnc.symbol/COL11A1
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		THAP12	http://identifiers.org/hgnc.symbol/THAP12
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		PCP4	http://identifiers.org/hgnc.symbol/PCP4
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		SULF1	http://identifiers.org/hgnc.symbol/SULF1
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		HMGN4	http://identifiers.org/hgnc.symbol/HMGN4
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		HAL	http://identifiers.org/hgnc.symbol/HAL
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		NNMT	http://identifiers.org/hgnc.symbol/NNMT
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		SRGN	http://identifiers.org/hgnc.symbol/SRGN
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		FAR2	http://identifiers.org/hgnc.symbol/FAR2
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		NDFIP1	http://identifiers.org/hgnc.symbol/NDFIP1
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		SERPINI1	http://identifiers.org/hgnc.symbol/SERPINI1
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		PAK1IP1	http://identifiers.org/hgnc.symbol/PAK1IP1
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		TNFSF4	http://identifiers.org/hgnc.symbol/TNFSF4
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		EEF1E1	http://identifiers.org/hgnc.symbol/EEF1E1
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		VIM	http://identifiers.org/hgnc.symbol/VIM
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		CPB1	http://identifiers.org/hgnc.symbol/CPB1
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		MICAL2	http://identifiers.org/hgnc.symbol/MICAL2
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		HPGD	http://identifiers.org/hgnc.symbol/HPGD
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		CXCL14	http://identifiers.org/hgnc.symbol/CXCL14
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		FEZ1	http://identifiers.org/hgnc.symbol/FEZ1
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		LYZ	http://identifiers.org/hgnc.symbol/LYZ
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		FST	http://identifiers.org/hgnc.symbol/FST
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		RGS4	http://identifiers.org/hgnc.symbol/RGS4
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		VCAM1	http://identifiers.org/hgnc.symbol/VCAM1
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		DFFB	http://identifiers.org/hgnc.symbol/DFFB
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		SCRG1	http://identifiers.org/hgnc.symbol/SCRG1
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		CD52	http://identifiers.org/hgnc.symbol/CD52
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		TXNDC9	http://identifiers.org/hgnc.symbol/TXNDC9
etidronic-acid	https://identifiers.org/lincs.smallmolecule:LSM-5508	upregulates		CANT1	http://identifiers.org/hgnc.symbol/CANT1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		GUSBP3	http://identifiers.org/hgnc.symbol/GUSBP3
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		CFD	http://identifiers.org/hgnc.symbol/CFD
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		ADGRG6	http://identifiers.org/hgnc.symbol/ADGRG6
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		COL4A6	http://identifiers.org/hgnc.symbol/COL4A6
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		CREM	http://identifiers.org/hgnc.symbol/CREM
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		EPHX1	http://identifiers.org/hgnc.symbol/EPHX1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		TUBB2A	http://identifiers.org/hgnc.symbol/TUBB2A
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		SELENBP1	http://identifiers.org/hgnc.symbol/SELENBP1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		GMDS	http://identifiers.org/hgnc.symbol/GMDS
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		CLGN	http://identifiers.org/hgnc.symbol/CLGN
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		AKR1C1	http://identifiers.org/hgnc.symbol/AKR1C1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		SELE	http://identifiers.org/hgnc.symbol/SELE
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		RBPMS	http://identifiers.org/hgnc.symbol/RBPMS
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		PDZK1	http://identifiers.org/hgnc.symbol/PDZK1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		AK1	http://identifiers.org/hgnc.symbol/AK1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		PLP1	http://identifiers.org/hgnc.symbol/PLP1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		FOSL2	http://identifiers.org/hgnc.symbol/FOSL2
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		USP36	http://identifiers.org/hgnc.symbol/USP36
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		LPCAT1	http://identifiers.org/hgnc.symbol/LPCAT1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		PEG10	http://identifiers.org/hgnc.symbol/PEG10
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		PTHLH	http://identifiers.org/hgnc.symbol/PTHLH
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		TFPI2	http://identifiers.org/hgnc.symbol/TFPI2
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		WT1	http://identifiers.org/hgnc.symbol/WT1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		PEX11A	http://identifiers.org/hgnc.symbol/PEX11A
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		MMP10	http://identifiers.org/hgnc.symbol/MMP10
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		RGCC	http://identifiers.org/hgnc.symbol/RGCC
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		SLC16A4	http://identifiers.org/hgnc.symbol/SLC16A4
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		STC1	http://identifiers.org/hgnc.symbol/STC1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		CRABP2	http://identifiers.org/hgnc.symbol/CRABP2
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		SLC27A3	http://identifiers.org/hgnc.symbol/SLC27A3
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		PIK3C2B	http://identifiers.org/hgnc.symbol/PIK3C2B
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		RPS4Y1	http://identifiers.org/hgnc.symbol/RPS4Y1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		RGS5	http://identifiers.org/hgnc.symbol/RGS5
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		AKR1C2	http://identifiers.org/hgnc.symbol/AKR1C2
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		BPHL	http://identifiers.org/hgnc.symbol/BPHL
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		CEBPZ	http://identifiers.org/hgnc.symbol/CEBPZ
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		MATN2	http://identifiers.org/hgnc.symbol/MATN2
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		GREB1	http://identifiers.org/hgnc.symbol/GREB1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		AGTR1	http://identifiers.org/hgnc.symbol/AGTR1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		TIMP4	http://identifiers.org/hgnc.symbol/TIMP4
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		GNAI1	http://identifiers.org/hgnc.symbol/GNAI1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		LYZ	http://identifiers.org/hgnc.symbol/LYZ
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		AGR2	http://identifiers.org/hgnc.symbol/AGR2
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		HBB	http://identifiers.org/hgnc.symbol/HBB
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		CXCL8	http://identifiers.org/hgnc.symbol/CXCL8
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		TFF1	http://identifiers.org/hgnc.symbol/TFF1
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		S100A8	http://identifiers.org/hgnc.symbol/S100A8
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		KYNU	http://identifiers.org/hgnc.symbol/KYNU
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		FBXO11	http://identifiers.org/hgnc.symbol/FBXO11
chlorpromazine	https://identifiers.org/lincs.smallmolecule:LSM-4017	upregulates		SPP1	http://identifiers.org/hgnc.symbol/SPP1
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		ERG	http://identifiers.org/hgnc.symbol/ERG
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		PODXL	http://identifiers.org/hgnc.symbol/PODXL
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		GABRP	http://identifiers.org/hgnc.symbol/GABRP
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		ANOS1	http://identifiers.org/hgnc.symbol/ANOS1
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		LDB2	http://identifiers.org/hgnc.symbol/LDB2
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		SOX11	http://identifiers.org/hgnc.symbol/SOX11
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		ZHX2	http://identifiers.org/hgnc.symbol/ZHX2
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		ADGRG6	http://identifiers.org/hgnc.symbol/ADGRG6
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		WARS	http://identifiers.org/hgnc.symbol/WARS
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		TSPAN13	http://identifiers.org/hgnc.symbol/TSPAN13
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		GNAS	http://identifiers.org/hgnc.symbol/GNAS
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		CYP4F3	http://identifiers.org/hgnc.symbol/CYP4F3
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		AGR2	http://identifiers.org/hgnc.symbol/AGR2
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		CX3CL1	http://identifiers.org/hgnc.symbol/CX3CL1
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		CHST15	http://identifiers.org/hgnc.symbol/CHST15
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		ALDH3B2	http://identifiers.org/hgnc.symbol/ALDH3B2
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		ACKR3	http://identifiers.org/hgnc.symbol/ACKR3
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		CDH5	http://identifiers.org/hgnc.symbol/CDH5
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		GCH1	http://identifiers.org/hgnc.symbol/GCH1
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		GRK5	http://identifiers.org/hgnc.symbol/GRK5
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		SLC1A4	http://identifiers.org/hgnc.symbol/SLC1A4
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		EPCAM	http://identifiers.org/hgnc.symbol/EPCAM
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		ICAM2	http://identifiers.org/hgnc.symbol/ICAM2
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		S100A8	http://identifiers.org/hgnc.symbol/S100A8
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		CD93	http://identifiers.org/hgnc.symbol/CD93
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		ALCAM	http://identifiers.org/hgnc.symbol/ALCAM
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		CLEC2B	http://identifiers.org/hgnc.symbol/CLEC2B
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		IFRD2	http://identifiers.org/hgnc.symbol/IFRD2
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		CLIC5	http://identifiers.org/hgnc.symbol/CLIC5
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		SCGB2A2	http://identifiers.org/hgnc.symbol/SCGB2A2
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		KRT7	http://identifiers.org/hgnc.symbol/KRT7
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		MMRN1	http://identifiers.org/hgnc.symbol/MMRN1
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		PROM1	http://identifiers.org/hgnc.symbol/PROM1
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		TIMM9	http://identifiers.org/hgnc.symbol/TIMM9
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		SLPI	http://identifiers.org/hgnc.symbol/SLPI
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		TNFSF10	http://identifiers.org/hgnc.symbol/TNFSF10
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		LAMP5	http://identifiers.org/hgnc.symbol/LAMP5
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		KRT19	http://identifiers.org/hgnc.symbol/KRT19
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		DSP	http://identifiers.org/hgnc.symbol/DSP
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		MSLN	http://identifiers.org/hgnc.symbol/MSLN
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		TACSTD2	http://identifiers.org/hgnc.symbol/TACSTD2
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		F2RL1	http://identifiers.org/hgnc.symbol/F2RL1
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		SERPINA1	http://identifiers.org/hgnc.symbol/SERPINA1
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		VTCN1	http://identifiers.org/hgnc.symbol/VTCN1
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		ALDH1A1	http://identifiers.org/hgnc.symbol/ALDH1A1
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		PSMD2	http://identifiers.org/hgnc.symbol/PSMD2
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		NFATC3	http://identifiers.org/hgnc.symbol/NFATC3
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		CCN2	http://identifiers.org/hgnc.symbol/CCN2
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		FBXO11	http://identifiers.org/hgnc.symbol/FBXO11
tolbutamide	https://identifiers.org/lincs.smallmolecule:LSM-3907	upregulates		MEF2C	http://identifiers.org/hgnc.symbol/MEF2C
