HPO-id,HPO label,entrz-gene-id,entrez-gene-symbol,additional info from G-D source,G-D source,Disease-ID for link
HP:0001669,Transposition of the great arteries,374407,DNAJB13,,orphadata,ORPHA:244
HP:0001669,Transposition of the great arteries,1482,NKX2-5,-,mim2gene,OMIM:217095
HP:0001669,Transposition of the great arteries,8481,OFD1,,orphadata,ORPHA:244
HP:0001669,Transposition of the great arteries,2627,GATA6,,orphadata,ORPHA:2255
HP:0001669,Transposition of the great arteries,8701,DNAH11,,orphadata,ORPHA:244
HP:0001669,Transposition of the great arteries,51314,NME8,,orphadata,ORPHA:244
HP:0001669,Transposition of the great arteries,7547,ZIC3,-,mim2gene,OMIM:306955
HP:0001669,Transposition of the great arteries,64446,DNAI2,,orphadata,ORPHA:244
HP:0001669,Transposition of the great arteries,7490,WT1,-,mim2gene,OMIM:608978
HP:0001669,Transposition of the great arteries,200373,CFAP221,,orphadata,ORPHA:244
HP:0001669,Transposition of the great arteries,79925,SPEF2,,orphadata,ORPHA:244
HP:0001669,Transposition of the great arteries,2626,GATA4,,orphadata,ORPHA:251071
HP:0001669,Transposition of the great arteries,25981,DNAH1,,orphadata,ORPHA:244
HP:0001669,Transposition of the great arteries,139212,DNAAF6,,orphadata,ORPHA:244
HP:0001669,Transposition of the great arteries,2703,GJA8,-,mim2gene,OMIM:612474
HP:0001679,Abnormal aortic morphology,2006,ELN,,orphadata,ORPHA:90348
HP:0001679,Abnormal aortic morphology,4089,SMAD4,-,mim2gene,OMIM:139210
HP:0001679,Abnormal aortic morphology,7043,TGFB3,-,mim2gene,OMIM:615582
HP:0001679,Abnormal aortic morphology,7046,TGFBR1,,orphadata,ORPHA:91387
HP:0001679,Abnormal aortic morphology,84628,NTNG2,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,1312,COMT,,orphadata,ORPHA:567
HP:0001679,Abnormal aortic morphology,57178,ZMIZ1,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,2260,FGFR1,,orphadata,ORPHA:2396
HP:0001679,Abnormal aortic morphology,23129,PLXND1,,orphadata,ORPHA:3384
HP:0001679,Abnormal aortic morphology,55621,TRMT1,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,2623,GATA1,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,10847,SRCAP,-,mim2gene,OMIM:136140
HP:0001679,Abnormal aortic morphology,5888,RAD51,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,2627,GATA6,-,mim2gene,OMIM:600001
HP:0001679,Abnormal aortic morphology,4144,MAT2A,,orphadata,ORPHA:91387
HP:0001679,Abnormal aortic morphology,2629,GBA,,orphadata,ORPHA:2072
HP:0001679,Abnormal aortic morphology,284058,KANSL1,,orphadata,ORPHA:363965
HP:0001679,Abnormal aortic morphology,1349,COX7B,-,mim2gene,OMIM:309801
HP:0001679,Abnormal aortic morphology,3265,HRAS,-,mim2gene,OMIM:163200
HP:0001679,Abnormal aortic morphology,2969,GTF2I,,orphadata,ORPHA:904
HP:0001679,Abnormal aortic morphology,2176,FANCC,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,653361,NCF1,,orphadata,ORPHA:904
HP:0001679,Abnormal aortic morphology,4920,ROR2,,orphadata,ORPHA:1507
HP:0001679,Abnormal aortic morphology,1795,DOCK3,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,4629,MYH11,-,mim2gene,OMIM:132900
HP:0001679,Abnormal aortic morphology,2657,GDF1,-,mim2gene,OMIM:613854
HP:0001679,Abnormal aortic morphology,7026,NR2F2,-,mim2gene,OMIM:615779
HP:0001679,Abnormal aortic morphology,2201,FBN2,-,mim2gene,OMIM:121050
HP:0001679,Abnormal aortic morphology,8802,SUCLG1,,orphadata,ORPHA:17
HP:0001679,Abnormal aortic morphology,1000,CDH2,-,mim2gene,OMIM:618929
HP:0001679,Abnormal aortic morphology,9442,MED27,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,7458,EIF4H,,orphadata,ORPHA:904
HP:0001679,Abnormal aortic morphology,9759,HDAC4,,orphadata,ORPHA:1001
HP:0001679,Abnormal aortic morphology,9968,MED12,-,mim2gene,OMIM:301068
HP:0001679,Abnormal aortic morphology,338,APOB,,orphadata,ORPHA:391665
HP:0001679,Abnormal aortic morphology,6141,RPL18,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,2188,FANCF,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,6496,SIX3,,orphadata,ORPHA:280195
HP:0001679,Abnormal aortic morphology,2072,ERCC4,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,79989,TTC26,-,mim2gene,OMIM:619534
HP:0001679,Abnormal aortic morphology,26119,LDLRAP1,,orphadata,ORPHA:391665
HP:0001679,Abnormal aortic morphology,2177,FANCD2,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,5053,PAH,,orphadata,ORPHA:2209
HP:0001679,Abnormal aortic morphology,5727,PTCH1,,orphadata,ORPHA:280195
HP:0001679,Abnormal aortic morphology,3845,KRAS,-,mim2gene,OMIM:163200
HP:0001679,Abnormal aortic morphology,7283,TUBG1,,orphadata,ORPHA:261183
HP:0001679,Abnormal aortic morphology,2201,FBN2,,orphadata,ORPHA:115
HP:0001679,Abnormal aortic morphology,4015,LOX,-,mim2gene,OMIM:617168
HP:0001679,Abnormal aortic morphology,2301,FOXE3,susceptibility,mim2gene,OMIM:617349
HP:0001679,Abnormal aortic morphology,81031,SLC2A10,-,mim2gene,OMIM:208050
HP:0001679,Abnormal aortic morphology,79796,ALG9,,orphadata,ORPHA:730
HP:0001679,Abnormal aortic morphology,284058,KANSL1,-,mim2gene,OMIM:610443
HP:0001679,Abnormal aortic morphology,4613,MYCN,,orphadata,ORPHA:391641
HP:0001679,Abnormal aortic morphology,5728,PTEN,,orphadata,ORPHA:109
HP:0001679,Abnormal aortic morphology,51412,ACTL6B,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,55636,CHD7,-,mim2gene,OMIM:214800
HP:0001679,Abnormal aortic morphology,1278,COL1A2,,orphadata,ORPHA:230851
HP:0001679,Abnormal aortic morphology,7048,TGFBR2,,orphadata,ORPHA:91387
HP:0001679,Abnormal aortic morphology,4851,NOTCH1,,orphadata,ORPHA:402075
HP:0001679,Abnormal aortic morphology,284361,EMC10,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,1399,CRKL,,orphadata,ORPHA:261330
HP:0001679,Abnormal aortic morphology,55120,FANCL,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,132,ADK,-,mim2gene,OMIM:614300
HP:0001679,Abnormal aortic morphology,6945,MLX,,orphadata,ORPHA:3287
HP:0001679,Abnormal aortic morphology,1290,COL5A2,,orphadata,ORPHA:287
HP:0001679,Abnormal aortic morphology,84153,RNASEH2C,,orphadata,ORPHA:51
HP:0001679,Abnormal aortic morphology,56896,DPYSL5,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,4088,SMAD3,,orphadata,ORPHA:284984
HP:0001679,Abnormal aortic morphology,64135,IFIH1,,orphadata,ORPHA:51
HP:0001679,Abnormal aortic morphology,9723,SEMA3E,question,mim2gene,OMIM:214800
HP:0001679,Abnormal aortic morphology,9469,CHST3,-,mim2gene,OMIM:245600
HP:0001679,Abnormal aortic morphology,4281,MID1,,orphadata,ORPHA:2745
HP:0001679,Abnormal aortic morphology,1108,CHD4,-,mim2gene,OMIM:617159
HP:0001679,Abnormal aortic morphology,29957,SLC25A24,-,mim2gene,OMIM:612289
HP:0001679,Abnormal aortic morphology,25930,PTPN23,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,9320,TRIP12,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,7170,TPM3,,orphadata,ORPHA:171881
HP:0001679,Abnormal aortic morphology,7248,TSC1,,orphadata,ORPHA:805
HP:0001679,Abnormal aortic morphology,4088,SMAD3,,orphadata,ORPHA:91387
HP:0001679,Abnormal aortic morphology,23162,MAPK8IP3,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,3949,LDLR,,orphadata,ORPHA:391665
HP:0001679,Abnormal aortic morphology,30008,EFEMP2,-,mim2gene,OMIM:614437
HP:0001679,Abnormal aortic morphology,701,BUB1B,,orphadata,ORPHA:1052
HP:0001679,Abnormal aortic morphology,3778,KCNMA1,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,1581,CYP7A1,,orphadata,ORPHA:209902
HP:0001679,Abnormal aortic morphology,10459,MAD2L2,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,9839,ZEB2,,orphadata,ORPHA:261537
HP:0001679,Abnormal aortic morphology,2175,FANCA,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,10195,ALG3,,orphadata,ORPHA:79321
HP:0001679,Abnormal aortic morphology,5518,PPP2R1A,,orphadata,ORPHA:457284
HP:0001679,Abnormal aortic morphology,9275,BCL7B,,orphadata,ORPHA:904
HP:0001679,Abnormal aortic morphology,56006,SMG9,-,mim2gene,OMIM:616920
HP:0001679,Abnormal aortic morphology,6497,SKI,-,mim2gene,OMIM:182212
HP:0001679,Abnormal aortic morphology,4621,MYH3,,orphadata,ORPHA:2990
HP:0001679,Abnormal aortic morphology,6155,RPL27,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,7046,TGFBR1,-,mim2gene,OMIM:609192
HP:0001679,Abnormal aortic morphology,2187,FANCB,-,mim2gene,OMIM:300514
HP:0001679,Abnormal aortic morphology,4838,NODAL,,orphadata,ORPHA:280195
HP:0001679,Abnormal aortic morphology,6711,SPTBN1,-,mim2gene,OMIM:619475
HP:0001679,Abnormal aortic morphology,6491,STIL,,orphadata,ORPHA:280195
HP:0001679,Abnormal aortic morphology,4629,MYH11,,orphadata,ORPHA:229
HP:0001679,Abnormal aortic morphology,7403,KDM6A,-,mim2gene,OMIM:147920
HP:0001679,Abnormal aortic morphology,23291,FBXW11,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,23001,WDFY3,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,7042,TGFB2,,orphadata,ORPHA:91387
HP:0001679,Abnormal aortic morphology,51322,WAC,,orphadata,ORPHA:284169
HP:0001679,Abnormal aortic morphology,6165,RPL35A,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,25,ABL1,-,mim2gene,OMIM:617602
HP:0001679,Abnormal aortic morphology,2186,BPTF,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,6204,RPS10,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,80232,WDR26,,orphadata,ORPHA:513456
HP:0001679,Abnormal aortic morphology,6942,TCF20,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,6231,RPS26,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,4629,MYH11,-,mim2gene,OMIM:619351
HP:0001679,Abnormal aortic morphology,6899,TBX1,-,mim2gene,OMIM:192430
HP:0001679,Abnormal aortic morphology,1482,NKX2-5,,orphadata,ORPHA:402075
HP:0001679,Abnormal aortic morphology,9968,MED12,-,mim2gene,OMIM:309520
HP:0001679,Abnormal aortic morphology,1281,COL3A1,,orphadata,ORPHA:231160
HP:0001679,Abnormal aortic morphology,10516,FBLN5,-,mim2gene,OMIM:219100
HP:0001679,Abnormal aortic morphology,63976,PRDM16,,orphadata,ORPHA:1606
HP:0001679,Abnormal aortic morphology,255738,PCSK9,,orphadata,ORPHA:391665
HP:0001679,Abnormal aortic morphology,55636,CHD7,,orphadata,ORPHA:138
HP:0001679,Abnormal aortic morphology,7546,ZIC2,,orphadata,ORPHA:280195
HP:0001679,Abnormal aortic morphology,6210,RPS15A,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,182,JAG1,-,mim2gene,OMIM:118450
HP:0001679,Abnormal aortic morphology,4088,SMAD3,-,mim2gene,OMIM:613795
HP:0001679,Abnormal aortic morphology,8076,MFAP5,-,mim2gene,OMIM:616166
HP:0001679,Abnormal aortic morphology,4212,MEIS2,-,mim2gene,OMIM:600987
HP:0001679,Abnormal aortic morphology,23556,PIGN,,orphadata,ORPHA:280633
HP:0001679,Abnormal aortic morphology,63035,BCORL1,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,64359,NXN,,orphadata,ORPHA:1507
HP:0001679,Abnormal aortic morphology,51132,RLIM,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,155368,METTL27,,orphadata,ORPHA:904
HP:0001679,Abnormal aortic morphology,2627,GATA6,,orphadata,ORPHA:2255
HP:0001679,Abnormal aortic morphology,100151683,RNU4ATAC,-,mim2gene,OMIM:210710
HP:0001679,Abnormal aortic morphology,1717,DHCR7,-,mim2gene,OMIM:270400
HP:0001679,Abnormal aortic morphology,129563,DIS3L2,-,mim2gene,OMIM:267000
HP:0001679,Abnormal aortic morphology,7048,TGFBR2,-,mim2gene,OMIM:610168
HP:0001679,Abnormal aortic morphology,1387,CREBBP,-,mim2gene,OMIM:180849
HP:0001679,Abnormal aortic morphology,2972,BRF1,,orphadata,ORPHA:444072
HP:0001679,Abnormal aortic morphology,23556,PIGN,,orphadata,ORPHA:2059
HP:0001679,Abnormal aortic morphology,4629,MYH11,,orphadata,ORPHA:91387
HP:0001679,Abnormal aortic morphology,7050,TGIF1,,orphadata,ORPHA:280195
HP:0001679,Abnormal aortic morphology,9702,CEP57,,orphadata,ORPHA:1052
HP:0001679,Abnormal aortic morphology,2187,FANCB,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,90416,CCDC32,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,9839,ZEB2,,orphadata,ORPHA:261552
HP:0001679,Abnormal aortic morphology,55033,FKBP14,-,mim2gene,OMIM:614557
HP:0001679,Abnormal aortic morphology,55215,FANCI,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,23040,MYT1L,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,348,APOE,,orphadata,ORPHA:412
HP:0001679,Abnormal aortic morphology,8220,ESS2,-,mim2gene,OMIM:192430
HP:0001679,Abnormal aortic morphology,5310,PKD1,,orphadata,ORPHA:730
HP:0001679,Abnormal aortic morphology,7169,TPM2,,orphadata,ORPHA:171881
HP:0001679,Abnormal aortic morphology,26191,PTPN22,,orphadata,ORPHA:397
HP:0001679,Abnormal aortic morphology,23193,GANAB,,orphadata,ORPHA:730
HP:0001679,Abnormal aortic morphology,1289,COL5A1,-,mim2gene,OMIM:130000
HP:0001679,Abnormal aortic morphology,5351,PLOD1,,orphadata,ORPHA:1900
HP:0001679,Abnormal aortic morphology,3423,IDS,,orphadata,ORPHA:217085
HP:0001679,Abnormal aortic morphology,6138,RPL15,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,23327,NEDD4L,,orphadata,ORPHA:98892
HP:0001679,Abnormal aortic morphology,7403,KDM6A,,orphadata,ORPHA:2322
HP:0001679,Abnormal aortic morphology,473,RERE,,orphadata,ORPHA:1606
HP:0001679,Abnormal aortic morphology,5296,PIK3R2,-,mim2gene,OMIM:603387
HP:0001679,Abnormal aortic morphology,3052,HCCS,-,mim2gene,OMIM:309801
HP:0001679,Abnormal aortic morphology,2737,GLI3,-,mim2gene,OMIM:146510
HP:0001679,Abnormal aortic morphology,103,ADAR,,orphadata,ORPHA:51
HP:0001679,Abnormal aortic morphology,79813,EHMT1,,orphadata,ORPHA:96147
HP:0001679,Abnormal aortic morphology,2006,ELN,,orphadata,ORPHA:91387
HP:0001679,Abnormal aortic morphology,8295,TRRAP,-,mim2gene,OMIM:618454
HP:0001679,Abnormal aortic morphology,2006,ELN,,orphadata,ORPHA:904
HP:0001679,Abnormal aortic morphology,6899,TBX1,,orphadata,ORPHA:567
HP:0001679,Abnormal aortic morphology,6558,SLC12A2,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,3756,KCNH1,-,mim2gene,OMIM:135500
HP:0001679,Abnormal aortic morphology,5982,RFC2,,orphadata,ORPHA:904
HP:0001679,Abnormal aortic morphology,4838,NODAL,-,mim2gene,OMIM:270100
HP:0001679,Abnormal aortic morphology,6997,TDGF1,,orphadata,ORPHA:280195
HP:0001679,Abnormal aortic morphology,55148,UBR7,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,55904,KMT2E,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,5592,PRKG1,,orphadata,ORPHA:91387
HP:0001679,Abnormal aortic morphology,89910,UBE3B,-,mim2gene,OMIM:244450
HP:0001679,Abnormal aortic morphology,3423,IDS,,orphadata,ORPHA:217093
HP:0001679,Abnormal aortic morphology,5311,PKD2,,orphadata,ORPHA:730
HP:0001679,Abnormal aortic morphology,1277,COL1A1,,orphadata,ORPHA:287
HP:0001679,Abnormal aortic morphology,8468,FKBP6,,orphadata,ORPHA:904
HP:0001679,Abnormal aortic morphology,1387,CREBBP,,orphadata,ORPHA:353281
HP:0001679,Abnormal aortic morphology,2893,GRIA4,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,84842,HPDL,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,4000,LMNA,,orphadata,ORPHA:363618
HP:0001679,Abnormal aortic morphology,6223,RPS19,-,mim2gene,OMIM:105650
HP:0001679,Abnormal aortic morphology,7249,TSC2,,orphadata,ORPHA:805
HP:0001679,Abnormal aortic morphology,59,ACTA2,-,mim2gene,OMIM:611788
HP:0001679,Abnormal aortic morphology,9993,DGCR2,-,mim2gene,OMIM:192430
HP:0001679,Abnormal aortic morphology,23483,TGDS,-,mim2gene,OMIM:616145
HP:0001679,Abnormal aortic morphology,114049,BUD23,,orphadata,ORPHA:904
HP:0001679,Abnormal aortic morphology,2263,FGFR2,-,mim2gene,OMIM:101200
HP:0001679,Abnormal aortic morphology,5889,RAD51C,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,3593,IL12B,,orphadata,ORPHA:3287
HP:0001679,Abnormal aortic morphology,2178,FANCE,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,84277,DNAJC30,,orphadata,ORPHA:904
HP:0001679,Abnormal aortic morphology,81031,SLC2A10,,orphadata,ORPHA:3342
HP:0001679,Abnormal aortic morphology,1482,NKX2-5,,orphadata,ORPHA:2248
HP:0001679,Abnormal aortic morphology,25981,DNAH1,question,mim2gene,OMIM:617577
HP:0001679,Abnormal aortic morphology,2737,GLI3,,orphadata,ORPHA:672
HP:0001679,Abnormal aortic morphology,6934,TCF7L2,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,54517,PUS7,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,64241,ABCG8,,orphadata,ORPHA:391665
HP:0001679,Abnormal aortic morphology,80114,BICC1,,orphadata,ORPHA:730
HP:0001679,Abnormal aortic morphology,2627,GATA6,-,mim2gene,OMIM:217095
HP:0001679,Abnormal aortic morphology,2313,FLI1,,orphadata,ORPHA:2308
HP:0001679,Abnormal aortic morphology,1788,DNMT3A,,orphadata,ORPHA:404443
HP:0001679,Abnormal aortic morphology,84976,DISP1,,orphadata,ORPHA:280195
HP:0001679,Abnormal aortic morphology,6229,RPS24,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,2629,GBA,-,mim2gene,OMIM:231005
HP:0001679,Abnormal aortic morphology,10492,SYNCRIP,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,6899,TBX1,-,mim2gene,OMIM:188400
HP:0001679,Abnormal aortic morphology,155382,VPS37D,,orphadata,ORPHA:904
HP:0001679,Abnormal aortic morphology,4089,SMAD4,,orphadata,ORPHA:91387
HP:0001679,Abnormal aortic morphology,5500,PPP1CB,-,mim2gene,OMIM:617506
HP:0001679,Abnormal aortic morphology,2033,EP300,,orphadata,ORPHA:353284
HP:0001679,Abnormal aortic morphology,51816,ADA2,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,27161,AGO2,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,4087,SMAD2,,orphadata,ORPHA:91387
HP:0001679,Abnormal aortic morphology,6223,RPS19,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,4638,MYLK,-,mim2gene,OMIM:613780
HP:0001679,Abnormal aortic morphology,7046,TGFBR1,,orphadata,ORPHA:60030
HP:0001679,Abnormal aortic morphology,699,BUB1,,orphadata,ORPHA:1052
HP:0001679,Abnormal aortic morphology,160418,TMTC3,,orphadata,ORPHA:98892
HP:0001679,Abnormal aortic morphology,6045,RNF2,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,51726,DNAJB11,,orphadata,ORPHA:730
HP:0001679,Abnormal aortic morphology,83854,ANGPTL6,,orphadata,ORPHA:231160
HP:0001679,Abnormal aortic morphology,22854,NTNG1,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,118856,MMP21,-,mim2gene,OMIM:616749
HP:0001679,Abnormal aortic morphology,1146,CHRNG,,orphadata,ORPHA:2990
HP:0001679,Abnormal aortic morphology,6469,SHH,,orphadata,ORPHA:280195
HP:0001679,Abnormal aortic morphology,286053,NSMCE2,-,mim2gene,OMIM:617253
HP:0001679,Abnormal aortic morphology,4638,MYLK,,orphadata,ORPHA:91387
HP:0001679,Abnormal aortic morphology,54916,TMEM260,-,mim2gene,OMIM:617478
HP:0001679,Abnormal aortic morphology,9319,TRIP13,,orphadata,ORPHA:1052
HP:0001679,Abnormal aortic morphology,2702,GJA5,-,mim2gene,OMIM:612474
HP:0001679,Abnormal aortic morphology,2033,EP300,-,mim2gene,OMIM:180849
HP:0001679,Abnormal aortic morphology,57057,TBX20,-,mim2gene,OMIM:611363
HP:0001679,Abnormal aortic morphology,6711,SPTBN1,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,4849,CNOT3,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,8788,DLK1,,orphadata,ORPHA:96334
HP:0001679,Abnormal aortic morphology,2324,FLT4,-,mim2gene,OMIM:618780
HP:0001679,Abnormal aortic morphology,64135,IFIH1,-,mim2gene,OMIM:182250
HP:0001679,Abnormal aortic morphology,1277,COL1A1,-,mim2gene,OMIM:166200
HP:0001679,Abnormal aortic morphology,23493,HEY2,,orphadata,ORPHA:91387
HP:0001679,Abnormal aortic morphology,675,BRCA2,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,7516,XRCC2,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,3190,HNRNPK,,orphadata,ORPHA:352665
HP:0001679,Abnormal aortic morphology,84148,KAT8,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,9702,CEP57,-,mim2gene,OMIM:614114
HP:0001679,Abnormal aortic morphology,9739,SETD1A,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,2812,GP1BB,,orphadata,ORPHA:567
HP:0001679,Abnormal aortic morphology,10535,RNASEH2A,,orphadata,ORPHA:51
HP:0001679,Abnormal aortic morphology,27125,AFF4,,orphadata,ORPHA:444077
HP:0001679,Abnormal aortic morphology,1024,CDK8,-,mim2gene,OMIM:618748
HP:0001679,Abnormal aortic morphology,672,BRCA1,,orphadata,ORPHA:84
HP:0001679,Abnormal aortic morphology,165,AEBP1,,orphadata,ORPHA:536532
HP:0001679,Abnormal aortic morphology,54880,BCOR,-,mim2gene,OMIM:300166
HP:0001679,Abnormal aortic morphology,78987,CRELD1,-,mim2gene,OMIM:606217
HP:0001679,Abnormal aortic morphology,2200,FBN1,-,mim2gene,OMIM:154700
HP:0001679,Abnormal aortic morphology,51085,MLXIPL,,orphadata,ORPHA:904
HP:0001679,Abnormal aortic morphology,11198,SUPT16H,-,mim2gene,OMIM:619480
HP:0001679,Abnormal aortic morphology,6736,SRY,,orphadata,ORPHA:1772
HP:0001679,Abnormal aortic morphology,10743,RAI1,,orphadata,ORPHA:477817
HP:0001679,Abnormal aortic morphology,5832,ALDH18A1,,orphadata,ORPHA:90348
HP:0001679,Abnormal aortic morphology,2317,FLNB,-,mim2gene,OMIM:150250
HP:0001679,Abnormal aortic morphology,5826,ABCD4,-,mim2gene,OMIM:614857
HP:0001679,Abnormal aortic morphology,3106,HLA-B,,orphadata,ORPHA:3287
HP:0001679,Abnormal aortic morphology,673,BRAF,-,mim2gene,OMIM:163950
HP:0001679,Abnormal aortic morphology,23030,KDM4B,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,4089,SMAD4,-,mim2gene,OMIM:175050
HP:0001679,Abnormal aortic morphology,3106,HLA-B,,orphadata,ORPHA:397
HP:0001679,Abnormal aortic morphology,55784,MCTP2,,orphadata,ORPHA:1596
HP:0001679,Abnormal aortic morphology,50937,CDON,,orphadata,ORPHA:280195
HP:0001679,Abnormal aortic morphology,368,ABCC6,,orphadata,ORPHA:51608
HP:0001679,Abnormal aortic morphology,10664,CTCF,,orphadata,ORPHA:363611
HP:0001679,Abnormal aortic morphology,5718,PSMD12,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,9969,MED13,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,113246,C12ORF57,,orphadata,ORPHA:1777
HP:0001679,Abnormal aortic morphology,8214,DGCR6,-,mim2gene,OMIM:192430
HP:0001679,Abnormal aortic morphology,3984,LIMK1,,orphadata,ORPHA:904
HP:0001679,Abnormal aortic morphology,3081,HGD,-,mim2gene,OMIM:203500
HP:0001679,Abnormal aortic morphology,6899,TBX1,-,mim2gene,OMIM:217095
HP:0001679,Abnormal aortic morphology,1182,CLCN3,,orphadata,ORPHA:528084
HP:0001679,Abnormal aortic morphology,137814,NKX2-6,-,mim2gene,OMIM:217095
HP:0001679,Abnormal aortic morphology,6218,RPS17,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,6201,RPS7,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,6888,TALDO1,,orphadata,ORPHA:101028
HP:0001679,Abnormal aortic morphology,123606,NIPA1,,orphadata,ORPHA:261183
HP:0001679,Abnormal aortic morphology,84665,MYPN,,orphadata,ORPHA:171881
HP:0001679,Abnormal aortic morphology,6899,TBX1,,orphadata,ORPHA:567
HP:0001679,Abnormal aortic morphology,22827,PUF60,,orphadata,ORPHA:508488
HP:0001679,Abnormal aortic morphology,2619,GAS1,,orphadata,ORPHA:280195
HP:0001679,Abnormal aortic morphology,8085,KMT2D,-,mim2gene,OMIM:147920
HP:0001679,Abnormal aortic morphology,6234,RPS28,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,5590,PRKCZ,,orphadata,ORPHA:1606
HP:0001679,Abnormal aortic morphology,139285,AMER1,,orphadata,ORPHA:2780
HP:0001679,Abnormal aortic morphology,10269,ZMPSTE24,,orphadata,ORPHA:1662
HP:0001679,Abnormal aortic morphology,4893,NRAS,-,mim2gene,OMIM:163200
HP:0001679,Abnormal aortic morphology,7707,ZNF148,-,mim2gene,OMIM:617260
HP:0001679,Abnormal aortic morphology,11224,RPL35,,orphadata,ORPHA:124
HP:0001679,Abnormal aortic morphology,10277,UBE4B,,orphadata,ORPHA:1606
HP:0001679,Abnormal aortic morphology,55901,THSD1,,orphadata,ORPHA:231160
HP:0001679,Abnormal aortic morphology,8216,LZTR1,-,mim2gene,OMIM:605275
HP:0001679,Abnormal aortic morphology,9723,SEMA3E,,orphadata,ORPHA:138
HP:0001679,Abnormal aortic morphology,421,ARVCF,,orphadata,ORPHA:567
HP:0001679,Abnormal aortic morphology,54453,RIN2,,orphadata,ORPHA:217335
HP:0001679,Abnormal aortic morphology,7048,TGFBR2,,orphadata,ORPHA:60030
